port_name,type,original_count,normalized_count,cleaned_count,total_occurrences,notes
Ulea,origin,1,0,0,1,removed in cleanup
Uleaborg,origin,203,203,203,203,
Ulindaw,origin,1,1,1,1,
Ullanger,origin,2,2,2,2,
Umea,origin,34,34,34,34,
Upsal,origin,1,1,1,1,
Ursiken,origin,0,2,2,2,inferred
Ursviken,origin,2,0,0,2,removed in cleanup
Utanigo,origin,1,1,1,1,
Uto,origin,2,2,2,2,
Utoo,origin,1,1,1,1,
V'garcia,origin,1,1,1,1,
VICTORIA DOCK,destination,6,6,6,6,
VICTORIA DOCKS,destination,141,141,141,141,
Valparaiso,origin,1,1,1,1,
Valvig,origin,1,1,1,1,
Vamsos,origin,1,1,1,1,
Vances,origin,1,1,1,1,
Vancouver,origin,0,1,1,1,inferred
Vancouver I.,origin,1,0,0,1,removed in cleanup
Vancouver's Island,origin,3,3,3,3,
Vannes,origin,96,96,96,96,
Varberg,origin,1,0,0,1,removed in cleanup
Vardo,origin,1,1,1,1,
Vardoe,origin,1,1,1,1,
Vefsen,origin,22,22,22,22,
Vefser,origin,1,1,1,1,
Vegesack,origin,1,1,1,1,
Velsen,origin,1,1,1,1,
Venice,origin,8,8,8,8,
Vesta,origin,1,1,1,1,
Vesteras,origin,1,1,1,1,
Vigo,origin,1,1,1,1,
Villa Garcia,origin,2,0,0,2,removed in cleanup
Villagarcia,origin,38,40,40,40,
Vinje,origin,1,1,1,1,
Visero,origin,1,1,1,1,
Vitea,origin,1,0,0,1,removed in cleanup
Vivero,origin,3,3,3,3,
Vlaardingen,origin,4,4,4,4,
Vlardingen,origin,1,1,1,1,
W,origin,13,13,0,13,removed in cleanup
W. C. Africa,origin,7,7,7,7,
W. Indies,origin,1,1,1,1,
W.C. Africa,origin,3,3,3,3,
W.C.Africa,origin,1,1,1,1,
WATERFORD,destination,29,29,29,29,
WEST HARTLEPOOL,destination,1266,1266,1276,1276,
WEST INDIA DOCKS,destination,22,22,22,22,
WESTPORT,destination,3,3,3,3,
WEXFORD,destination,10,10,10,10,
WEYMOUTH,destination,11,0,0,11,removed in cleanup
WHITBY,destination,12,0,0,12,removed in cleanup
WHITEHAVEN,destination,39,0,0,39,removed in cleanup
WICK,destination,68,0,0,68,removed in cleanup
WIGTOWN,destination,1,1,1,1,
WISBEACH,destination,1,0,0,1,removed in cleanup
WISBECH,destination,193,0,0,193,removed in cleanup
WISPECH,destination,1,0,0,1,removed in cleanup
WOODBRIDGE,destination,2,2,2,2,
WOOLWICH,destination,11,11,11,11,
WORKING MACHINERY.,origin,1,1,1,1,
WORKINGTON,destination,1,0,0,1,removed in cleanup
Waawa,origin,1,1,1,1,
Waija,origin,2,2,2,2,
Wanks River,origin,1,1,1,1,
Warberg,origin,61,63,63,63,
Warburg,origin,1,0,0,1,removed in cleanup
Wardoe,origin,1,1,1,1,
Wasa,origin,6,6,6,6,
Waterford,origin,23,23,29,29,
Wava,origin,1,1,1,1,
Waya,origin,3,3,3,3,
Weener,origin,10,10,10,10,
Wefsel,origin,1,1,1,1,
Werbeback,origin,1,1,1,1,
Wergeland,origin,1,1,1,1,
Werkeback,origin,4,4,4,4,
West Bay,origin,8,8,8,8,
"West Bay, N.S.",origin,5,5,5,5,
"West Bay, U.S.",origin,1,1,1,1,
West Coast of Africa,origin,1,1,1,1,
West Indies,origin,8,0,0,8,removed in cleanup
Westawaif,origin,1,1,1,1,
Westering,origin,1,1,1,1,
Westervik,origin,42,42,42,42,
Westerwick,origin,8,0,0,8,removed in cleanup
Westerwik,origin,16,24,24,24,
Weymouth,origin + destination,3,3,3,3,
"Weymouth, N S.",origin,1,1,1,1,
"Weymouth, N.S.",origin,4,4,4,4,
"Weymouth, U.S.",origin,1,1,1,1,
Whitby,destination,0,12,12,12,inferred
White Sea,origin,1,1,1,1,
Whitehaven,destination,0,39,39,39,inferred
Whyncomah,origin,1,1,1,1,
Wiborg,origin,3,3,3,3,
Wick,destination,0,68,68,68,inferred
Wicklow,origin,2,2,2,2,
Wiener,origin,4,4,4,4,
Wifsta,origin,1,1,1,1,
Wifsta Warf,origin,4,4,4,4,
Wifstavarf,origin,2,0,0,2,removed in cleanup
Wifstawarf,origin,43,45,45,45,
Wiken,origin,1,1,1,1,
Wilmington,origin,2,2,2,2,
"Wilson appeared in this case, on Saturday last, in the Queen's Bench Division, before Mr. Justice Cave and Mr. Baron Pollock, on behalf of the defendants, on appeal against an order made by Mr. Justice Field, at Chambers, refusing to allow them to amend the writ in the action by adding the name of one Donald as a co",origin,1,1,0,1,removed in cleanup
Windart,origin,2,2,2,2,
Windau,origin,108,108,108,108,
Windaw,origin,1,1,1,1,
Windsor,origin,1,1,1,1,
"Windsor, N.S.",origin,1,1,1,1,
Wisbech,destination,0,195,195,195,inferred
Wisbey,origin,1,0,0,1,removed in cleanup
Wisby,origin,4,5,5,5,
Wiscasset,origin,6,6,8,8,
Wisner,origin,1,1,1,1,
Wistawarf,origin,3,3,3,3,
Wjsby,origin,1,1,1,1,
Wolgast,origin,1,1,1,1,
Woolwich,origin,1,1,1,1,
Workington,destination,0,1,1,1,inferred
Wybor,origin,2,0,0,2,removed in cleanup
Wyborg,origin,223,225,225,225,
Wyburg,origin,96,96,99,99,
Wycoomagh,origin,1,1,1,1,
X'sand,origin,1,1,1,1,
Xiana,origin,1,1,1,1,
Xiania,origin,48,48,48,48,
Xiansand,origin,4,4,4,4,
Xinestad,origin,3,3,3,3,
Xnia,origin,2,2,2,2,
Xtiansand,origin,3,3,3,3,
Y COMMERCIAL DOCKS,destination,2,2,2,2,
YARMOUTH,destination,200,0,0,200,removed in cleanup
YOUGHAL,destination,2,2,2,2,
Yallahs,origin,1,1,1,1,
Yarmouth,origin + destination,2,2,2,2,
"Yarmouth, N.B.",origin,1,1,1,1,
"Yarmouth, N.S.",origin,5,5,5,5,
You-ford,origin,1,1,1,1,
Youghal,origin,10,10,10,10,
Ystad,origin,2,2,2,2,
Ytlersfors,origin,1,0,0,1,removed in cleanup
Yttersfors,origin,0,3,3,3,inferred
Ytterstfors,origin,2,0,0,2,removed in cleanup
Zanzibar,origin,1,1,1,1,
Zaza,origin,1,1,1,1,
and,origin,1,1,0,1,removed in cleanup
app,origin,1,1,1,1,
deals,origin,1,1,0,1,removed in cleanup
"driving streams upon which this market depends are still very discouraging as to the probabilities of getting the logs. The prospects of the Menominee and other streams tributary to Green Bay, are really not so encouraging as a few weeks ago, as logs on the first",origin,1,1,0,1,removed in cleanup
ends,origin,2,2,0,2,removed in cleanup
from Halifax,origin,1,1,1,1,
higa,origin,1,1,0,1,removed in cleanup
kar,origin,1,1,0,1,removed in cleanup
l'Orient,origin,72,0,0,72,removed in cleanup
lathwood,origin,1,1,0,1,removed in cleanup
oak staves,origin,1,1,0,1,removed in cleanup
"past two o'clock, and at that time the first floor was well alight. Several manuals were promptly on the spot, and all round the building, and it was with such rapidity that in a short time the efforts of the firemen were successful. The shops of Mr. J. H. Ashton, a picture",origin,1,1,0,1,removed in cleanup
pitwood,origin,1,1,0,1,removed in cleanup
"props, birr",origin,1,1,0,1,removed in cleanup
teak,origin,1,1,0,1,removed in cleanup
timber,origin,1,1,0,1,removed in cleanup
und,origin,1,0,0,1,removed in cleanup
