year,destination_port,ship_count,latitude,longitude
1899,Irvine,51,55.618333779517,-4.65659498413083
1899,London (Surrey Commercial Docks),46,51.5073509000001,-0.127758299999982
1899,ION,45,,
1899,JOINERY OF EVERY DESCRIPTION,44,,
1899,Liverpool (Queen's Dock),44,53.4083714,-2.99157259999998
1899,QUEENBORO',42,51.416139674537,0.742809298858174
1899,Truro,39,50.2631950000001,-5.05104099999994
1899,Liverpool (Coburg Dock),38,53.4083714,-2.99157259999998
1899,VIGERS BROS,34,,
1899,Wick,30,58.4430600485415,-3.09285166137693
1899,ROBERT,30,,
1899,Liverpool (Tilbury Docks),30,53.4083714,-2.99157259999998
1899,Dover,28,51.1278758,1.31340270000004
1899,JOINERY SENT FREE,27,,
1899,Cork,25,51.9014959520001,-8.44685895399994
1899,Berwick,25,55.7702420000001,-2.00539499999996
1899,Exeter,24,50.7184120000001,-3.53389899999991
1899,M. S. RENNET,23,,
1899,& CO,23,,
1899,Londonderry,22,55.0114105220001,-7.30041944099997
1899,Greenock (Tilbury Docks),21,55.9505077629267,-4.75971798437838
1899,London (Queen's Dock),20,51.5073509000001,-0.127758299999982
1899,Milford,19,,
1899,M.J,18,,
1899,Cowes,17,50.7627850000001,-1.30053299999997
1899,Alloa,16,56.1163031824617,-3.79518671321335
1899,MOI,16,,
1899,MR. F. P. RYBKIN ... ... F R,16,,
1899,Lerwick,15,,
1899,CANADA DOCK,14,,
1899,ENCE INVITED,14,,
1899,Goole (Queen's Dock),14,53.7029410000001,-0.876380999999981
1899,Limerick,13,,
1899,NEWPORT MON,13,,
1899,Liverpool (Brunswick Dock),11,53.4083714,-2.99157259999998
1899,BOXES,10,,
1899,Troon,10,55.5444127055824,-4.67361271972649
1899,TLEPOOL,10,,
1899,Swansea,9,51.62144,-3.94364599999994
1899,Liverpool (Alexandra Dock),9,53.4083714,-2.99157259999998
1899,London (Millwall Docks),9,51.5073509000001,-0.127758299999982
1899,Newry,9,54.1483756060001,-6.32235385399997
1899,BON'ESS,9,,
1899,MIDDLESBRO,9,,
1899,FOR,9,,
1899,Liverpool (Union Dock),9,53.4083714,-2.99157259999998
1899,DO FEET SUPER,9,,
1899,ING,9,,
1899,Kirkcaldy,8,56.109236880424,-3.16149504760739
1899,Cardiff,8,51.4815810000001,-3.17908999999992
1899,London (Victoria Docks),8,51.5073509000001,-0.127758299999982
1899,Grimsby (Bull Dock),8,53.5674710000001,-0.0807839999998805
1899,Glasgow,7,55.8582389117887,-4.24254728271348
1899,Granton,7,,
1899,London (West India Docks),7,51.5073509000001,-0.127758299999982
1899,London (Royal Albert Docks),7,51.5073509000001,-0.127758299999982
1899,LANGTON DOCK,7,,
1899,Liverpool (Wellington Dock),7,53.4083714,-2.99157259999998
1899,GESUND,7,,
1899,M.I.M.E,7,,
1899,Leith,6,55.9765554947196,-3.16607291534422
1899,TOXTETH DOCK,6,,
1899,London (Nelson Dock),6,51.5073509000001,-0.127758299999982
1899,Grimsby (Coburg Dock),6,53.5674710000001,-0.0807839999998805
1899,BLOCKS,6,,
1899,W. B,6,,
1899,M. S. RENNIE & CO,6,,
1899,SLEEPERS,6,,
1899,HUSKISSON DOCK,5,,
1899,HORNBY DOCK,5,,
1899,Gloucester,5,51.8642449,-2.23815599999989
1899,MITREING,5,,
1899,SKIBBEREEN,5,,
1899,GILMOUR,5,,
1899,VIGERS,5,,
1899,Grangemouth,4,56.0086943296901,-3.71710520629876
1899,Ardrossan,4,55.6481390173549,-4.80960840777251
1899,HORNSEY DOCK,4,,
1899,GREAT GRIMSBY,4,,
1899,MANCHESTER,4,53.4807593,-2.24263050000002
1899,Yarmouth,4,52.1084745429551,1.33582938769132
1899,VERPOOL,4,,
1899,Liverpool (Coburg Docks),4,53.4083714,-2.99157259999998
1899,EXPORT,4,,
1899,Hull (Union Dock),4,53.7456708999999,-0.336741299999971
1899,TES GIVEN,4,,
1899,ERSBURG,4,,
1899,BIRKENHEAD DOCK,3,,
1899,London (Other Docks and Wharves),3,51.5073509000001,-0.127758299999982
1899,ALBERT DOCK,3,,
1899,Hartlepool (West),3,54.6917449999999,-1.21292600000004
1899,HARRINGTON DOCK,3,,
1899,E.C,3,,
1899,MLS,3,,
1899,S. RENNIE & CO,3,,
1899,Sligo,3,54.277488562,-8.48034919799994
1899,BULL DOCK,3,,
1899,Wexford,3,52.3386830540001,-6.45647567999993
1899,LIMITED,3,,
1899,KINGS LYNN,3,,
1899,L & CO,3,,
1899,NERY,3,,
1899,Hull (Victoria Dock),2,53.7456708999999,-0.336741299999971
1899,EAST INDIA DOCKS,2,,
1899,GARSTON DOCK,2,,
1899,"JAMES HARRISON,",2,,
1899,RAILWAY DOCK,2,,
1899,OTHER DOCKS,2,,
1899,SOUTH-WEST INDIA DOCKS,2,,
1899,"NEWPORT, MON",2,,
1899,Ayr,2,55.4703747229195,-4.63760140747054
1899,Aberdeen,2,57.1453346208669,-2.10306332275388
1899,AVONMOUTH DOCK,2,51.501958264588,-2.70636874389645
1899,Sunderland,2,54.9068690000001,-1.38380099999989
1899,Wisbech,2,52.666317,0.158797000000163
1899,Belfast,2,54.613523371,-5.90696169099994
1899,BRIDPORT,2,50.7335769,-2.7583009999999
1899,SCO,2,,
1899,UNION DOCKS,2,,
1899,BUILDERS WOOD,2,,
1899,COBURG DOCKS,2,,
1899,ES KENNEDY & CO,2,,
1899,TILE DOCKS,2,,
1899,GEORGE LOVE,2,,
1899,WIDNES DOCK,2,,
1899,London (Union Dock),2,51.5073509000001,-0.127758299999982
1899,SUNDQUIST & CO,2,,
1899,BUILDERS,2,,
1899,JUST OUT,2,,
1899,EX PORT MELBOURNE,2,,
1899,AMERIKA,1,,
1899,HARTLEPOOL,1,54.6917449999999,-1.21292600000004
1899,WILLIAM WRIGHT'S DOCK,1,,
1899,SOUTH WEST INDIA DOCKS,1,,
1899,Ramsgate,1,51.3355450000001,1.41989499999994
1899,Scarborough,1,54.283113,-0.399751999999978
1899,PRESTON,1,53.763201,-2.70308999999992
1899,Southampton,1,50.9097004,-1.40435090000005
1899,Weymouth,1,50.6144279,-2.45762099999996
1899,Barrow,1,,
1899,Folkestone,1,51.081397,1.16945599999991
1899,Galway,1,53.269014434,-9.04777257699993
1899,ROYAL VICTORIA DOCK,1,,
1899,LITTLETOWN,1,,
1899,Liverpool (Union Docks),1,53.4083714,-2.99157259999998
1899,R. G. TICKLE & SON,1,,
1899,KIRKWOOD & CO,1,,
1899,London (Tile Docks),1,51.5073509000001,-0.127758299999982
1899,Bristol (Queen's Dock),1,51.4545130000001,-2.58790999999997
1899,EXPORTERS OF,1,,
1899,CTION,1,,
1899,SECTION,1,,
1899,LE & SON,1,,
1899,UNSECURED,1,,
1899,CREWE,1,,
1899,ROOFING FELT,1,,
1899,WIGTOWN,1,54.8676447222298,-4.44449749206541
1899,RECEIVING ORDERS,1,,
