original_port,ship_count,category_hint,action,map_to_port,notes
"Grand Bay, Saguenay",1,ambiguous_low_freq,,,
"Algoa Bay, N.B.",1,ambiguous_low_freq,,,
Linkoping,1,ambiguous_low_freq,,,
Tadousac,1,ambiguous_low_freq,,,
Harfvarfeg,1,ambiguous_low_freq,,,
Brandshamn,1,ambiguous_low_freq,,,
Ulrich,1,ambiguous_low_freq,,,
Elma,1,ambiguous_low_freq,,,
Osbeck,1,ambiguous_low_freq,,,
Medleaks,1,ambiguous_low_freq,,,
Ulfsberg,1,ambiguous_low_freq,,,
Petits Mechins,1,ambiguous_low_freq,,,
Kerni,1,ambiguous_low_freq,,,
Sofia,1,ambiguous_low_freq,,,
L'Eguille,1,ambiguous_low_freq,,,
"Repola, Finland",1,ambiguous_low_freq,,,
"St. John, N.S.",1,ambiguous_low_freq,,,
Grunstad,1,ambiguous_low_freq,,,
Galatola,1,ambiguous_low_freq,,,
"Northport, U.S.",1,ambiguous_low_freq,,,
Batskarnas,1,ambiguous_low_freq,,,
Freyo,1,ambiguous_low_freq,,,
Lilla Wartan,1,ambiguous_low_freq,,,
Kotka and Wyborg,1,ambiguous_low_freq,,,
Rochelle,1,ambiguous_low_freq,,,
La Plata,1,ambiguous_low_freq,,,
Christineatad,1,ambiguous_low_freq,,,
Rovda,1,ambiguous_low_freq,,,
W. Donaldson,1,ambiguous_low_freq,,,
'Orient,1,ambiguous_low_freq,,,
Fredrik Wilhelm,1,ambiguous_low_freq,,,
Torngberg,1,ambiguous_low_freq,,,
Wadstena,1,ambiguous_low_freq,,,
HERNO-SAND,1,ambiguous_low_freq,,,
MONTROSE,1,ambiguous_low_freq,,,
arried about without diffi,1,ambiguous_low_freq,,,
STROMBORG,1,ambiguous_low_freq,,,
HERNOSAND,1,ambiguous_low_freq,,,
Villa Vartan,1,ambiguous_low_freq,,,
Tonnay Charaute,1,ambiguous_low_freq,,,
Tonnay Charante,1,ambiguous_low_freq,,,
Flanders,1,ambiguous_low_freq,,,
Wadau,1,ambiguous_low_freq,,,
Norway Yd,1,ambiguous_low_freq,,,
Cherry Garden Pier,1,ambiguous_low_freq,,,
Commercial Dk,1,ambiguous_low_freq,,,
Uthammar,1,ambiguous_low_freq,,,
Mercury Bay,1,ambiguous_low_freq,,,
Carammal,1,ambiguous_low_freq,,,
Carrizal,1,ambiguous_low_freq,,,
Carrie,1,ambiguous_low_freq,,,
Arcachin,1,ambiguous_low_freq,,,
Cortland,1,ambiguous_low_freq,,,
Aura,1,ambiguous_low_freq,,,
Arenc,1,ambiguous_low_freq,,,
Chailles,1,ambiguous_low_freq,,,
"Norfolk, V.A.",1,ambiguous_low_freq,,,
Fiskebackskill,1,ambiguous_low_freq,,,
"Bangkok, via Cadiz",1,ambiguous_low_freq,,,
Fiskebackskil,1,ambiguous_low_freq,,,
Cabarati,1,ambiguous_low_freq,,,
Apeldo,1,ambiguous_low_freq,,,
"New Orleans to Belfast, trans",1,ambiguous_low_freq,,,
Tampico,1,ambiguous_low_freq,,,
Sandifgord,1,ambiguous_low_freq,,,
Fordeaux,1,ambiguous_low_freq,,,
W.C.A.,1,ambiguous_low_freq,,,
Fredestrand,1,ambiguous_low_freq,,,
Canillac,1,ambiguous_low_freq,,,
MESANE,1,ambiguous_low_freq,,,
Homlstrand,1,ambiguous_low_freq,,,
Windan,1,ambiguous_low_freq,,,
Setubal,1,ambiguous_low_freq,,,
Saigon,1,ambiguous_low_freq,,,
Stronstad,1,ambiguous_low_freq,,,
Porsholm,1,ambiguous_low_freq,,,
Wanewik,1,ambiguous_low_freq,,,
"For the carpenter, slater, and plasterer's work of new dwelling",1,ambiguous_low_freq,,,
SHARP,1,ambiguous_low_freq,,,
Helensborg,1,ambiguous_low_freq,,,
Hernos,1,ambiguous_low_freq,,,
"Bangor, U.S.A.",1,ambiguous_low_freq,,,
Iraskjoldsvik,1,ambiguous_low_freq,,,
Vianna do Castello,1,ambiguous_low_freq,,,
Lulea and Skelleftea,1,ambiguous_low_freq,,,
"Christiania, Laurvigdal",1,ambiguous_low_freq,,,
Darg,1,ambiguous_low_freq,,,
tran,1,ambiguous_low_freq,,,
Vienna,1,ambiguous_low_freq,,,
Bord aux,1,ambiguous_low_freq,,,
Law,1,ambiguous_low_freq,,,
Tyne Dock,1,ambiguous_low_freq,,,
St. John's and Halifax,1,ambiguous_low_freq,,,
Gothenburg and Fredik,1,ambiguous_low_freq,,,
Stockholm and Newfair,1,ambiguous_low_freq,,,
Wilmington N.C.,1,ambiguous_low_freq,,,
Fijeholm,1,ambiguous_low_freq,,,
GAMLA KARLEBY,1,ambiguous_low_freq,,,
WESTERVIK,1,ambiguous_low_freq,,,
BERGGUARA,1,ambiguous_low_freq,,,
"spected by forest rangers, whose duty it is to report on the existing state of the proclaimed reserves, control the operations of licensed timber",1,ambiguous_low_freq,,,
Horningsholm,1,ambiguous_low_freq,,,
Bonavista,1,ambiguous_low_freq,,,
Miridan,1,ambiguous_low_freq,,,
Bunbury,1,ambiguous_low_freq,,,
Botorp,1,ambiguous_low_freq,,,
Stad,1,ambiguous_low_freq,,,
"St. Margaret's Bay, N.S",1,ambiguous_low_freq,,,
Kaska,1,ambiguous_low_freq,,,
Go'henburg,1,ambiguous_low_freq,,,
Luvik,1,ambiguous_low_freq,,,
Galats,1,ambiguous_low_freq,,,
Burria,1,ambiguous_low_freq,,,
Umea and Mo,1,ambiguous_low_freq,,,
Pansborg,1,ambiguous_low_freq,,,
Chatham N. B.,1,ambiguous_low_freq,,,
B. ALMQUIST ... ... ... RED --,1,ambiguous_low_freq,,,
Lauroig,1,ambiguous_low_freq,,,
Lahou qty logs and timber sundry consignees,1,ambiguous_low_freq,,,
"Christiania, etc.",1,ambiguous_low_freq,,,
Dunkerque,1,ambiguous_low_freq,,,
Jull,1,ambiguous_low_freq,,,
Pont l'able,1,ambiguous_low_freq,,,
Gothenbarg,1,ambiguous_low_freq,,,
Portland Me.,1,ambiguous_low_freq,,,
"Halifax, N.S. and St. John, N.B.",1,ambiguous_low_freq,,,
Rafo,1,ambiguous_low_freq,,,
Botorpsham,1,ambiguous_low_freq,,,
Norrviken,1,ambiguous_low_freq,,,
Frome,1,ambiguous_low_freq,,,
L' Orient,1,ambiguous_low_freq,,,
Person,1,ambiguous_low_freq,,,
Fredrick,1,ambiguous_low_freq,,,
Ness,1,ambiguous_low_freq,,,
Villagareia,1,ambiguous_low_freq,,,
"Halifax,N.S.",1,ambiguous_low_freq,,,
Exploit Bay,1,ambiguous_low_freq,,,
Aby,1,ambiguous_low_freq,,,
"Boston, U.S.A.",1,ambiguous_low_freq,,,
"Avonport, N.S.",1,ambiguous_low_freq,,,
Faxa,1,ambiguous_low_freq,,,
"Chatham, N B",1,ambiguous_low_freq,,,
Baie de Verte,1,ambiguous_low_freq,,,
Pantine,1,ambiguous_low_freq,,,
Norsholm,1,ambiguous_low_freq,,,
Yetterfors,1,ambiguous_low_freq,,,
Narvic,1,ambiguous_low_freq,,,
Igzesund,1,ambiguous_low_freq,,,
Ludvig,1,ambiguous_low_freq,,,
Tweed,1,ambiguous_low_freq,,,
Borg,1,ambiguous_low_freq,,,
Warber,1,ambiguous_low_freq,,,
"W.C. Africa, Forcados",1,ambiguous_low_freq,,,
Hummelvik,1,ambiguous_low_freq,,,
Sinowjews,1,ambiguous_low_freq,,,
"Tusket, N.S.",1,ambiguous_low_freq,,,
Tornio,1,ambiguous_low_freq,,,
Sundau,1,ambiguous_low_freq,,,
Newport Mews,1,ambiguous_low_freq,,,
"Jacquit River, N.B.",1,ambiguous_low_freq,,,
"Bangor, Me.",1,ambiguous_low_freq,,,
"Bangor, Maine",1,ambiguous_low_freq,,,
"Dariero, G.A.",1,ambiguous_low_freq,,,
Soderkalix,1,ambiguous_low_freq,,,
"Halifax, N.S.,",1,ambiguous_low_freq,,,
Neuvelle,1,ambiguous_low_freq,,,
Stensborg,1,ambiguous_low_freq,,,
SANDS,1,ambiguous_low_freq,,,
LAGOS,1,ambiguous_low_freq,,,
AXIM,1,ambiguous_low_freq,,,
Rosbras,1,ambiguous_low_freq,,,
Fingelholm,1,ambiguous_low_freq,,,
Norrjelge,1,ambiguous_low_freq,,,
Awray,1,ambiguous_low_freq,,,
"Kingston, Jamaica",1,ambiguous_low_freq,,,
Falkner,1,ambiguous_low_freq,,,
Margrethe,1,ambiguous_low_freq,,,
La Trinite,1,ambiguous_low_freq,,,
Frisketackskil,1,ambiguous_low_freq,,,
Aahus,1,ambiguous_low_freq,,,
Monsteros,1,ambiguous_low_freq,,,
Kannisaarri,1,ambiguous_low_freq,,,
Marino,1,ambiguous_low_freq,,,
Warwik,1,ambiguous_low_freq,,,
Kristianopol,1,ambiguous_low_freq,,,
Bergqvora,1,ambiguous_low_freq,,,
Beamerside,1,ambiguous_low_freq,,,
Stathelle,1,ambiguous_low_freq,,,
Sandvik and Umea,1,ambiguous_low_freq,,,
Spruce Deals,1,ambiguous_low_freq,,,
Dursey,1,ambiguous_low_freq,,,
Nederkalik,1,ambiguous_low_freq,,,
Yxpila,1,ambiguous_low_freq,,,
Rige,1,ambiguous_low_freq,,,
Chatham N.B.,1,ambiguous_low_freq,,,
Minde,1,ambiguous_low_freq,,,
Franton,1,ambiguous_low_freq,,,
"door work the deliveries of wood continue fairly large, and, were it not for the check given by the great advance in cost, deliveries would no doubt be still larger. Besides the increased cost free",1,ambiguous_low_freq,,,
