port_type,original_port,ship_count,best_match_canonical,similarity_score,normalization_tier,year_range,action,map_to_port,notes,web_search_query
origin,und,1,Lund,0.857,fuzzy_medium,1881-1881,,,,und timber port 1880s
origin,Baronne,1,Bayonne,0.857,fuzzy_medium,1881-1881,,,,Baronne timber port 1880s
origin,Fredriksvoarn,1,Fredriksvern,0.880,fuzzy_medium,1881-1881,,,,Fredriksvoarn timber port 1880s
origin,Porsgrand,1,Porsgrund,0.889,fuzzy_medium,1881-1881,,,,Porsgrand timber port 1880s
origin,Porgrun,1,Porsgrund,0.875,fuzzy_medium,1881-1881,,,,Porgrun timber port 1880s
origin,Kingsgarden,1,Kungsgarden,0.909,fuzzy_medium,1881-1881,,,,Kingsgarden timber port 1880s
origin,Langoer,1,Langror,0.857,fuzzy_medium,1881-1881,,,,Langoer timber port 1880s
origin,Ballsta,1,Hallsta,0.857,fuzzy_medium,1881-1881,,,,Ballsta timber port 1880s
origin,Tangror,1,Langror,0.857,fuzzy_medium,1881-1881,,,,Tangror timber port 1880s
origin,Fridrikstadt,1,Fredrikstad,0.870,fuzzy_medium,1881-1881,,,,Fridrikstadt timber port 1880s
origin,Jamacia,1,Jamaica,0.857,fuzzy_medium,1881-1881,,,,Jamacia timber port 1880s
origin,Eggesund,1,Iggesund,0.875,fuzzy_medium,1881-1881,,,,Eggesund timber port 1880s
origin,Domjo,1,Domsjo,0.909,fuzzy_medium,1881-1881,,,,Domjo timber port 1880s
origin,Sod rhamn,1,Soderhamn,0.889,fuzzy_medium,1881-1881,,,,Sod rhamn timber port 1880s
origin,Pierville,1,Pierreville,0.900,fuzzy_medium,1881-1881,,,,Pierville timber port 1880s
origin,Snarven,1,Snarveien,0.875,fuzzy_medium,1883-1883,,,,Snarven timber port 1880s
origin,Kraeroe,1,Kragero,0.857,fuzzy_medium,1883-1883,,,,Kraeroe timber port 1880s
origin,Rangsound,1,Trangsund,0.889,fuzzy_medium,1883-1883,,,,Rangsound timber port 1880s
origin,Savanilla,1,Sabanilla,0.889,fuzzy_medium,1883-1883,,,,Savanilla timber port 1880s
origin,Fredriksval,1,Fredriksdal,0.909,fuzzy_medium,1883-1883,,,,Fredriksval timber port 1880s
origin,Ytterafors,1,Yttersfors,0.900,fuzzy_medium,1883-1883,,,,Ytterafors timber port 1880s
origin,Gotherburg,1,Gothenburg,0.900,fuzzy_medium,1883-1883,,,,Gotherburg timber port 1880s
origin,Krageoe,1,Kragero,0.857,fuzzy_medium,1883-1883,,,,Krageoe timber port 1880s
origin,Gidenbacka,1,Gideabacka,0.900,fuzzy_medium,1883-1883,,,,Gidenbacka timber port 1880s
origin,Mestis,1,Metis,0.909,fuzzy_medium,1883-1883,,,,Mestis timber port 1880s
origin,Ardenal,1,Arendal,0.857,fuzzy_medium,1883-1883,,,,Ardenal timber port 1880s
origin,Fataholm,1,Pataholm,0.875,fuzzy_medium,1883-1883,,,,Fataholm timber port 1880s
origin,Kungagarden,1,Kungsgarden,0.909,fuzzy_medium,1883-1883,,,,Kungagarden timber port 1880s
origin,Nycarleby,1,Nykarleby,0.889,fuzzy_medium,1883-1883,,,,Nycarleby timber port 1880s
origin,Ornskoldswik,1,Ornskoldsvik,0.917,fuzzy_medium,1883-1883,,,,Ornskoldswik timber port 1880s
origin,Stenkjaer,1,Stenkjoer,0.889,fuzzy_medium,1883-1883,,,,Stenkjaer timber port 1880s
origin,Kannissaari,1,Kannissoari,0.909,fuzzy_medium,1883-1883,,,,Kannissaari timber port 1880s
origin,Johannadal,1,Johannedal,0.900,fuzzy_medium,1883-1883,,,,Johannadal timber port 1880s
origin,Idefjord,1,Eidfjord,0.875,fuzzy_medium,1883-1883,,,,Idefjord timber port 1880s
origin,Qvartvik,1,Svartvik,0.875,fuzzy_medium,1883-1883,,,,Qvartvik timber port 1880s
origin,Sederhamn,1,Soderhamn,0.889,fuzzy_medium,1883-1883,,,,Sederhamn timber port 1880s
origin,Pensaco'a,1,Pensacola,0.889,fuzzy_medium,1889-1889,,,,Pensaco'a timber port 1880s
origin,Riser,1,Risoer,0.909,fuzzy_medium,1889-1889,,,,Riser timber port 1880s
origin,Oscarshamp,1,Oscarshamn,0.900,fuzzy_medium,1889-1889,,,,Oscarshamp timber port 1880s
origin,Pesta,1,Presta,0.909,fuzzy_medium,1889-1889,,,,Pesta timber port 1880s
origin,Ponsacola,1,Pensacola,0.889,fuzzy_medium,1889-1889,,,,Ponsacola timber port 1880s
origin,Osoarshamn,1,Oscarshamn,0.900,fuzzy_medium,1889-1889,,,,Osoarshamn timber port 1880s
origin,Kannisaari,1,Kannissoari,0.857,fuzzy_medium,1889-1889,,,,Kannisaari timber port 1880s
origin,La Rochefort,1,Rochefort,0.857,fuzzy_medium,1889-1889,,,,La Rochefort timber port 1880s
origin,Finklipsan,1,Finnklippan,0.857,fuzzy_medium,1889-1889,,,,Finklipsan timber port 1880s
origin,Urvoiken,1,Ursviken,0.875,fuzzy_medium,1889-1889,,,,Urvoiken timber port 1880s
origin,Breme,1,Bremen,0.909,fuzzy_medium,1889-1889,,,,Breme timber port 1880s
origin,Kaunessari,1,Kaunissaari,0.857,fuzzy_medium,1889-1889,,,,Kaunessari timber port 1880s
origin,Pontecost,1,Pentecost,0.889,fuzzy_medium,1889-1889,,,,Pontecost timber port 1880s
origin,Stocka and Skelleftea,1,Stocka Skelleftea,0.895,fuzzy_medium,1889-1889,,,,Stocka and Skelleftea timber port 1880s
origin,Haslsta,1,Hallsta,0.857,fuzzy_medium,1889-1889,,,,Haslsta timber port 1880s
origin,Dahl,1,Dal,0.857,fuzzy_medium,1889-1889,,,,Dahl timber port 1880s
origin,Suudswall,1,Sundswall,0.889,fuzzy_medium,1889-1889,,,,Suudswall timber port 1880s
origin,Poragrund,1,Porsgrund,0.889,fuzzy_medium,1889-1889,,,,Poragrund timber port 1880s
origin,Bo deaux,1,Bordeaux,0.875,fuzzy_medium,1891-1891,,,,Bo deaux timber port 1880s
origin,Oscarsbamn,1,Oscarshamn,0.900,fuzzy_medium,1891-1891,,,,Oscarsbamn timber port 1880s
origin,Triesto,1,Trieste,0.857,fuzzy_medium,1891-1891,,,,Triesto timber port 1880s
origin,Fran,1,Frano,0.889,fuzzy_medium,1891-1891,,,,Fran timber port 1880s
origin,Sodernamn,1,Soderhamn,0.889,fuzzy_medium,1891-1891,,,,Sodernamn timber port 1880s
origin,Konigsborg,1,Konigsberg,0.900,fuzzy_medium,1891-1891,,,,Konigsborg timber port 1880s
origin,Newcast'e,1,Newcastle,0.889,fuzzy_medium,1891-1891,,,,Newcast'e timber port 1880s
origin,Tyedestrand,1,Tvedestrand,0.909,fuzzy_medium,1891-1891,,,,Tyedestrand timber port 1880s
origin,Christiaria,1,Christiania,0.909,fuzzy_medium,1891-1891,,,,Christiaria timber port 1880s
origin,Torafors,1,Storfors,0.875,fuzzy_medium,1891-1891,,,,Torafors timber port 1880s
origin,TLACOTALPAM,1,Tlacotalpan,0.909,fuzzy_medium,1891-1891,,,,TLACOTALPAM timber port 1880s
origin,Lunde,1,Lund,0.889,fuzzy_medium,1891-1891,,,,Lunde timber port 1880s
origin,Finkklippan,1,Finnklippan,0.909,fuzzy_medium,1891-1891,,,,Finkklippan timber port 1880s
origin,Torsfors,1,Storfors,0.875,fuzzy_medium,1891-1891,,,,Torsfors timber port 1880s
origin,Uleabo'g,1,Uleaborg,0.875,fuzzy_medium,1891-1891,,,,Uleabo'g timber port 1880s
origin,Sundewall,1,Sundswall,0.889,fuzzy_medium,1891-1891,,,,Sundewall timber port 1880s
origin,Soperhamn,1,Soderhamn,0.889,fuzzy_medium,1891-1891,,,,Soperhamn timber port 1880s
origin,Nyw York,1,New York,0.875,fuzzy_medium,1891-1891,,,,Nyw York timber port 1880s
origin,Ca'cutta,1,Calcutta,0.875,fuzzy_medium,1892-1892,,,,Ca'cutta timber port 1880s
origin,Smartvik,1,Svartvik,0.875,fuzzy_medium,1893-1893,,,,Smartvik timber port 1880s
origin,Fano,1,Frano,0.889,fuzzy_medium,1893-1893,,,,Fano timber port 1880s
origin,Hudikowall,1,Hudikswall,0.900,fuzzy_medium,1893-1893,,,,Hudikowall timber port 1880s
origin,Hudikswal',1,Hudikswall,0.900,fuzzy_medium,1893-1893,,,,Hudikswal' timber port 1880s
origin,TRUXILLO,1,Trujillo,0.875,fuzzy_medium,1893-1893,,,,TRUXILLO timber port 1880s
origin,Framfors,1,Kramfors,0.875,fuzzy_medium,1893-1893,,,,Framfors timber port 1880s
origin,Marieborg,1,Marieberg,0.889,fuzzy_medium,1893-1893,,,,Marieborg timber port 1880s
origin,CRONSTADT,1,Kronstadt,0.889,fuzzy_medium,1893-1893,,,,CRONSTADT timber port 1880s
origin,Sundt,1,Sund,0.889,fuzzy_medium,1893-1893,,,,Sundt timber port 1880s
origin,Norrsund,1,Norrsundet,0.889,fuzzy_medium,1893-1893,,,,Norrsund timber port 1880s
origin,Kaunussari,1,Kaunissaari,0.857,fuzzy_medium,1893-1893,,,,Kaunussari timber port 1880s
origin,Frederiksoern,1,Fredriksvern,0.880,fuzzy_medium,1893-1893,,,,Frederiksoern timber port 1880s
origin,Hall,1,Halla,0.889,fuzzy_medium,1893-1893,,,,Hall timber port 1880s
origin,Djupviken,1,Djupvik,0.875,fuzzy_medium,1893-1893,,,,Djupviken timber port 1880s
origin,Fredriksta't,1,Fredrikstad,0.870,fuzzy_medium,1893-1893,,,,Fredriksta't timber port 1880s
origin,Betsimis,1,Betsiamits,0.889,fuzzy_medium,1893-1893,,,,Betsimis timber port 1880s
origin,Kasko,1,Krasko,0.909,fuzzy_medium,1895-1895,,,,Kasko timber port 1880s
origin,Fredrikstrand,1,Fredrikstad,0.917,fuzzy_medium,1895-1895,,,,Fredrikstrand timber port 1880s
origin,Carisvik,1,Carlsvik,0.875,fuzzy_medium,1895-1895,,,,Carisvik timber port 1880s
origin,Nykarbley,1,Nykarleby,0.889,fuzzy_medium,1895-1895,,,,Nykarbley timber port 1880s
origin,Halmstrand,1,Halmstad,0.889,fuzzy_medium,1895-1895,,,,Halmstrand timber port 1880s
origin,HERNOSAND,1,Harnosand,0.889,fuzzy_medium,1895-1895,,,,HERNOSAND timber port 1880s
origin,Rordeaux,1,Bordeaux,0.875,fuzzy_medium,1895-1895,,,,Rordeaux timber port 1880s
origin,Kallera,1,Kallero,0.857,fuzzy_medium,1895-1895,,,,Kallera timber port 1880s
origin,Cabarati,1,Cabarate,0.875,fuzzy_medium,1897-1897,,,,Cabarati timber port 1880s
origin,Cortland,1,Portland,0.875,fuzzy_medium,1897-1897,,,,Cortland timber port 1880s
origin,Fordeaux,1,Bordeaux,0.875,fuzzy_medium,1897-1897,,,,Fordeaux timber port 1880s
origin,Homlstrand,1,Holmestrand,0.857,fuzzy_medium,1897-1897,,,,Homlstrand timber port 1880s
origin,Bord aux,1,Bordeaux,0.875,fuzzy_medium,1898-1898,,,,Bord aux timber port 1880s
origin,Lauroig,1,Laurvig,0.857,fuzzy_medium,1899-1899,,,,Lauroig timber port 1880s
origin,Rafo,1,Rafso,0.889,fuzzy_medium,1899-1899,,,,Rafo timber port 1880s
origin,Gothenbarg,1,Gothenburg,0.900,fuzzy_medium,1899-1899,,,,Gothenbarg timber port 1880s
origin,Go'henburg,1,Gothenburg,0.900,fuzzy_medium,1899-1899,,,,Go'henburg timber port 1880s
origin,Newport Mews,1,Newport News,0.917,fuzzy_medium,1899-1899,,,,Newport Mews timber port 1880s
origin,Igzesund,1,Iggesund,0.875,fuzzy_medium,1899-1899,,,,Igzesund timber port 1880s
origin,Yetterfors,1,Yttersfors,0.900,fuzzy_medium,1899-1899,,,,Yetterfors timber port 1880s
origin,Borg,1,Borga,0.889,fuzzy_medium,1899-1899,,,,Borg timber port 1880s
origin,Hummelvik,1,Hommelvik,0.889,fuzzy_medium,1899-1899,,,,Hummelvik timber port 1880s
origin,Aby,1,Abyn,0.857,fuzzy_medium,1899-1899,,,,Aby timber port 1880s
origin,Laurrig,1,Laurvig,0.857,fuzzy_medium,1877-1877,,,,Laurrig timber port 1880s
origin,Oronstadt,1,Kronstadt,0.889,fuzzy_medium,1885-1885,,,,Oronstadt timber port 1880s
origin,New O.leans,1,New Orleans,0.909,fuzzy_medium,1887-1887,,,,New O.leans timber port 1880s
origin,Kannissaru,1,Kannissoari,0.857,fuzzy_medium,1885-1885,,,,Kannissaru timber port 1880s
origin,Atu,1,Attu,0.857,fuzzy_medium,1887-1887,,,,Atu timber port 1880s
origin,Asbecka,1,Asbacka,0.857,fuzzy_medium,1887-1887,,,,Asbecka timber port 1880s
origin,Sundawall,1,Sundswall,0.889,fuzzy_medium,1887-1887,,,,Sundawall timber port 1880s
origin,Strommas,1,Stromnas,0.875,fuzzy_medium,1887-1887,,,,Strommas timber port 1880s
origin,Hommelvig,1,Hommelvik,0.889,fuzzy_medium,1885-1885,,,,Hommelvig timber port 1880s
origin,C. Helsingfors,1,Helsingfors,0.880,fuzzy_medium,1887-1887,,,,C. Helsingfors timber port 1880s
origin,Falkonberg,1,Falkenberg,0.900,fuzzy_medium,1885-1885,,,,Falkonberg timber port 1880s
origin,Esvik,1,Essvik,0.909,fuzzy_medium,1885-1885,,,,Esvik timber port 1880s
origin,Dort,1,Dordt,0.889,fuzzy_medium,1877-1877,,,,Dort timber port 1880s
origin,Karleby,1,Nykarleby,0.875,fuzzy_medium,1885-1885,,,,Karleby timber port 1880s
origin,Helmsund,1,Holmsund,0.875,fuzzy_medium,1887-1887,,,,Helmsund timber port 1880s
origin,Frederiksen,1,Fredriksvern,0.870,fuzzy_medium,1877-1877,,,,Frederiksen timber port 1880s
origin,Ferdinandina,1,Fernandina,0.909,fuzzy_medium,1875-1875,,,,Ferdinandina timber port 1880s
origin,Halista,1,Hallsta,0.857,fuzzy_medium,1885-1885,,,,Halista timber port 1880s
origin,Monksund,1,Munksund,0.875,fuzzy_medium,1887-1887,,,,Monksund timber port 1880s
origin,Christianstadt,1,Christiansand,0.889,fuzzy_medium,1877-1877,,,,Christianstadt timber port 1880s
origin,Vitea,1,Itea,0.889,fuzzy_medium,1874-1874,,,,Vitea timber port 1880s
origin,Kopmanholman,1,Kopmanholmen,0.917,fuzzy_medium,1875-1875,,,,Kopmanholman timber port 1880s
origin,Kimouski,1,Rimouski,0.875,fuzzy_medium,1875-1875,,,,Kimouski timber port 1880s
origin,Orendal,1,Arendal,0.857,fuzzy_medium,1877-1877,,,,Orendal timber port 1880s
destination,SURREY COMMERCIAL DOCKS,3180,London (Surrey Commercial Docks),0.836,fuzzy_low,1885-1899,,,,SURREY COMMERCIAL DOCKS British port timber 1880s
destination,WEST HARTLEPOOL,1311,,,unmapped,1874-1899,,,,WEST HARTLEPOOL British port timber 1880s
destination,MILLWALL DOCKS,873,London (Millwall Docks),0.757,fuzzy_low,1885-1899,,,,MILLWALL DOCKS British port timber 1880s
destination,ALEXANDRA DOCK,618,,,unmapped,1893-1899,,,,ALEXANDRA DOCK British port timber 1880s
destination,OTHER DOCKS AND WHARVES,567,London (Other Docks and Wharves),0.836,fuzzy_low,1885-1899,,,,OTHER DOCKS AND WHARVES British port timber 1880s
destination,BO'NESS,516,,,unmapped,1874-1899,,,,BO'NESS British port timber 1880s
destination,SURREY COMMERCIAL DOCK,370,London (Surrey Commercial Docks),0.815,fuzzy_low,1891-1898,,,,SURREY COMMERCIAL DOCK British port timber 1880s
destination,PITWOOD,350,,,unmapped,1879-1879,,,,PITWOOD British port timber 1880s
destination,VICTORIA DOCK,313,London (Victoria Docks),0.722,fuzzy_low,1885-1899,,,,VICTORIA DOCK British port timber 1880s
destination,THE TYNE,270,,,unmapped,1875-1885,,,,THE TYNE British port timber 1880s
destination,VICTORIA DOCKS,244,London (Victoria Docks),0.757,fuzzy_low,1885-1899,,,,VICTORIA DOCKS British port timber 1880s
destination,HARTLEPOOL,205,Hartlepool (West),0.741,fuzzy_low,1874-1899,,,,HARTLEPOOL British port timber 1880s
destination,VICTORIA AND ALBERT DOCKS,198,,,unmapped,1891-1897,,,,VICTORIA AND ALBERT DOCKS British port timber 1880s
destination,REGENT'S CANAL DOCKS,160,London (Regent's Canal Docks),0.816,fuzzy_low,1885-1895,,,,REGENT'S CANAL DOCKS British port timber 1880s
destination,CHARLESTOWN,133,Castletown,0.762,fuzzy_low,1874-1881,,,,CHARLESTOWN British port timber 1880s
destination,ALBERT DOCK,131,,,unmapped,1895-1899,,,,ALBERT DOCK British port timber 1880s
destination,NEWPORT (MON.),124,,,unmapped,1881-1899,,,,NEWPORT (MON.) British port timber 1880s
destination,MILLWALL DOCK,119,London (Millwall Docks),0.722,fuzzy_low,1891-1899,,,,MILLWALL DOCK British port timber 1880s
destination,CANADA DOCK,116,,,unmapped,1893-1899,,,,CANADA DOCK British port timber 1880s
destination,MANCHESTER,103,Chester,0.824,fuzzy_low,1885-1899,,,,MANCHESTER British port timber 1880s
destination,GREAT YARMOUTH,99,Yarmouth,0.727,fuzzy_low,1879-1879,,,,GREAT YARMOUTH British port timber 1880s
destination,WEST INDIA DOCKS,96,London (West India Docks),0.780,fuzzy_low,1885-1899,,,,WEST INDIA DOCKS British port timber 1880s
destination,HORNBY DOCK,94,,,unmapped,1893-1899,,,,HORNBY DOCK British port timber 1880s
destination,AVONMOUTH DOCK,92,,,unmapped,1881-1899,,,,AVONMOUTH DOCK British port timber 1880s
destination,ROYAL ALBERT DOCKS,89,London (Royal Albert Docks),0.800,fuzzy_low,1885-1899,,,,ROYAL ALBERT DOCKS British port timber 1880s
destination,TILBURY DOCKS,84,London (Tilbury Docks),0.743,fuzzy_low,1885-1899,,,,TILBURY DOCKS British port timber 1880s
destination,COMMERCIAL DOCKS,84,,,unmapped,1885-1899,,,,COMMERCIAL DOCKS British port timber 1880s
destination,A SUBSTANTIAL GUARANTEE GIVEN WITH EVERY MAIN DRIVING BELT,80,,,unmapped,1883-1883,,,,A SUBSTANTIAL GUARANTEE GIVEN WITH EVERY MAIN DRIVING BELT British port timber 1880s
destination,VICTORIA AND ALBERT DOCK,77,,,unmapped,1891-1897,,,,VICTORIA AND ALBERT DOCK British port timber 1880s
destination,PINE,66,,,unmapped,1889-1898,,,,PINE British port timber 1880s
destination,RAILWAY DOCK,65,,,unmapped,1893-1899,,,,RAILWAY DOCK British port timber 1880s
destination,KING'S LYNN,62,,,unmapped,1879-1899,,,,KING'S LYNN British port timber 1880s
destination,GARSTON DOCK,61,,,unmapped,1893-1899,,,,GARSTON DOCK British port timber 1880s
destination,TOXTETH DOCK,58,,,unmapped,1893-1899,,,,TOXTETH DOCK British port timber 1880s
destination,QUEEN'S DOCK,57,,,unmapped,1893-1899,,,,QUEEN'S DOCK British port timber 1880s
destination,METHIL,55,,,unmapped,1891-1899,,,,METHIL British port timber 1880s
destination,PRESTON,52,,,unmapped,1893-1899,,,,PRESTON British port timber 1880s
destination,WEST INDIA DOCK,51,London (West India Docks),0.750,fuzzy_low,1891-1899,,,,WEST INDIA DOCK British port timber 1880s
destination,BROCKLEBANK DOCK,51,,,unmapped,1893-1899,,,,BROCKLEBANK DOCK British port timber 1880s
destination,OTHER DOCKS,49,,,unmapped,1885-1899,,,,OTHER DOCKS British port timber 1880s
destination,TILBURY DOCK,49,London (Tilbury Docks),0.706,fuzzy_low,1887-1893,,,,TILBURY DOCK British port timber 1880s
destination,SPRUCE,47,,,unmapped,1889-1898,,,,SPRUCE British port timber 1880s
destination,BIRKENHEAD DOCK,47,,,unmapped,1893-1899,,,,BIRKENHEAD DOCK British port timber 1880s
destination,GRAVESEND,46,,,unmapped,1885-1889,,,,GRAVESEND British port timber 1880s
destination,SOUTH ALLOA,43,,,unmapped,1879-1879,,,,SOUTH ALLOA British port timber 1880s
destination,ERRATA,42,,,unmapped,1881-1883,,,,ERRATA British port timber 1880s
destination,LANGTON DOCK,42,,,unmapped,1893-1899,,,,LANGTON DOCK British port timber 1880s
destination,PITCH PINE,41,,,unmapped,1891-1898,,,,PITCH PINE British port timber 1880s
destination,CARRIERS' DOCK,41,,,unmapped,1893-1899,,,,CARRIERS' DOCK British port timber 1880s
destination,REGENT'S CANAL DOCK,36,London (Regent's Canal Docks),0.792,fuzzy_low,1885-1897,,,,REGENT'S CANAL DOCK British port timber 1880s
destination,REVIEWS,36,,,unmapped,1893-1893,,,,REVIEWS British port timber 1880s
destination,KIRKWALL,34,Kirkcaldy,0.706,fuzzy_low,1881-1899,,,,KIRKWALL British port timber 1880s
destination,HAVRE,34,,,unmapped,1887-1893,,,,HAVRE British port timber 1880s
destination,SURREY DOCKS,33,,,unmapped,1885-1893,,,,SURREY DOCKS British port timber 1880s
destination,HARRINGTON DOCK,32,,,unmapped,1893-1899,,,,HARRINGTON DOCK British port timber 1880s
destination,MOULDING,30,,,unmapped,1893-1895,,,,MOULDING British port timber 1880s
destination,HUSKISSON DOCK,30,,,unmapped,1893-1899,,,,HUSKISSON DOCK British port timber 1880s
destination,POOL (WEST),29,Hartlepool (West),0.786,fuzzy_low,1881-1881,,,,POOL (WEST) British port timber 1880s
destination,EDINBURGH,28,,,unmapped,1889-1897,,,,EDINBURGH British port timber 1880s
destination,BURT'S WHARF,27,London (Burt's Wharf),0.727,fuzzy_low,1885-1890,,,,BURT'S WHARF British port timber 1880s
destination,ALBANY,27,,,unmapped,1875-1875,,,,ALBANY British port timber 1880s
destination,SALFORD DOCK,22,,,unmapped,1895-1897,,,,SALFORD DOCK British port timber 1880s
destination,WILLIAM WRIGHT'S DOCK,22,,,unmapped,1898-1899,,,,WILLIAM WRIGHT'S DOCK British port timber 1880s
destination,IRVINE,21,,,unmapped,1893-1899,,,,IRVINE British port timber 1880s
destination,COBURG DOCK,21,,,unmapped,1895-1899,,,,COBURG DOCK British port timber 1880s
destination,BONESS,20,,,unmapped,1875-1899,,,,BONESS British port timber 1880s
destination,SEEDLING AND TRANSPLANTED FOREST TREES,20,,,unmapped,1889-1889,,,,SEEDLING AND TRANSPLANTED FOREST TREES British port timber 1880s
destination,LATHWOOD,20,Fleetwood,0.706,fuzzy_low,1889-1898,,,,LATHWOOD British port timber 1880s
destination,THE HAWAIIAN ISLANDS,20,,,unmapped,1893-1893,,,,THE HAWAIIAN ISLANDS British port timber 1880s
destination,LONG REACH,19,,,unmapped,1887-1889,,,,LONG REACH British port timber 1880s
destination,ALBANY DOCK,19,,,unmapped,1895-1895,,,,ALBANY DOCK British port timber 1880s
destination,MORRISONSHAVEN,18,,,unmapped,1877-1877,,,,MORRISONSHAVEN British port timber 1880s
destination,MILLWALL,18,,,unmapped,1885-1886,,,,MILLWALL British port timber 1880s
destination,WEATHERBOARDS,18,Waterford,0.727,fuzzy_low,1891-1898,,,,WEATHERBOARDS British port timber 1880s
destination,ST. KATHARINE'S DOCKS,17,London (St. Katharine's Docks),0.824,fuzzy_low,1887-1893,,,,ST. KATHARINE'S DOCKS British port timber 1880s
destination,ENGLAND AND WALES,16,,,unmapped,1881-1886,,,,ENGLAND AND WALES British port timber 1880s
destination,HANOVER HOLE,16,London (Hanover Hole),0.727,fuzzy_low,1885-1889,,,,HANOVER HOLE British port timber 1880s
destination,A SUBSTANTIAL GARANTEE GIVEN WITH EVERY MAIN DRIVING BELT,16,,,unmapped,1883-1883,,,,A SUBSTANTIAL GARANTEE GIVEN WITH EVERY MAIN DRIVING BELT British port timber 1880s
destination,HAY'S WHARF,16,London (Hay's Wharf),0.710,fuzzy_low,1889-1889,,,,HAY'S WHARF British port timber 1880s
destination,SLATING BATTENS,16,,,unmapped,1891-1898,,,,SLATING BATTENS British port timber 1880s
destination,MAHOGANY,16,,,unmapped,1893-1897,,,,MAHOGANY British port timber 1880s
destination,COLERAINE,15,,,unmapped,1883-1898,,,,COLERAINE British port timber 1880s
destination,ST. KATHARINE'S DOCK,15,London (St. Katharine's Docks),0.800,fuzzy_low,1887-1891,,,,ST. KATHARINE'S DOCK British port timber 1880s
destination,DARTMOUTH,15,Yarmouth,0.824,fuzzy_low,1881-1899,,,,DARTMOUTH British port timber 1880s
destination,PRINCE REGENT'S WHARF,15,London (Prince Regent's Wharf),0.824,fuzzy_low,1885-1889,,,,PRINCE REGENT'S WHARF British port timber 1880s
destination,DROGHEDA,15,,,unmapped,1881-1899,,,,DROGHEDA British port timber 1880s
destination,GRAYS,15,,,unmapped,1885-1889,,,,GRAYS British port timber 1880s
destination,OAK TIMBER,15,,,unmapped,1891-1891,,,,OAK TIMBER British port timber 1880s
destination,ADELAIDE,15,,,unmapped,1893-1893,,,,ADELAIDE British port timber 1880s
destination,NEWPORT (MON),15,,,unmapped,1899-1899,,,,NEWPORT (MON) British port timber 1880s
destination,TYNEMOUTH,14,Teignmouth,0.737,fuzzy_low,1883-1889,,,,TYNEMOUTH British port timber 1880s
destination,AT THE MILLWALL DOCKS,14,,,unmapped,1891-1896,,,,AT THE MILLWALL DOCKS British port timber 1880s
destination,AVONMOUTH,14,Grangmouth,0.737,fuzzy_low,1891-1899,,,,AVONMOUTH British port timber 1880s
destination,ASH,14,,,unmapped,1895-1895,,,,ASH British port timber 1880s
destination,SWANWICH,14,,,unmapped,1885-1885,,,,SWANWICH British port timber 1880s
destination,ROYAL ALBERT DOCK,13,London (Royal Albert Docks),0.773,fuzzy_low,1885-1897,,,,ROYAL ALBERT DOCK British port timber 1880s
destination,STRANRAER,13,,,unmapped,1881-1895,,,,STRANRAER British port timber 1880s
destination,EVERY DESCRIPTION OF BALTIC AND AMERICAN TIMBER,13,,,unmapped,1889-1899,,,,EVERY DESCRIPTION OF BALTIC AND AMERICAN TIMBER British port timber 1880s
destination,POST FREE ON APPLICATION,12,,,unmapped,1889-1889,,,,POST FREE ON APPLICATION British port timber 1880s
destination,EXPORT ORDERS PROMPTLY EXECUTED,12,,,unmapped,1891-1893,,,,EXPORT ORDERS PROMPTLY EXECUTED British port timber 1880s
destination,WEST WOOD WHARF,12,,,unmapped,1891-1899,,,,WEST WOOD WHARF British port timber 1880s
destination,COMMERCIAL DOCK,12,,,unmapped,1895-1895,,,,COMMERCIAL DOCK British port timber 1880s
destination,PADSTOW,11,,,unmapped,1883-1899,,,,PADSTOW British port timber 1880s
destination,AT NEW ORLEANS,11,,,unmapped,1885-1885,,,,AT NEW ORLEANS British port timber 1880s
destination,LONDON AND CONTINENTAL WHARF,11,,,unmapped,1889-1889,,,,LONDON AND CONTINENTAL WHARF British port timber 1880s
destination,VENEERS OF ALL KINDS,11,,,unmapped,1891-1892,,,,VENEERS OF ALL KINDS British port timber 1880s
destination,ROBERT PARKER & CO,11,,,unmapped,1899-1899,,,,ROBERT PARKER & CO British port timber 1880s
destination,CARLISLE,10,,,unmapped,1885-1899,,,,CARLISLE British port timber 1880s
destination,SILVERTOWN,10,,,unmapped,1885-1889,,,,SILVERTOWN British port timber 1880s
destination,MIDDLESBRO',10,Middlesbrough,0.833,fuzzy_low,1881-1891,,,,MIDDLESBRO' British port timber 1880s
destination,GOOLE (WEST),10,,,unmapped,1895-1895,,,,GOOLE (WEST) British port timber 1880s
destination,KIRKOALDY,6,Kirkcaldy,0.889,fuzzy_medium,1889-1891,,,,KIRKOALDY British port timber 1880s
destination,BORROWSTOWNESS,5,Borrowstounness,0.897,fuzzy_medium,1885-1895,,,,BORROWSTOWNESS British port timber 1880s
destination,CAERNARVON,3,Carnavon,0.889,fuzzy_medium,1885-1885,,,,CAERNARVON British port timber 1880s
destination,BARROWSTOUNESS,3,Borrowstounness,0.897,fuzzy_medium,1885-1887,,,,BARROWSTOUNESS British port timber 1880s
destination,KIRKUALDY,2,Kirkcaldy,0.889,fuzzy_medium,1891-1891,,,,KIRKUALDY British port timber 1880s
destination,VERPOOL,2,Liverpool,0.875,fuzzy_medium,1899-1899,,,,VERPOOL British port timber 1880s
