port_type,port_name,ship_count,action,map_to_port,notes
origin,Stenkjar,2,,,
origin,Rennes,2,,,
origin,Aux Cayes,2,,,
origin,Syra,2,,,
origin,Alvarado,2,,,
origin,Cape Town,2,,,
origin,Bolsta,2,,,
origin,Simon,2,,,
origin,ahead,2,,,
origin,Koga,2,,,
origin,Wolgast,2,,,
origin,Halleta,2,,,
origin,Wifsta,2,,,
origin,Aux,2,,,
origin,Riscer,2,,,
origin,Demarara,2,,,
origin,Droback,2,,,
origin,Beaufort,2,,,
origin,Chittagong,2,,,
origin,Fredikshald,2,,,
origin,St. John. N.B.,2,,,
origin,"St. Johns, N.B.",2,,,
origin,Cabarete,2,,,
origin,Marin,2,,,
origin,Asbacks,2,,,
origin,Throndjem,2,,,
origin,Roscoff,2,,,
origin,Fredriksbald,2,,,
origin,Swinemunde,2,,,
origin,Hobart,2,,,
origin,Pierreville and Quebec,2,,,
origin,"Alma, N.B.",2,,,
origin,Pont Neuf,2,,,
origin,"Liverpool, N.S.",2,,,
origin,Port Hill,2,,,
origin,Granville,2,,,
origin,Dronthiem,2,,,
origin,Orleans,2,,,
origin,Darklkahn,2,,,
origin,Sundvik,2,,,
origin,Fredrikshamm,2,,,
origin,"Bangor, U.S.",2,,,
origin,Economy,2,,,
origin,Anna,2,,,
origin,"New Richmond, N.B.",2,,,
origin,Ursviken,2,,,
origin,Geschwister,2,,,
origin,"Portland, U.S.A.",2,,,
origin,'Hambro',2,,,
origin,Sandifjord,2,,,
origin,Almeria,2,,,
origin,and,2,,,
origin,Presto,2,,,
origin,St. John N.B.,2,,,
origin,Guysboro',2,,,
origin,Farosund,2,,,
origin,Hakala,2,,,
origin,Caraminas,2,,,
origin,Dramn,2,,,
origin,Levo,2,,,
origin,Kaipara,2,,,
origin,Holms,2,,,
origin,Alloa,2,,,
origin,Por,2,,,
origin,Mculmein,2,,,
origin,BayVerte,2,,,
origin,"Picton, N.S.",2,,,
origin,Curacao,2,,,
origin,Horsens,2,,,
origin,Monsteraas,2,,,
origin,Fischer,2,,,
origin,-Riga,2,,,
origin,Passages,2,,,
origin,Kragerroe,2,,,
origin,Hofvid,2,,,
origin,"Hillbrough, N.S.",2,,,
origin,Archachon,2,,,
origin,Orient,2,,,
origin,Eriksdal,2,,,
origin,Dramman,2,,,
origin,Henneboat,2,,,
origin,Throndhjem,2,,,
origin,Loient,2,,,
origin,Yttersfors,2,,,
origin,"Bathurst, Gulf of St. Lawrence",2,,,
origin,Le Tremblade,2,,,
origin,NEDER KALIX,2,,,
origin,Oreground,2,,,
origin,Grundvik,2,,,
origin,Kalajoki,2,,,
origin,Bio,2,,,
origin,Montego Bay,2,,,
origin,Panama,2,,,
origin,Coatzacoalcos,2,,,
origin,Calicut,2,,,
origin,Lu'ea,2,,,
origin,Nortelge,2,,,
origin,Marstrand,2,,,
origin,Maja,2,,,
origin,Storfors,2,,,
origin,Boroka,2,,,
origin,Rosario,2,,,
origin,Cagliari,2,,,
origin,Bergquara,2,,,
origin,Filtvedt,2,,,
origin,Port Townsend,2,,,
origin,Kohlboda,2,,,
origin,Curacoa,2,,,
origin,Foxe,2,,,
origin,Cartagena,2,,,
origin,MEMEL,2,,,
origin,Norfolk and Newport News,2,,,
origin,"Pictou, N.B.",2,,,
origin,Fredrikvoern,2,,,
origin,Puebla del Caraminal,2,,,
origin,Axmarby,2,,,
origin,Luvia,2,,,
origin,Liban,2,,,
origin,Drangsund,2,,,
origin,Boncan,2,,,
origin,Albany,2,,,
origin,Mayaguez,2,,,
origin,Jersey,2,,,
origin,Hofund,2,,,
origin,Sapilo,2,,,
origin,Lofvik,2,,,
origin,Kotja,2,,,
origin,Hopewell Cape,2,,,
origin,Pernovik,2,,,
origin,Russia,2,,,
origin,Risby,2,,,
origin,Repola,2,,,
origin,"Axim, W.C. Africa",2,,,
origin,Nouvelle,2,,,
origin,Exploits Bay,2,,,
origin,"Cutting, Ground",2,,,
origin,Hernebont,2,,,
origin,"Norfolk, VA.",2,,,
origin,Tromblade,2,,,
origin,Westervick,2,,,
origin,Jacksonville,2,,,
origin,Trois Pistoles,2,,,
origin,"Sapelo, Ga",2,,,
origin,"Hopewell Cape, N.B.",2,,,
origin,-,2,,,
origin,Namso,2,,,
origin,Cristinestad,2,,,
origin,"Sapelo, Ga.",2,,,
origin,Onkedalsorn,1,,,
origin,Zanzibar,1,,,
origin,Papenberg,1,,,
origin,Olofsford,1,,,
origin,River Saguenay,1,,,
origin,Kothka,1,,,
origin,Esborg,1,,,
origin,Corfu,1,,,
origin,Bolderaa,1,,,
origin,John,1,,,
origin,Gallsta,1,,,
origin,Dohlkarsla,1,,,
origin,Lower Lauenburg,1,,,
origin,Port Saunders,1,,,
origin,Skonwick,1,,,
origin,Carlisle Bay,1,,,
origin,Windsor,1,,,
origin,Kungshamn,1,,,
origin,Mabon,1,,,
origin,Lepreux,1,,,
origin,Soraka,1,,,
origin,Kungsbacka,1,,,
origin,Grand Bay,1,,,
origin,Narrkoping,1,,,
origin,Hernefors,1,,,
origin,Sunds Bolog,1,,,
origin,Milk River,1,,,
origin,Whyncomah,1,,,
origin,Paris,1,,,
origin,Smyrna,1,,,
origin,teak,1,,,
origin,Wanks River,1,,,
origin,Batavia,1,,,
origin,Mogensen,1,,,
origin,Dobay,1,,,
origin,H,1,,,
origin,Ch,1,,,
origin,Ko,1,,,
origin,Mahone Bay,1,,,
origin,Newburgh,1,,,
origin,Ranmo,1,,,
origin,Aruskjoldvick,1,,,
origin,Bureo,1,,,
origin,Vitea,1,,,
origin,Nyburg,1,,,
origin,Flekkiefiord,1,,,
origin,Laguno,1,,,
origin,Boutouche,1,,,
origin,Arehangel,1,,,
origin,City of Son,1,,,
origin,Sourabaya,1,,,
origin,Sandeflord,1,,,
origin,Delfshaven,1,,,
origin,Champion Bay,1,,,
origin,Vamsos,1,,,
origin,Troon,1,,,
origin,Christine,1,,,
origin,Hantsport,1,,,
origin,Westawaif,1,,,
origin,Pontorson,1,,,
origin,Alufors,1,,,
origin,Skepfovik,1,,,
origin,Levarger,1,,,
origin,Bjneborg,1,,,
origin,Borgo,1,,,
origin,lathwood,1,,,
origin,Salsburg,1,,,
origin,Santander,1,,,
origin,Saltock,1,,,
origin,Ferdinandina,1,,,
origin,Hoenash,1,,,
origin,Frederikshall,1,,,
origin,Kimouski,1,,,
origin,Russoar,1,,,
origin,Rika,1,,,
origin,Robertshor,1,,,
origin,Niedercallix,1,,,
origin,Kopmanholman,1,,,
origin,Sundabolay,1,,,
origin,Aasgaarstrand,1,,,
origin,Reonneby,1,,,
origin,Draget,1,,,
origin,Aarhus,1,,,
origin,Port Glasgow,1,,,
origin,Sunnas,1,,,
origin,Pearl River,1,,,
origin,Sandioford,1,,,
origin,Herre,1,,,
origin,Oxarhaven,1,,,
origin,Dobery,1,,,
origin,Nossi Be,1,,,
origin,Fort Cortes,1,,,
origin,Vesta,1,,,
origin,Wava,1,,,
origin,Cimbritshamn,1,,,
origin,Sjune,1,,,
origin,Mass,1,,,
origin,Mose,1,,,
origin,Katka,1,,,
origin,Sandssund,1,,,
origin,Nyrvik,1,,,
origin,Petea,1,,,
origin,Ostrana,1,,,
origin,Vegesack,1,,,
origin,Ornskolksvik,1,,,
origin,Ruchee,1,,,
origin,Njvik,1,,,
origin,deals,1,,,
origin,Asbacker,1,,,
origin,Forsly Ham,1,,,
origin,Drebak,1,,,
origin,Milsamvig,1,,,
origin,Ulindaw,1,,,
origin,Lauivg,1,,,
origin,Nassau Tonala,1,,,
origin,Tignish,1,,,
origin,Curagoa,1,,,
origin,Tapilco,1,,,
origin,Lagunade,1,,,
origin,Matawa,1,,,
origin,East Port,1,,,
origin,Three Islands,1,,,
origin,Ship Harbour N,1,,,
origin,Rio Hacha,1,,,
origin,Joannesund,1,,,
origin,Laurrig,1,,,
origin,Stege,1,,,
origin,Risier,1,,,
origin,Wefsel,1,,,
origin,Frangsound,1,,,
origin,Cronstudt,1,,,
origin,Windaw,1,,,
origin,Orendal,1,,,
origin,Klasviken,1,,,
origin,Saltvick,1,,,
origin,Vefser,1,,,
origin,Wardoe,1,,,
origin,Frederiksen,1,,,
origin,Sundsvoern,1,,,
origin,Vardo,1,,,
origin,Sandefurd,1,,,
origin,Christianstadt,1,,,
origin,Wisbey,1,,,
origin,Biornebora,1,,,
origin,Oscar,1,,,
origin,Middlepart,1,,,
origin,"driving streams upon which this market depends are still very discouraging as to the probabilities of getting the logs. The prospects of the Menominee and other streams tributary to Green Bay, are really not so encouraging as a few weeks ago, as logs on the first",1,,,
origin,Satilla,1,,,
origin,Bisor,1,,,
origin,Tiansand,1,,,
origin,Milsemvig,1,,,
origin,Sandiefurd,1,,,
origin,Luhe,1,,,
origin,Uddowalla,1,,,
origin,Table Bay,1,,,
origin,Attona,1,,,
origin,Velsen,1,,,
origin,Aleyn,1,,,
origin,Halix,1,,,
origin,Borde,1,,,
origin,Gothenburg and Cronstadt,1,,,
origin,Bordeaux via London,1,,,
origin,Flekkifiord,1,,,
origin,pitwood,1,,,
origin,You-ford,1,,,
origin,Bidon,1,,,
origin,timber,1,,,
origin,Toreforg,1,,,
origin,oak staves,1,,,
origin,Parrshow,1,,,
origin,Tunnadal,1,,,
origin,Sauris,1,,,
origin,Bawik,1,,,
origin,Bordeaux vid London,1,,,
origin,Caneron,1,,,
origin,Bayvert,1,,,
origin,Salvesen & Co,1,,,
origin,Ornskoldsvit,1,,,
origin,Hansta,1,,,
origin,Bideford,1,,,
origin,Brest pitwood,1,,,
origin,Bath,1,,,
origin,Calileo,1,,,
origin,Stromstadt,1,,,
origin,Saffi,1,,,
origin,Three Sisters,1,,,
origin,Balnarte,1,,,
origin,Port Cortes,1,,,
origin,Bassein,1,,,
origin,Hudicksvall,1,,,
origin,Frederikshaldt,1,,,
origin,Nyvic,1,,,
origin,Shulu,1,,,
origin,New Carlisle,1,,,
origin,British Columbia,1,,,
origin,Hyvik,1,,,
origin,Orkidulsken,1,,,
origin,Aberdeen,1,,,
origin,Nytorp,1,,,
origin,Rambak,1,,,
origin,Axmar Bruk,1,,,
origin,Newry,1,,,
origin,Hulst,1,,,
origin,Cumberland Basin,1,,,
origin,Matanzas,1,,,
origin,Bjorn-borg,1,,,
origin,Tredestrand,1,,,
origin,Drangsoud,1,,,
origin,Ar-ndal,1,,,
origin,Co,1,,,
origin,Kersvik,1,,,
origin,Cunbushamn,1,,,
origin,Helmstadt,1,,,
origin,Bennetts & Co,1,,,
origin,Dort,1,,,
origin,Soladstrom,1,,,
origin,Adler,1,,,
origin,Bloody Bay,1,,,
origin,Charlotte Town P,1,,,
origin,Maccaw,1,,,
origin,Yallahs,1,,,
origin,Campechi,1,,,
origin,Klintehamn,1,,,
origin,Inverness,1,,,
origin,Hayle,1,,,
origin,Ogmore Co,1,,,
origin,Vardoe,1,,,
origin,"St. George, N.B.",1,,,
origin,Soraki,1,,,
origin,F'dericksvoern,1,,,
origin,Arno Ansag,1,,,
origin,F'stad.,1,,,
origin,"Shulee, N.S.",1,,,
origin,Away,1,,,
origin,Stutshoda,1,,,
origin,Nadoscha,1,,,
origin,Fogelvik,1,,,
origin,Huddickwall,1,,,
origin,Sach Kallan,1,,,
origin,Carany,1,,,
origin,Archangl.,1,,,
origin,Riv. Plate,1,,,
origin,"Cocaigne, N.B.",1,,,
origin,Serpa,1,,,
origin,Balto,1,,,
origin,Bordx.,1,,,
origin,V'garcia,1,,,
origin,Bannesund,1,,,
origin,Xiana,1,,,
origin,Bjornstorm,1,,,
origin,Utanigo,1,,,
origin,Bjornemann,1,,,
origin,Holsta,1,,,
origin,Stockvick,1,,,
origin,Galeatacka,1,,,
origin,Torneadal,1,,,
origin,Karhula,1,,,
origin,Manzanilla,1,,,
origin,Udewalla,1,,,
origin,Gamlastadt,1,,,
origin,Ytlersfors,1,,,
origin,Vancouver I.,1,,,
origin,Chicontima,1,,,
origin,Scholocklea,1,,,
origin,F' stad,1,,,
origin,White Sea,1,,,
origin,St. Cyprian,1,,,
origin,Penascola,1,,,
origin,Ship Harbor,1,,,
origin,Ornskavik,1,,,
origin,Gothenb'g,1,,,
origin,Forsabyham,1,,,
origin,Kylom,1,,,
origin,Harne,1,,,
origin,Dronning,1,,,
origin,Ruthula,1,,,
origin,Dame d'Esperance,1,,,
origin,Gedeabuella,1,,,
origin,Esurken,1,,,
origin,"Shemogue, N.B.,",1,,,
origin,"Oak Bay, N.B.,",1,,,
origin,E. Pascagoula,1,,,
origin,Manzanillo,1,,,
origin,Frederiksvorn,1,,,
origin,Svenesund,1,,,
origin,Fowstkage,1,,,
origin,Clare Castle,1,,,
origin,Ahlators,1,,,
origin,Schippswick,1,,,
origin,Christina,1,,,
origin,Louise,1,,,
origin,Peter and Paul,1,,,
origin,Rafsa,1,,,
origin,H'bont,1,,,
origin,Clare,1,,,
origin,Belle Isle,1,,,
origin,X'sand,1,,,
origin,G'stadt,1,,,
origin,Areudal,1,,,
origin,Treaniskow,1,,,
origin,Coastwise,1,,,
origin,Fahrsund,1,,,
origin,Bergrara,1,,,
origin,Comarina,1,,,
origin,Lymington,1,,,
origin,Brunchausen,1,,,
origin,Go'burg,1,,,
origin,F'drikstvoern,1,,,
origin,F'driksvoern,1,,,
origin,F'dksvoern,1,,,
origin,G'brg,1,,,
origin,Pont Aven,1,,,
origin,Gotterburg,1,,,
origin,Pernaw,1,,,
origin,Sheet Harbor,1,,,
origin,Solstastrom,1,,,
origin,Timmernabbem,1,,,
origin,B'torpshamn,1,,,
origin,Stutsboda,1,,,
origin,Colbjornsen,1,,,
origin,Frederiksham,1,,,
origin,Oskarn,1,,,
origin,Laurvigen,1,,,
origin,Swante,1,,,
origin,Arend,1,,,
origin,Bannow,1,,,
origin,Domejo,1,,,
origin,Hudiksval,1,,,
origin,Langronna,1,,,
origin,Dungarvon,1,,,
origin,Vigo,1,,,
origin,Held,1,,,
origin,Stockasa,1,,,
origin,"Tidnish, N.S.",1,,,
origin,Lorkno,1,,,
origin,Botornshamn,1,,,
origin,St. Mary,1,,,
origin,Esperanza,1,,,
origin,Leontine,1,,,
origin,Johan,1,,,
origin,Raumea,1,,,
origin,Skeppevik,1,,,
origin,Skippevik,1,,,
origin,Kallio,1,,,
origin,P. E I.,1,,,
origin,Puerta Cortes,1,,,
origin,"Annapolis, N.S.",1,,,
origin,Trontero,1,,,
origin,Dahlkarlsa,1,,,
origin,"Norfolk, N.S.",1,,,
origin,Stockssag,1,,,
origin,Kiga,1,,,
origin,Kioja,1,,,
origin,Solsatsen,1,,,
origin,Molde,1,,,
origin,Lockne,1,,,
origin,Stocksasag,1,,,
origin,Stockvig,1,,,
origin,higa,1,,,
origin,Grainsland,1,,,
origin,Stoess,1,,,
origin,Ornswall,1,,,
origin,Storka,1,,,
origin,Castropol,1,,,
origin,Dwarf,1,,,
origin,Mona's Isle,1,,,
origin,T. W. Allen,1,,,
origin,Alfred,1,,,
origin,Margarethe,1,,,
origin,Fridrikstadt,1,,,
origin,"Auckland, N.Z.",1,,,
origin,Canterbury,1,,,
origin,Bersiamitz,1,,,
origin,Melchers,1,,,
origin,Torre del Greco,1,,,
origin,Sheliac,1,,,
origin,Quega,1,,,
origin,Carde,1,,,
origin,Jamacia,1,,,
origin,Tracadie,1,,,
origin,Itiga,1,,,
origin,Goth,1,,,
origin,Melbu,1,,,
origin,"Pascagoula, N.S.",1,,,
origin,"Bay Verte, N B.",1,,,
origin,"Bay de Verte, N.B.",1,,,
origin,Parabobo,1,,,
origin,Turkey,1,,,
origin,Porto Plata,1,,,
origin,Green Island,1,,,
origin,Ceara,1,,,
origin,Tangror,1,,,
origin,Bolsiamitz,1,,,
origin,Mesen,1,,,
origin,"Musquash, N. B.",1,,,
origin,City of Domingo,1,,,
origin,San Pedro,1,,,
origin,Gudingen,1,,,
origin,Salstrom,1,,,
origin,Madsen,1,,,
origin,Gebens,1,,,
origin,Huelva,1,,,
origin,Legne,1,,,
origin,Cameret,1,,,
origin,Baronne,1,,,
origin,Puerto Cabello,1,,,
origin,"Cornwallis, N.S.",1,,,
origin,"Fort Royal, U.S.A.",1,,,
origin,und,1,,,
origin,Corronne,1,,,
origin,W.C.Africa,1,,,
origin,Gibara,1,,,
origin,"Moncton, N.B.",1,,,
origin,"Coatzcoalcos, Mexico",1,,,
origin,"Charlottetown, P E.I.",1,,,
origin,Fuen,1,,,
origin,Swinesund,1,,,
origin,Bjornberg,1,,,
origin,Satilla River,1,,,
origin,Wisner,1,,,
origin,Greytown,1,,,
origin,Lules,1,,,
origin,Carrol,1,,,
origin,kar,1,,,
origin,"Tatamagouche, N.B.",1,,,
origin,Steel Harbour,1,,,
origin,Fr. Laxa,1,,,
origin,St. George's,1,,,
origin,Baraharia,1,,,
origin,Josephine,1,,,
origin,Ruetouche,1,,,
origin,Domjo,1,,,
origin,Moller,1,,,
origin,Londorgroen,1,,,
origin,Dantric,1,,,
origin,Ipswich,1,,,
origin,St. Clair,1,,,
origin,Parell,1,,,
origin,"props, birr",1,,,
origin,Herr,1,,,
origin,Miramichi York,1,,,
origin,Santa Cruz de Cuba,1,,,
origin,"Weymouth, N S.",1,,,
origin,Santa Cruz del Sur,1,,,
origin,Harbour,1,,,
origin,"Yarmouth, N.B.",1,,,
origin,Ljurne,1,,,
origin,Stenviker,1,,,
origin,app,1,,,
origin,Pierville,1,,,
origin,Murray,1,,,
origin,Dranklippan,1,,,
origin,Borgn,1,,,
origin,Sod rhamn,1,,,
origin,Fecamp,1,,,
origin,Kaumussan,1,,,
origin,Frankhald,1,,,
origin,Halso,1,,,
origin,Abyu,1,,,
origin,Wjsby,1,,,
origin,Upsal,1,,,
origin,"Five Islands, N.S.",1,,,
origin,Lower Kalix,1,,,
origin,"Parraboro', N.S.",1,,,
origin,Amo,1,,,
origin,Strathbogie,1,,,
origin,Noskey,1,,,
origin,Eggesund,1,,,
origin,Elsfleth,1,,,
origin,Rounshy,1,,,
origin,Lyrgoer,1,,,
origin,Landsburg,1,,,
origin,Harborg,1,,,
origin,Ha,1,,,
origin,Waawa,1,,,
origin,Oxford,1,,,
origin,St. Jago,1,,,
origin,Savona,1,,,
origin,Gopaulpore,1,,,
origin,Neva,1,,,
origin,Fernavik,1,,,
origin,Itzehoe,1,,,
origin,Fredriksvoarn,1,,,
origin,Concarnean,1,,,
origin,Tresukstea,1,,,
origin,Kurrachee,1,,,
origin,France,1,,,
origin,Billien,1,,,
origin,Penze,1,,,
origin,Stettin and Gothenburg,1,,,
origin,"Halifax, N.",1,,,
origin,Penang,1,,,
origin,Trondjem,1,,,
origin,"Gibara, Cuba",1,,,
origin,Moum,1,,,
origin,Porsgrand,1,,,
origin,Anciola,1,,,
origin,Aasgardstrand,1,,,
origin,Lysekvil,1,,,
origin,Leroy,1,,,
origin,Hosnas,1,,,
origin,Margretha,1,,,
origin,Red Creek,1,,,
origin,Aguste,1,,,
origin,Uamarina,1,,,
origin,Porgrun,1,,,
origin,Prince Edward's Island,1,,,
origin,Vinje,1,,,
origin,Monsquodoboit,1,,,
origin,Ancona,1,,,
origin,La Roche Bernard,1,,,
origin,Cherril,1,,,
origin,City St. Domingo,1,,,
origin,Mazatlan,1,,,
origin,"St. Marzonell's Bay, N.S.",1,,,
origin,Helsingfors and Kotka,1,,,
origin,"Summerside, P.E.I.",1,,,
origin,Billiers,1,,,
origin,Caramanal,1,,,
origin,Gothenburg and Fredrikstad,1,,,
origin,"Tignish, P.E.I.",1,,,
origin,"Weymouth, U.S.",1,,,
origin,Musquodoboit,1,,,
origin,Fredericksham,1,,,
origin,Enoch,1,,,
origin,Kingsgar,1,,,
origin,Lang,1,,,
origin,Kingsgarden,1,,,
origin,Langoer,1,,,
origin,Nvhann,1,,,
origin,Klippe,1,,,
origin,Hallstavik,1,,,
origin,Ballsta,1,,,
origin,Cayo,1,,,
origin,"Savannah, Georgia",1,,,
origin,Johannesnass,1,,,
origin,WORKING MACHINERY.,1,,,
origin,"The finest floors are said to be seen in Russia. For those of the highest grade, tropical woods are exclusively employed. Fir and pine are never used, as in consequence of their sticky character they attract and retain dust and dirt, and thereby soon become blackened. Pitch pine too is liable to shrink, even after being well seasoned. The mosaic wood floors in Russia are of extraordinary beauty. One, in the Summer Palace, is of small squares of ebony inlaid with mother",1,,,
origin,Stedumas,1,,,
origin,Pierreville,1,,,
origin,Stromness,1,,,
origin,Lugnooh,1,,,
origin,Pukakirk,1,,,
origin,Coconada,1,,,
origin,Plata,1,,,
origin,Gotherburg,1,,,
origin,Dahlkarls,1,,,
origin,Skepps,1,,,
origin,Krageoe,1,,,
origin,Stockholm and Sundswall,1,,,
origin,Faan,1,,,
origin,Naaka,1,,,
origin,Rockport,1,,,
origin,Gidenbacka,1,,,
origin,Rio de la Hache,1,,,
origin,Emnbodd,1,,,
origin,Elsberg,1,,,
origin,Rorgqvara,1,,,
origin,Adelaide,1,,,
origin,Forman,1,,,
origin,Tadansoe,1,,,
origin,Ralso,1,,,
origin,Ardenal,1,,,
origin,Dantsic,1,,,
origin,Kvlorn,1,,,
origin,Aveiro,1,,,
origin,Benjamin River,1,,,
origin,Hall's Bay,1,,,
origin,Murray Harbour,1,,,
origin,Botorpshamn,1,,,
origin,Pasquet,1,,,
origin,Point Wolf,1,,,
origin,Mestis,1,,,
origin,Workebaur,1,,,
origin,Baur,1,,,
origin,"Storung, Gothland",1,,,
origin,Sagua,1,,,
origin,Higge,1,,,
origin,Twillingate,1,,,
origin,Patras,1,,,
origin,Oregon,1,,,
origin,Mazzarelli,1,,,
origin,Apple River,1,,,
origin,"Annapolis, N. S.",1,,,
origin,"Elohey, W.C. Africa",1,,,
origin,Vlaarbingen,1,,,
origin,Sederhamn,1,,,
origin,Storvig,1,,,
origin,Hennel ont,1,,,
origin,Duppe,1,,,
origin,"Port Royal, W.I.",1,,,
origin,Saltholmen,1,,,
origin,Jacques River,1,,,
origin,Varel,1,,,
origin,St. Brie ux,1,,,
origin,Qvartvik,1,,,
origin,Catterina,1,,,
origin,Stoka,1,,,
origin,Viria,1,,,
origin,Adolph Michel,1,,,
origin,Stooka,1,,,
origin,"Parrsbro', N.S.",1,,,
origin,"Windsor, U.S.",1,,,
origin,Vizagapatam,1,,,
origin,"Littleton, N.Z.",1,,,
origin,"Oak Bay, N.S.",1,,,
origin,"Gothenburg, Christinia, and Drammen",1,,,
origin,Cocaigne,1,,,
origin,"Sheet Harbour, U.S.",1,,,
origin,"Caraquet, D.C.",1,,,
origin,Sault au,1,,,
origin,Secumkali,1,,,
origin,St. Mary River,1,,,
origin,Trondheim,1,,,
origin,"Rio Hacha, U.S.",1,,,
origin,"Cedar Keys, U.S.A.",1,,,
origin,La Faon,1,,,
origin,"Baddeck, C.B.",1,,,
origin,Hussein,1,,,
origin,"St. Mary's, N.S.",1,,,
origin,Johannadal,1,,,
origin,Idefjord,1,,,
origin,Wismar,1,,,
origin,Preston,1,,,
origin,Kannissan,1,,,
origin,Fauley,1,,,
origin,Remers,1,,,
origin,Fataholm,1,,,
origin,Nycarleby,1,,,
origin,Ornskoldswik,1,,,
origin,Strangon,1,,,
origin,"Parrsbro', N.T.",1,,,
origin,Batirken,1,,,
origin,Klampenburg,1,,,
origin,Danovara,1,,,
origin,Kungagarden,1,,,
origin,Limo,1,,,
origin,Bjorknas,1,,,
origin,Kor gaborg,1,,,
origin,Fatvik,1,,,
origin,Langen,1,,,
origin,Frederikahald,1,,,
origin,Stranjo,1,,,
origin,Koppvik,1,,,
origin,Lappmanholmen,1,,,
origin,"Pugwash, N.B.",1,,,
origin,Kathammaravik,1,,,
origin,Carlahamn,1,,,
origin,Rofso,1,,,
origin,Stenkjaer,1,,,
origin,Hill,1,,,
origin,Barrow,1,,,
origin,Kannissaari,1,,,
origin,Lund,1,,,
origin,Arundal,1,,,
origin,Sunderstag,1,,,
origin,Familie,1,,,
origin,Borja,1,,,
origin,Dolphin,1,,,
origin,Laing,1,,,
origin,Rodbertus,1,,,
origin,"Hampton, Jamaica",1,,,
origin,Snarven,1,,,
origin,Reunion,1,,,
origin,Augusta,1,,,
origin,"Norfolk, Var.",1,,,
origin,Thisted,1,,,
origin,E. Indies,1,,,
origin,Kraeroe,1,,,
origin,Rangsound,1,,,
origin,Bari,1,,,
origin,Cadiz,1,,,
origin,Thompson,1,,,
origin,Throndsjem,1,,,
origin,"Green Island, Jamaica",1,,,
origin,Rio Grande do Sul,1,,,
origin,"Savannah, U.S.",1,,,
origin,Girl,1,,,
origin,Cornelius,1,,,
origin,Elburg,1,,,
origin,Faekenburg,1,,,
origin,Cape Hayti,1,,,
origin,Savanilla,1,,,
origin,Le Faou,1,,,
origin,Tromso,1,,,
origin,Girgenti,1,,,
origin,New Port,1,,,
origin,Svinocr,1,,,
origin,Elobey,1,,,
origin,Wiswall,1,,,
origin,Rodon,1,,,
origin,Benie,1,,,
origin,Allen,1,,,
origin,Ljuene,1,,,
origin,Aagaards,1,,,
origin,Hartmann,1,,,
origin,Fredenstrand,1,,,
origin,GRATEFUL AND COMFORTING.,1,,,
origin,Urvik,1,,,
origin,Holmen,1,,,
origin,Karlruhs,1,,,
origin,St. Montreal,1,,,
origin,Fredriksval,1,,,
origin,Krasko,1,,,
origin,Binie,1,,,
origin,Port Louise,1,,,
origin,Svinor,1,,,
origin,in,1,,,
origin,Porthonis,1,,,
origin,Rangers,1,,,
origin,Hartvik,1,,,
origin,Danzie,1,,,
origin,Port of Darien,1,,,
origin,Calmo,1,,,
origin,Owari,1,,,
origin,Kannessauri,1,,,
origin,Sorga,1,,,
origin,Ornoviken,1,,,
origin,"Bathurst, N.B",1,,,
origin,Grand Palls,1,,,
origin,Grand Pablos,1,,,
origin,Cubucto,1,,,
origin,Ytterafors,1,,,
origin,St. Lawrence,1,,,
origin,St. Simon's Island,1,,,
origin,Hamn,1,,,
origin,Franceville,1,,,
origin,Calabar,1,,,
origin,Parrsboro,1,,,
origin,Tagonrog,1,,,
origin,"Port Medway, U.S.",1,,,
origin,Champoten,1,,,
origin,Burrard's Inlet,1,,,
origin,Kon'gsberg,1,,,
origin,Vlardingen,1,,,
origin,Germany,1,,,
origin,"Port Royal, S.E.",1,,,
origin,Hollen,1,,,
origin,Alderney,1,,,
origin,Holm,1,,,
origin,Oresund,1,,,
origin,Hower,1,,,
origin,Caderona,1,,,
origin,Aamaes,1,,,
origin,Falkenb'g,1,,,
origin,Parisienne,1,,,
origin,Domsjo and Nordsmalings,1,,,
origin,K. Tor,1,,,
origin,Bomarsund,1,,,
origin,Ulea,1,,,
origin,Lilla Warten,1,,,
origin,Vances,1,,,
origin,Utoo,1,,,
origin,"Digby, N.S.",1,,,
origin,Stralsund,1,,,
origin,"Guysboro,' N.S.",1,,,
origin,Botorphshamn,1,,,
origin,Frostkorge,1,,,
origin,Sandfiord,1,,,
origin,Herte,1,,,
origin,Nivero,1,,,
origin,Emilie,1,,,
origin,Essequibo,1,,,
origin,Gidenbacha,1,,,
origin,Grinsted,1,,,
origin,Trenberth,1,,,
origin,Carlstad,1,,,
origin,Port Medway,1,,,
origin,"St. John, N.P.",1,,,
origin,Gymer,1,,,
origin,N.B.,1,,,
origin,Killeviken,1,,,
origin,Halifax and Portland,1,,,
origin,Hommelvig,1,,,
origin,Maramham,1,,,
origin,Patoum,1,,,
origin,Missouri,1,,,
origin,Samarang,1,,,
origin,Treffenberg,1,,,
origin,Portland Maine,1,,,
origin,Karleby,1,,,
origin,"Spencer's Island, N.S.",1,,,
origin,"Newport, Va.",1,,,
origin,Dorkt,1,,,
origin,Lyngoor,1,,,
origin,San lefjord,1,,,
origin,Oploe,1,,,
origin,Grangemouth,1,,,
origin,"Richmond, Va.",1,,,
origin,Leopold,1,,,
origin,Dumfries,1,,,
origin,Aussig,1,,,
origin,Parahyba,1,,,
