commodity,origin_port,count
splitwood-a m langford,Riga,1
spokes,Cape Lopez,1
spokes,Hobart,1
spokes,Hobart Town,1
spokes,Riga,1
spokes,Sydney,1
spokes-h cohn,Liepāja,1
splitwood,Ornskjoldsvik,1
spars for firewood,Riga,1
spars-a berggren trellis,Uddevalla,1
spars-duns,Sundswall,1
spars-foy,Cronstadt,1
spars-gillespie,Kingston,1
spars-island sheds,Cronstadt,1
spars-keen,Christiania,1
spars-ross,Christiania,1
splints-bayard,Portland,1
spence,New York,1
sper,Fredrikshald,1
spikes,Gothenburg,1
spikewood,Norrkoping,1
splints,Boston,1
splints,Gothenburg,1
splints,Montreal,1
splints,St. John,1
spars-t gabriel,Riga,1
sawn wood,Liepāja,1
sawn wood,Malmo,1
sawn wood,Pauillac,1
sawn wood-fox,Mobile,1
sawnwood,Fredrikstad,1
scant-lings,Christiania,1
scant-lings,Danzig,1
scantling,Baltimore,1
skirtings,Norrkoping,1
scantling,Cronstadt,1
scantling,Dalhousie,1
scantling,Danzig,1
scantling,Drammen,1
scantling,Kramfors,1
scantling,Miramichi,1
scantling,Quebec City,1
scantling,Skutskar,1
scantling,"Chatham, N. B.",1
sawn pitch pine timber,Darien,1
sawn pp deals,Hull,1
sawn pp deals,Klaipeda,1
sawn pp timber,Hull,1
sawn pp timber,Klaipeda,1
sawn ppe timber,Pensacola,1
sawn staves,Kotka,1
sawn timber,Danzig,1
sawn wood,Konigsberg,1
sawn timber,Klaipeda,1
sawn timber,Lulea,1
sawn timber,Newcastle,1
sawn timber,Pascagoula,1
sawn timber,Sundswall,1
sawn unrated,Halifax,1
sawn walnut,Mobile,1
sawn wood,Danzig,1
sawn timber,Genoa,1
scantlings,Norrkoping,1
scantlings,Nyland,1
scantlings,Pensacola,1
scantlings,Porsgrund,1
scantlings,Pugwash,1
scantlings,Rafso,1
scantlings,Riga,1
scantlings,Ruetouche,1
scantling ends,Klaipeda,1
scantlings,Shédiac,1
scantlings,Skelleftea,1
scantlings,St. Petersburg,1
scantlings,Stocka and Skelleftea,1
scantlings,Sund,1
scantlings,Trondheim (Drontheim),1
scantlings,"West Bay, N.S.",1
scantlings,West Indies,1
scantlings,Sando,1
scantling ends (1,West Bay,1
scantling-knudsen,Christiania,1
scantling-martin olsson,Drammen,1
scantlings,Baltimore,1
scantlings,"Bathurst, Gulf of St. Lawrence",1
scantlings,"Bay Verte, N.B.",1
scantlings,Berbice,1
scantlings,"Chatham, N. B.",1
scantlings,"Newcastle, N.B.",1
scantlings,"Danzig, -",1
scantlings,Fiume,1
scantlings,Halmstad,1
scantlings,Karlskrona,1
scantlings,Kotka,1
scantlings,Liepāja,1
scantlings,Montreal,1
scantlings,Musquash,1
scantlings,"Christiania, etc.",1
sawn fir,Karlskrona,1
sawn fir,Klampenburg,1
sawn fir,Konigsberg,1
sawn fir,Laurvig,1
sawn fir,Lovisa,1
sawn fir,Mesane,1
sawn fir,Minstrel,1
sawn fir,Miramichi,1
sawn pitch pine staves,New Orleans,1
sawn fir,Neder Calix,1
sawn fir,Nederkalix,1
sawn fir,New Richmond,1
sawn fir,"New Richmond, N.B.",1
sawn fir,New York,1
sawn fir,Norrkoping,1
sawn fir,Nyhamn,1
sawn fir,Oscarshamn,1
sawn fir,Montreal,1
sawn blocks,Konigsberg,1
sawn boards,Copenhagen,1
sawn fir,Abo,1
sawn fir,Baltimore,1
sawn fir,Bangkok,1
sawn fir,Blankaholm,1
sawn fir,Bordeaux,1
sawn fir,Brunswick,1
sawn fir,Kalmar,1
sawn fir,Darien,1
sawn fir,Finn,1
sawn fir,Fredrikshald,1
sawn fir,Fredrikshall,1
sawn fir,Fredrikshamn,1
sawn fir,Galveston,1
sawn fir,Harnas,1
sawn fir,Helsingborg,1
sawn fir,Christiansand,1
sawn fir j glasbrook,Gothenburg,1
sawn fir-brown,New Richmond,1
sawn fir-driver,Gothenburg,1
sawn firwood,Gothenburg,1
sawn laths,Fredrikstad,1
sawn noe,St. Nazaire,1
sawn oak,Konigsberg,1
sawn oak,Stettin,1
sawn fir,Passages,1
sawn oak timber-t gabriel,Danzig,1
sawn pine deals,Pascagoula,1
sawn pine deals,Pensacola,1
sawn pine logs,Pensacola,1
sawn pine timber,Pensacola,1
sawn pitch pine,Island,1
sawn pitch pine,Minatitlan,1
sawn pitch pine,Sapelo,1
sawn oak parquet boards,Catania,1
sawn fir,Pauillac,1
sawn fir,Pernau,1
sawn fir,Richibucto,1
sawn fir,Sapelo,1
sawn fir,Sarpsborg,1
sawn fir,Sikea,1
sawn fir,Skutskar,1
sawn fir,Soderhamn,1
sawn fir deals,Klaipeda,1
sawn fir,Stettin,1
sawn fir,Tornea,1
sawn fir,Trondel,1
sawn fir,Tvedestrand,1
sawn fir,Vanevik,1
sawn fir,York,1
sawn fir (deals,Cronstadt,1
sawn fir blocks,Riga,1
sawn fir,St. John,1
sim,Kragero,1
sim,Kramfors,1
sim,Montreal,1
sim,Moulmein,1
sim,Norrkoping,1
sim,Nyhamn,1
sim,Puget Sound,1
sim,Rangoon,1
scantlings,Westerwick,1
sim,Sandvik,1
sim,Soroka,1
sim,St. John,1
sim,States,1
sim,Stettin,1
sim,Sundswall,1
sim [?],East London,1
sim bls,New York,1
sim,Riga,1
sieveking,Danzig,1
sieveking,Drammen,1
sieveking,Gothenburg,1
sieveking,Miramichi,1
sieveking,Saguenay,1
sikea,Fide,1
sim,Bremen,1
sim,Christiansand,1
sim,Halifax,1
sim,Delagoa Bay,1
sim,Domsjo,1
sim,Domsjo and Nordmaling,1
sim,Domsjo and Nordsmalings,1
sim,Drammen,1
sim,Durham,1
sim,East London,1
sim,Fiume,1
sim,Colombo,1
sim-stave yard,Danzig,1
simpson,Gothenburg,1
simson,Drammen,1
simson,Fredrikshald,1
simson,Quebec City,1
simson,Riga,1
sir j f seymour,Cronstadt,1
skelton,Christiania,1
sim boxwood,East London,1
skelton,Hernosand,1
skelton,Laurvig,1
skelton,Quebec City,1
skelton,Riga,1
skewers,Boston,1
skirting,Fredrikstad,1
skirting,Gothenburg,1
skirtings,New York,1
skelton,Danzig,1
sim brls bungs,New York,1
sim brls skewers,Boston,1
sim cs,New York,1
sim cs lumber,Boston,1
sim cs mouldings,Gothenburg,1
sim cs skewers,New York,1
sim cs spokes,York,1
sim cs wood,Boston,1
sim-stave yard,Christiania,1
sim from halifax,St. John,1
sim from halifax-528 cs splints,St. John,1
sim from quebec,Arendal,1
sim lumber,New York,1
sim no doors,Gothenburg,1
sim no oars,New York,1
sim poplar,Philadelphia,1
sim-centre yard,Riga,1
sim from algoa bay-636 boxwood,East London,1
scarborough,Gothenburg,1
scheydt,K. Tor,1
schiedam,Cornelia,1
schofield,Laguna,1
schofield,Laguna de Lerminos,1
schofield,Santaria,1
schofield,Tabasco,1
schofield fntl,Belize,1
sidney,Trieste,1
schofield t logwood,Danzig,1
scholefield,Gothenburg,1
scott cs handles,New York,1
seats,Klaipeda,1
seats,New York,1
secretary salvage association,Belize,1
sellers,New York,1
sept,Husum,1
schofield logs mahogany,Minatitlan,1
scantlings,Wyborg,1
scantlings,York,1
scantlings from trangusund-129 deal,Wyborg,1
scantlings sieveking,Abo,1
scantlings teak,Rangoon,1
scantlings-berner,Trondheim (Drontheim),1
scantlings-c grain,Drammen,1
scantlings-churchill,Christiania,1
scantlings-with,Christiania,1
scantlings-foy,Christiania,1
scantlings-g f neame,Drammen,1
scantlings-graner,Fredrikstad,1
scantlings-j dalton,Christiania,1
scantlings-kindermarter,Christiania,1
scantlings-nicks,Christiania,1
scantlings-r h dahl,Fredrikstad,1
scantlings-sieveking,Helsingfors,1
scantlings-farquharson,Christiansand,1
shocks staves,Danzig,1
shooks,Gothenburg,1
shooks,Halifax.,1
shooks,Kingston,1
shooks,New Orleans,1
shooks,Newport News,1
shooks,Portland Me.,1
shooks handles,Boston,1
sept,Moulmein,1
shooks-hattley hay,New York,1
short ends,Archangel,1
short hdg staves,Danzig,1
showing total liabilities £2,Rye.,1
shutter laths,Stockholm,1
shutter laths-s brown,Uddevalla,1
shutters,New York,1
shuttle blocks,Baltimore,1
shooks lumber-j moss,Baltimore,1
sept,Oxelosund,1
sewing machine stock,Portland,1
shafting,Halifax,1
shaldcott,Riga,1
shaped wood,New York,1
shaw,Liverpool,1
shaw,York,1
shed,Onega,1
shocks oak staves,Klaipeda,1
sheds,Finnklippan,1
sheet-ings,New York,1
sheeting,New York,1
sheetings,New York,1
sheffield,Soderhamn,1
shepherd,Gothenburg,1
sheppard,Klaipeda,1
shingles,Amsterdam,1
shocks,Gefle,1
shedden,Riga,1
caydon,Christiania,1
cedar,Alvarado,1
cedar,Asunder,1
cedar,Belise,1
cedar,"Belize, &c.",1
cedar,Cienfuegos,1
cedar,Coatzacoalcos,1
cedar,Demerara,1
hornbeam,Hamburg,1
cedar,Gibara,1
cedar,Hamburg,1
cedar,Hernosand,1
cedar,Honduras,1
cedar,Isla Maria,1
cedar,Jamaica,1
cedar,Laurvig,1
cedar,Le Havre,1
cedar,Fernandina,1
cases,Copenhagen,1
cases,Fredrikstad,1
cases,New York,1
cases,Stettin,1
cases blocks,Gothenburg,1
cases boxboards,Germany,1
cases match boards,Quebec City,1
cases pulp,Gothenburg,1
cass lathwood,Riga,1
casewood,Charente,1
casewood,Dronthiem,1
casewood,Trondheim (Drontheim),1
casework,Christiansand,1
cask heads-f e foulger,Fredrikstad,1
cask wood,Fredrikstad,1
caskheads,Soderhamn,1
casks brandy,"Stockholm,",1
casks wood staves,Bremen,1
cases wood pulp,Adolf,1
cedar planks,Newport News,1
cedar poles,Quebec City,1
cedar slats,New York,1
cedar wood,Jamaica,1
cedar wood,Rosario,1
cedar-b cramer,Livingston,1
cedar-belize estate,Belize,1
cedar-belize estate,Livingston,1
cedar,Nassau,1
cedar-olaus,Cienfuegos,1
cedar-skelton,Laguna de Lerminos,1
cedar-william torrey,New York,1
cedarwood,"Nassau, N.P.",1
cedarwood,Pascagoula,1
centre,Castle,1
centre yard,Mason,1
centre yard,Sim,1
centre yard,Stockholm,1
cedar-gonzalez,Belize,1
cedar,New Orleans,1
cedar,Paramaribo,1
cedar,Pensacola,1
cedar,Philadelphia,1
cedar,Puerto Plata,1
cedar,Quebec City,1
cedar,St. Jago de Cuba,1
cedar,St. Kitts,1
cedar lumber,New York,1
cedar,Tlacotalpam,1
cedar,"Tonala, &c.",1
cedar,Trinidad de Cuba,1
cedar,Wava,1
cedar,Zara,1
cedar cedar bolts,Jamaica,1
cedar from berbice from surinam,Trinidad,1
cedar logs,Corinto,1
cedar logs,Cuba,1
cedar,Timas de Zaza,1
car hoops,New York,1
car lumber,Baltimore,1
car lumber,Montreal,1
car lumber,York,1
car lumber tagart,Norfolk,1
car lumber-f dowdeswell,New York,1
car oak logs,New Orleans,1
car oak lumber-brownlee,Newport News,1
cases,Christiania,1
car poplar,Newport News,1
car poplar lumber,New York,1
car qty sawn wood,Konigsberg,1
car staves-hattley hay cs handles,New York,1
cargo deals,Nederkalix,1
cargo deals,Sundswall,1
cargo flooring boards,Drammen,1
cargo lathwood washed overboard,Cronstadt,1
car poplar,Baltimore,1
c.-the ham,Soderhamn,1
c.-thorp[?] four,Gefle,1
c3 bobbins-s brooks,Boston,1
cabinet makers,"makers, upholsterers, and workers in wood generally. COLLINSON & LOCK, LIMITED.",1
cabinet wood,Kingston,1
cabinet wood,Livingston,1
campbell,Gothenburg,1
can manufacturing,Halifax,1
car hickory,Baltimore.,1
canada yard,Mason,1
canada yard gantry,Co.,1
cane wood,Port Royal,1
cap casings,Germany,1
car,Baltimore,1
car,New York,1
car,Philadelphia,1
car hardwood,Baltimore,1
car hardwood,Baltimore.,1
canada dock,Loder,1
case,Pen,1
case boards,Bremen,1
case boards,Klaipeda,1
case boards,Nelson,1
case boards,Orkedalsoren,1
case boards,Stockholm,1
case boards,Trondheim (Drontheim),1
case boards,Trondhjeim,1
cargo mining timber,Christiansand,1
case boards-7,Christiania,1
case boards-foy,Christiania,1
case boards-konig,Christiania,1
case boards-mccaul,Christiania,1
case lumber,New York,1
case turned wood,Gothenburg,1
case-boards,Trondheim (Drontheim),1
caseboards,Boston,1
caseboards,Gefle,1
case boards from skien,Fredrikstad,1
cargo square,Riga,1
cargo staves,Tornea,1
carload lumber,New York,1
carlshamn,Klaipeda,1
carried on at,"makers, upholsterers, and workers in wood generally. COLLINSON & LOCK, LIMITED.",1
cars,Baltimore,1
cars boards,New York,1
cars lumber,Philadelphia,1
carved wood,Ostend,1
cars lumber jarratt,Norfolk,1
cars lumber-ed alcott,New York,1
cars oak,York,1
cars oak lumber,Baltimore,1
cars oak lumber,New Orleans,1
cars poplar-a dobell,Port Royal,1
cars staves,Baltimore,1
carts,Wisbech.,1
carved wood,Bruges,1
cars lumber,York,1
cotterall,Danzig,1
cotton wood,New Orleans,1
cottonwood squares,New Orleans,1
cotuwood-w f dowdeswell,New York,1
cr mahogany,New York,1
cr wood,Halifax,1
craig,Drammen,1
craig,Klaipeda,1
chairs,Klaipeda,1
craig,Skien,1
cross,Gothenburg,1
crossing,Danzig,1
crossing sleepers,Danzig,1
crossing timber,Stettin,1
crossings,Cronstadt,1
crossings,Fairwater,1
crossings,Konigsberg,1
craig,Ornskolksvik,1
condoren,Abo,1
congoable,Joists,1
consisting stock building material,Wisbech.,1
contractor special frames,"Cutting, Ground",1
conts staves,Gothenburg,1
cooke,Hernosand,1
cooke,Oscarshamn,1
cooke-russia yard,Skutskar,1
cotterall,Cronstadt,1
cooperage,Rotterdam,1
cooperage,York,1
cork,Orient,1
cork acorn yard,Trieste,1
cornouiller,Marseille,1
cottam,Cronstadt,1
cottam,Hobart Town,1
cottam,Jamaica,1
cottam,West Indies,1
cooowlawood,New York,1
crts.l umber,New York,1
crutches,Laguna,1
crutches,Savanilla,1
crutches mahogany,Bonny,1
crutches mahogany,New York,1
crutches mahogany-eggers,Savanilla,1
cs ash handles,Boston,1
cs balusters-foy,Gefle,1
crossings-burt,Danzig,1
cs basswood lumber,Montreal,1
cs birch,Miramichi,1
cs blocks,New York,1
cs bls mouldings,Christiania,1
cs boards,Bremen,1
cs boards,Hamburg,1
cs boards,New York,1
cs boards,Riga,1
cs boards,St. John,1
cs basswood bds,New York,1
crossings-gabriel,Danzig,1
crossings-r wade,Danzig,1
crotches,Le Havre,1
crotches mahogany,Ambro',1
crotches mahogany,Baraharia,1
crotches mahogany,Boston,1
crotches mahogany,Gothenburg,1
crotches mahogany,Laguna,1
crt wood,New York,1
crotches mahogany,Nassau,1
crotches mahogany,Porto Plata,1
crotches mahogany-skelton,Mexico,1
crotchets,New York,1
crow,Jamaica,1
crow,St. John,1
crown trees,Christiania,1
crown trees,Christiansand,1
crowntrees,Hommelvik,1
crotches mahogany,Mexico,1
chronopoulos,Spiro,1
churchill,Antwerp,1
churchill,Colombo,1
churchill,Delagoa Bay,1
churchill,East London,1
churchill,Halifax,1
churchill,Hamburg,1
churchill,Kotka,1
commercial yards,Co.,1
churchill,Moulmein,1
churchill,Norfolk,1
churchill,Philadelphia,1
churchill,Rangoon,1
churchill,Riga,1
churchill,Soroka,1
churchill,States,1
churchill,Three Rivers,1
churchill,Kragero,1
chairs,New York,1
chapman,St. Petersburg,1
charlotte,Julyatus,1
chartered accountant,Wisbech.,1
chas wells,Gothenburg,1
cherry,Mobile,1
cherry,New York,1
cherry,Norfolk,1
chronopoulos,Co.,1
chestnut,Hamburg,1
chestnut,New York,1
child,Riga,1
chocks,Danzig,1
christiania,Cornelius,1
christiania,Klaipeda,1
christiansand,Derby,1
christinsand,Eystein,1
christophersen,France,1
cherry,York,1
co.-upper quebec yard,Cronstadt,1
cobbett,Boston,1
cobbett,New York,1
cobbett,Norfolk,1
cochon,Sault au,1
cocuswood,Nuevitas,1
coffin boards,Baltimore,1
col iery joinery,Sundswall,1
churchill,Warberg,1
collard,Montreal,1
collier,Quebec City,1
collies [?] doors-lawson,Gothenburc,1
collies joinery-sandell,Gothenburg,1
collies joinery-smyth,Gothenburg,1
coltart,Drammen,1
commercial,Co.,1
commercial yard,Soderhamn,1
commercial yards,Castle,1
colis bois de tilleul,York,1
cks hoops,Antwerp,1
clapboards,Forth,1
claydon,St. Petersburg,1
co.-475 cs splints,"Portland, M.",1
co.-baltic shed,Quebec City,1
co.-baltic sheds,Quebec City,1
co.-canada yard,Quebec City,1
co.-canada yard,Soderhamn,1
co.-station yard,Quebec City,1
co.-centre yard,Cronstadt,1
co.-island sheds,Gefle,1
co.-island yards,Sundswall,1
co.-railway sheds,Drammen,1
co.-railway sleepers-a m stead,Christiansand,1
co.-russia yard,Cronstadt,1
co.-russia yard,Klaipeda,1
co.-russia yard,Odessa,1
co.-station yard,Cronstadt,1
co.-canada yard,Sundswall,1
boxwood,Trondheim (Drontheim),1
boxwood boards,New York,1
boxwood h pearsall,Drammen,1
boxwood-a barsdorf,Delagoa Bay,1
boxwood-a barsdorf,East London,1
boxwood-gardner,Taganrog,1
boxwood-r w wheen,Hommelvik,1
boxwood-r when,Hommelvik,1
c.-scheydt,Bjorneborg,1
boxwood-with,Fredrikstad,1
boyson,Abo,1
boyson,Danzig,1
boyson,Drammen,1
boyson,Klaipeda,1
boyson,Miramichi,1
boyson,St. John,1
brandr hdg,Danzig,1
boxwood-the union steamship,Poti,1
boxwood,Fredikshald,1
boxwood,Fremantle,1
boxwood,Klaipeda,1
boxwood,Konigsberg,1
boxwood,Kramfors,1
boxwood,Kurrachee,1
boxwood,Liepāja,1
boxwood,London,1
boxwood,"Trieste, &c.",1
boxwood,Mediterranean,1
boxwood,Natal,1
boxwood,Odessa,1
boxwood,"Poti, &c.",1
boxwood,Riga,1
boxwood,Rotterdam,1
boxwood,Sandefjord,1
boxwood,Smyrna,1
boxwood,Taganrog,1
boxwood,Marseilles,1
brls skewers,York,1
brls skewers-t williams cs wood,New York,1
brls staves,Baltimore,1
broadbent,Riga,1
broom handler,Gothenburg,1
broom handles,Archangel,1
broom handles,Gefle,1
broom handles,Helsingfors,1
brds,G'burg,1
broom handles,Husum,1
broom handles,Koja,1
broom handles,Kotka,1
broom handles,Kramfors,1
broom handles,Miramichi,1
broom handles,Montreal,1
broom handles,Norrkoping,1
broom handles,Quebec City,1
broom sticks,Christiania,1
broom handles,Hommelvik,1
brds,Kragero,1
brds,Soderhamn,1
brds,Sundswall,1
brds,Xiania,1
brevig,Violet,1
brich'squares,Cronstadt,1
brieseman,Fredrikstad,1
briesman,Christiania,1
brls quantity case wood,Rouen,1
brl,Boston,1
brl heads,New York,1
brl staves-c leary,Newport News,1
brl staves-churchill,New York,1
brl staves-drysdale,New York,1
brls bungs-h k todd cs spokes,New York,1
brls bungs-j burstall cs spokes,York,1
brls fir timber,Stettin,1
brls maple pickets,Montreal,1
brigs,St. John,1
borris,Ornskolksvik,1
borris,Skien,1
bottoms,Rotterdam,1
bourne,Fredrikshald,1
bournemouth neighbourhood,"The adjourned public examination of this debtor took place on Friday last at the Bristol Bankruptcy Court before Mr. Registrar Harley, but nothing further of importance transpired, and the examination was eventually ordered to be closed.  A. F. FRAMPTON, LIMITED Poole and Bournemouth.",1
bournes,Boston,1
bournes,Christiania,1
bournes,Fredrikstad,1
boxwood,"Delagoa Bay, &c., from East London",1
bournes,NOTE.,1
bournes,Soderhamn,1
box bds,Gothenburg,1
box blocks-j keen,Christiania,1
box boards,Baltimore,1
box boards,"Christiania, etc.",1
box boards,Gefle,1
box boards,Gothenberg,1
bournes,Konigsberg,1
bois de satin,St. Domingo,1
bolt rods,Cronstadt,1
bolt rods,Miramichi,1
bolt rods,Saguenay,1
bolton,Klaipeda,1
bonar,Ljusne,1
bonar,Oxelosund & Soderhamn,1
bonar,Soderhamn,1
borries,Drammen,1
books,Danzig,1
boost cs handles,New York,1
bordea,Marie,1
bordeaux,Coats,1
bordeaux,Louise,1
bordeaux,Victor,1
bords,Sweden,1
borgs,Trotsche,1
borings-worrell,Fredrikstad,1
bonar,St. Petersburg,1
boxboards,Drammen,1
boxboards,Gefle,1
boxboards,Saguenay,1
boxboards from drammen,Christiania,1
boxboards-nicks,Christiania,1
boxboards-rowland,Quebec City,1
boxboards-vigers,Gothenburg,1
boxboards-w,Gothenburg,1
box boards,Kalmar,1
boxboards-wilsons,Christiania,1
boxes turnery-atle fris,Gefle,1
boxes-b peterson from christiania,Drammen,1
boxwood,Antwerp,1
boxwood,Batoum,1
boxwood,Bombay,1
boxwood,Cape Town,1
boxwood,Constantinople,1
boxwood,Delagoa Bay,1
boxboards-w w,St. Petersburg,1
box boards,Narva,1
box boards,Skien,1
box boards,York,1
box boards-berner,Christiania,1
box boards-berner,Gothenburg,1
box boards-innes,Quebec City,1
box boards-pantin,Gothenburg,1
box from skien,Fredrikstad,1
boxboard-winther,Gothenburg,1
box squares,Helsingfors,1
box wood,New York,1
box-boards,Boston,1
box-boards,Fredrikstad,1
box-boards,Stockholm,1
box-boards-pantin,Gothenburg,1
box-boards-w,Gothenburg,1
box-wood,Cape Town,1
box-wood,Fredrikstad,1
box shooks,Miramichi,1
c board ends,Cronstadt,1
c boards,Cronstadt,1
c boards,Drebak,1
c deals,Archangel,1
c deals,Bjorneborg,1
c deals,Burea,1
c deals,Iggesund,1
c deals,Jacobstadt,1
broom sticks,Kotka,1
c deals,Kramfors,1
c deals,Trieste,1
c f kausmann,Hamburg,1
c firewood,Helsingfors,1
c firewood,Pitea,1
c firwood,Cronstadt,1
c fustic,Kingston,1
c g graham,Christiania,1
c deals,Klaipeda,1
but a fire last year,"proprietor, carrying on business at Gloucester.",1
but latterly,Wisbech.,1
butler,Jamaica,1
butt,Boston,1
butt ends,Rotterdam,1
butt ends,Stettin,1
butt stave,Newport News,1
butt staves,Klaipeda,1
c battens,Riga,1
butts,Christiania,1
butts,Colombo,1
butts,New York,1
butts,Savannah,1
byass,Belize,1
c a levy sieveking,Konigsberg,1
c battens,Bollsta,1
c battens,Cronstadt,1
c battens,Ljusne,1
butterwood,Quebec City,1
c.-do,Kotka,1
c.-dolton,Soderhamn,1
c.-f briesemann,Fredrikshald,1
c.-firewood,Ahlafors,1
c.-foy,Cronstadt,1
c.-graham,Bjorneborg,1
c.-h newsum,Skelleftea,1
c.-hagemann's successors,Fredrikshald,1
c gaffinel,Trieste,1
c.-henry smith,Cronstadt,1
c.-hubbard,Wyborg,1
c.-j keen,Christiania,1
c.-j sandell,Gothenburg,1
c.-messrs,Pierreville,1
c.-nutman,Västervik (Westerwik),1
c.-r crow,Bredvik,1
c.-r douthwaite,Gefle,1
c.-sapton,Gothenburg,1
c.-heaven,New York,1
c hancock,Nederkalix,1
c heaven,Trieste,1
c j im thurn,Riga,1
c lathwood,Lulea,1
c leary,Gothenburg,1
c leary,Philadelphia,1
c lumber,New York,1
c matveieff,Cronstadt,1
c.-churchill,Gothenburg,1
c p nilsson,Skutskar,1
c pantin,St. Petersburg,1
c pit props,Stockholm,1
c rimmer,St. John,1
c split wood,Riga,1
c wood,Antwerp,1
c wood,Rafso,1
c wood,Setubal,1
c.-c h glover,Batiscan,1
c matvieff,Cronstadt,1
brush blocks-j keen cs boards,Christiania,1
brush blocks-j keen cs oars,Christiania,1
brush blocks-j konig,Christiania,1
brush boards-j keen,Christiania,1
brush handles-leith,Hernosand,1
brush shooks,Quebec City,1
brush stocks,Helsingfors,1
brushblocks-j keen,Christiania,1
burrs walnut-wood,Antwerp,1
bryant,Onega,1
bryant,Quebec City,1
bryant,St. John,1
bryant,Three Rivers,1
bryant cs broom handles,Quebec City,1
bryant from quebec,Three Rivers,1
bryant-canada yard,Archangel,1
bryant-russia yard,Archangel,1
bryom,Johns,1
bryant,Halifax,1
broom-handles,Gothenburg,1
broomsticks,Christiania,1
broomsticks,Christinestad,1
broomsticks,Gothenburg,1
broomsticks-w,Gothenburg,1
brough,Christiania,1
brown handles,Ghent,1
brown oars,Gothenburg,1
brush blocks-j keen,"Christiania, etc.",1
brunswick yard,Nielsen,1
brush,Christiania,1
brush block-keen cs boards,Christiania,1
brush blocks,Boston,1
brush blocks,Drammen,1
brush blocks,Gothenburg,1
brush blocks,Norway,1
brush blocks-a keen cs wood boards,Christiania,1
brush blocks-g f keen,Christiania,1
brs,Quebec City,1
bundles,Kotka,1
bundles,Mem.,1
bundles,Norrkoping,1
bundles,Rangoon,1
bundles,Riding,1
bundles,Riga,1
bundles,Rock,1
bundles,Rotterdam,1
bryrom,John,1
bundles,St. John,1
bundles,Stettin,1
bundles,Sundswall,1
bundles,Tonsberg,1
bundles,Uddevalla,1
burg,St. Peter,1
burg,St. Peters,1
burr blks,Le Havre,1
burrs walnut,Marseilles,1
bundles,Saguenay,1
btns,Bjorneborg,1
buches,Marseille,1
buches bois,Hambourg,1
buches buis,Marseille,1
buches ebene,Marseille,1
buches ebène,Marseille,1
buches gaiac,Brieuc,1
buches gaiac,Morlaix,1
bundles,Hommelvik,1
builder mr a paterson’s,"st., Dalry",1
building parts,Stockholm,1
building timber,Gothenburg,1
bunbury,Clyde,1
bunches palings,"Chatham, N. B.",1
bundles,Baltimore.,1
bundles,Copenhagen,1
bundles,Flushing,1
bundles,Germany,1
buckland,Danzig,1
deals,"Colombo, &c.",1
deals,Constantinople,1
deals,"Cornwallis, N.S.",1
deals,Cronstadt-,1
deals,Dagmar,1
deals,Dahlsbruk,1
deals,"Danzig, -",1
deals,"Darien, Ga.",1
cs boards-g j mccaul,Christiania,1
deals,Dohlkarsla,1
deals,"Dram, -",1
deals,Dronthiem,1
deals,Dröbak,1
deals,Eggesund,1
deals,Escoumains,1
deals,Escoumani,1
deals,Falkenberg,1
deals,Dobo,1
deals,Botwoodville,1
deals,Brabestad and Rafso,1
deals,Brahestadt,1
deals,Brandaholm,1
deals,"Bridgwater, N.S.",1
deals,"Brunswick, Ga.",1
deals,"Buctouche, N.B.",1
deals,Byake,1
deals,Colombo,1
deals,"Calais, Me.",1
deals,Calix,1
deals,Campbellton,1
deals,"Charlotte Town, P.E.I.",1
deals,Chicon timi,1
deals,Chicon'timi,1
deals,Christinestadt,1
deals,City s,1
deals,Co.,1
deals,C,1
deals,Gegrund,1
deals,Germany,1
deals,Gothenberg,1
deals,Grand Bay,1
deals,Grand Pablos,1
deals,Grand Pabos,1
deals,Grand Palios,1
deals,Grindstone Island,1
deals,Falkenburg,1
deals,Guysboro',1
deals,"Guysboro', N.S.",1
deals,"Guysboro,' N.S.",1
deals,Hallsta,1
deals,Hamnholmen,1
deals,Hanko,1
deals,Harne,1
deals,Heldermond,1
deals,Hernefors,1
deals,Gustafsberg,1
deals,Farosund,1
deals,Fernandina,1
deals,Fikilippa,1
deals,Findenn,1
deals,Finland,1
deals,Fleckefiörd,1
deals,Fred-rikstad,1
deals,"Fredrikstad, -",1
deals,Gefle and Carlshamn,1
deals,Furugrund,1
deals,Gallstrom,1
deals,Gambleby,1
deals,Gamla Carleby,1
deals,Gamla Karleby,1
deals,"Gander Bay, N.F.",1
deals,Gedeabuella,1
deals,Gefle & Soderhamn,1
deals,Gefle & Stockholm,1
deals,Fredriksværn,1
deal ends,River Ouelle,1
deal ends,Rivers,1
deal ends,Rosetta,1
deal ends,Ruetouche,1
deal ends,Savanilla,1
deal ends,Shediac,1
deal ends,Ship Harbour,1
deal ends,St. Etienne,1
deals,Bordeaux,1
deal ends,St. Lawrence,1
deal ends,Stolpemunde,1
deal ends,Tonsberg,1
deal ends,Trangsund,1
deal ends,Uleaborg,1
deal ends,Umea,1
deal ends,"West Bay, N.S.",1
deal ends,West Indies,1
deal ends,St. John. N.B.,1
deal ends,Matane,1
deal ends,"Memel, -",1
deal ends,Mesane,1
deal ends,Mestis,1
deal ends,New York,1
deal ends,"Newcastle, N.B.",1
deal ends,Nyhamn,1
deal ends,Onega,1
deal ends,Rimouski,1
deal ends,"Pensacola, -",1
