origin_port,destination_port,commodity,year,num_ships,num_cargo_items
Bordeaux,Wexford,pitwood,1883,1,1
Bordeaux,Wexford,pitwood,1891,1,1
Bordeaux,Wexford,props,1883,2,2
Bordeaux,Wick,hoops,1889,1,1
Bordeaux,Wick,sawn and split hoops,1897,1,1
Bordeaux,Workington,hewn fir,1883,1,1
Bordeaux via London,TIMBER,pit,1877,1,1
Bordeaux vid London,Dundee,pit,1877,1,1
Borg,Borrowstounness,pitwood,1899,1,1
Borga,Berwick,battens,1881,1,1
Borga,Berwick,battens,1883,1,1
Borga,Borrowstounness,deals,1885,1,1
Borga,Cork,sawn fir,1887,1,1
Borga,Dublin,deals,1887,1,1
Borga,Dundee,battens,1881,2,2
Borga,Dundee,battens,1883,2,2
Borga,Dundee,battens,1895,2,2
Borga,Dundee,deals,1877,1,1
Borga,Dundee,deals,1883,2,2
Borga,Dundee,deals,1887,2,2
Borga,Dundee,fir,1889,1,1
Borga,Dundee,fir battens,1893,1,1
Borga,Dundee,fir battens and deals,1893,1,1
Borga,Fleetwood,deals,1891,1,1
Borga,Greenock,battens,1893,1,1
Borga,Greenock,fir,1889,1,1
Borga,Grimsby,deals,1881,1,1
Borga,Grimsby,deals,1891,1,1
Borga,Grimsby,deals,1899,1,1
Borga,Grimsby,fir deals,1893,1,1
Borga,Grimsby,firewood,1881,1,1
Borga,Grimsby,wood,1887,1,1
Borga,Liverpool,deals,1881,1,1
Borga,Liverpool,pit,1874,1,1
Borga,London,boards,1891,1,1
Borga,London,deals,1879,1,1
Borga,London,deals,1881,1,1
Borga,London,deals,1883,1,1
Borga,London,ends and edgings,1887,1,1
Borga,London,firewood,1887,1,1
Borga,London,firewood,1891,3,3
Borga,London,firewood,1895,1,1
Borga,London,planchette ends,1891,1,1
Borga,London,sleepers,1882,1,1
Borga,London,staves,1883,1,1
Borga,London,staves,1889,1,1
Borga,London,timber,1882,1,1
Borga,London (Tilbury Docks),staves,1891,1,1
Borga,Lynn,battens,1883,1,1
Borga,Lynn,hewn fir,1883,1,1
Borga,Lynn,hewn fir,1895,1,1
Borga,Middlesbrough,deals,1891,1,1
Borga,Montrose,battens,1883,2,2
Borga,Montrose,boards,1883,1,1
Borga,Montrose,firewood,1883,3,3
Borga,Newport,firewood,1883,1,1
Borga,Newport,sawn fir,1883,1,1
Borga,Poole,sleepers,1877,1,1
Borga,Poole,timber,1877,1,1
Borga,Sligo,battens,1881,1,1
Borga,Tyne,birch,1887,1,1
Borga,Tyne,deals,1883,1,1
Borga,Tyne,deals,1887,1,1
Borga,Tyne,staves,1883,3,3
Borga,Tyne,staves,1885,2,2
Borga,Tyne,staves,1887,1,1
Borga,Tyne,staves,1893,1,1
Borggvara,Grimsby,props,1885,1,1
Borgn,Berwick,deals,1881,1,1
Borgo,Bristol,deals,1875,1,1
Borja,Tyne,deals,1883,1,1
Boroka,Fleetwood,deals,1891,1,1
Boroka,Grimsby,deals,1891,1,1
Borrga,London (Tilbury Docks),deals,1887,1,1
Boston,BRUNSWICK DOCK,hickory,1893,1,1
Boston,Borrowstounness,barrel staves,1892,1,1
Boston,Borrowstounness,butt,1891,1,1
Boston,Borrowstounness,butts,1891,1,1
Boston,Borrowstounness,deals,1883,1,1
Boston,Borrowstounness,logs,1891,1,1
Boston,Borrowstounness,lumber,1889,1,1
Boston,Borrowstounness,oak,1887,1,1
Boston,Borrowstounness,pipe,1891,1,1
Boston,Borrowstounness,popular,1889,1,1
Boston,Borrowstounness,spoolwood,1885,1,1
Boston,Borrowstounness,staves,1881,3,3
Boston,Borrowstounness,staves,1883,1,1
Boston,Borrowstounness,staves,1885,1,1
Boston,Borrowstounness,staves,1887,2,2
Boston,Borrowstounness,staves,1889,1,1
Boston,Borrowstounness,staves,1891,2,2
Boston,Borrowstounness,walnut,1883,1,1
Boston,Boston,butt,1890,1,1
Boston,Boston,new,1890,2,2
Boston,Boston,new shooks,1890,1,1
Boston,Boston,old,1890,2,2
Boston,Boston,staves,1890,1,1
Boston,Bristol,doors,1899,3,3
Boston,Bristol,hoops and staves,1899,1,1
Boston,Bristol,pitwood,1899,1,1
Boston,Bristol,poplar lumber,1899,1,1
Boston,Bristol,staves,1878,1,1
Boston,Bristol,staves,1889,1,1
Boston,Bristol,staves,1893,1,1
Boston,Cork,staves,1885,1,1
Boston,Deptford,bobbins,1885,1,1
Boston,Deptford,staves,1885,2,2
Boston,Dundee,barrel,1893,1,1
Boston,Dundee,boat oars,1888,1,1
Boston,Dundee,butt,1893,1,1
Boston,Dundee,butts,1891,2,2
Boston,Dundee,bxs,1899,2,2
Boston,Dundee,canada,1889,1,1
Boston,Dundee,deals,1881,1,1
Boston,Dundee,deals &,1891,1,1
Boston,Dundee,hoops,1883,1,1
Boston,Dundee,logs,1877,2,2
Boston,Dundee,logs,1893,1,1
Boston,Dundee,logs,1897,3,3
Boston,Dundee,lumber,1887,1,1
Boston,Dundee,lumber,1891,1,1
Boston,Dundee,mahogany,1893,1,1
Boston,Dundee,mahogany,1899,2,2
Boston,Dundee,oak,1887,2,2
Boston,Dundee,oak lumber,1887,1,1
Boston,Dundee,oak lumber,1899,1,1
Boston,Dundee,oak scantling,1889,1,1
Boston,Dundee,oak scantling,1899,1,1
Boston,Dundee,pipe,1891,1,1
Boston,Dundee,shooks,1883,1,1
Boston,Dundee,shooks,1899,1,1
Boston,Dundee,staves,1881,6,6
Boston,Dundee,staves,1883,16,16
Boston,Dundee,staves,1884,2,2
Boston,Dundee,staves,1885,7,7
Boston,Dundee,staves,1887,7,7
Boston,Dundee,staves,1889,6,6
Boston,Dundee,staves,1891,2,2
Boston,Dundee,staves,1893,1,1
Boston,Dundee,staves,1897,1,1
Boston,Dundee,walnut,1889,1,1
Boston,Dundee,walnut,1896,1,1
Boston,Dundee,whitewood,1890,1,1
Boston,Dundee,whitewood,1895,1,1
Boston,Dundee,whitewood,1899,1,1
Boston,Dundee,whitewood lumber,1895,1,1
Boston,Fowey,staves,1881,2,2
Boston,Fowey,staves,1883,1,1
Boston,Fowey,staves,1891,1,1
Boston,Goole,butt,1889,1,1
Boston,Goole,new,1889,1,1
Boston,Goole,old,1889,1,1
Boston,Goole,staves,1891,1,1
Boston,Goole,staves,1893,1,1
Boston,Greenock,butt staves,1885,1,1
Boston,Greenock,staves,1885,1,1
Boston,Grimsby,boards,1891,1,1
Boston,Grimsby,bobbins,1885,2,2
Boston,Grimsby,butt,1889,1,1
Boston,Grimsby,deals,1891,1,1
Boston,Grimsby,logs,1883,1,1
Boston,Grimsby,logs,1889,1,1
Boston,Grimsby,lumber,1891,1,1
Boston,Grimsby,lumber,1893,1,1
Boston,Grimsby,lumber,1898,1,1
Boston,Grimsby,new,1889,1,1
Boston,Grimsby,oak,1883,1,1
Boston,Grimsby,oak,1887,1,1
Boston,Grimsby,oak,1889,2,2
Boston,Grimsby,oars,1889,1,1
Boston,Grimsby,old,1889,1,1
Boston,Grimsby,pkgs,1889,1,1
Boston,Grimsby,shooks,1891,3,3
Boston,Grimsby,staves,1881,1,1
Boston,Grimsby,staves,1883,7,7
Boston,Grimsby,staves,1885,9,9
Boston,Grimsby,staves,1886,1,1
Boston,Grimsby,staves,1887,2,2
Boston,Grimsby,staves,1889,1,1
Boston,Grimsby,staves,1891,2,2
Boston,Grimsby,staves,1893,1,1
Boston,Grimsby,staves,1895,2,2
Boston,Grimsby,staves,1897,1,1
Boston,Grimsby,wood,1883,1,1
Boston,Grimsby,wood,1885,2,2
Boston,Grimsby,wood,1887,2,2
Boston,Grimsby,wood,1889,1,1
Boston,Hull (Union Dock),lumber,1893,1,1
Boston,INTER TOPS,bhd,1893,1,1
Boston,INTER TOPS,brl,1893,1,1
Boston,INTER TOPS,brl staves,1893,1,1
Boston,INTER TOPS,staves,1893,1,1
Boston,Inverness,oak,1898,1,3
Boston,Liverpool,and,1887,1,1
Boston,Liverpool,and,1889,2,2
Boston,Liverpool,and,1891,4,4
Boston,Liverpool,and,1893,3,3
Boston,Liverpool,ash,1883,1,2
Boston,Liverpool,ash,1885,1,1
Boston,Liverpool,ash,1891,1,1
Boston,Liverpool,ash,1895,3,3
Boston,Liverpool,ash and maple,1895,1,1
Boston,Liverpool,barrel,1893,1,1
Boston,Liverpool,barrel,1897,1,1
Boston,Liverpool,birch,1889,2,3
Boston,Liverpool,birch squares,1891,1,1
Boston,Liverpool,blocks,1881,1,1
Boston,Liverpool,blocks,1891,1,1
Boston,Liverpool,blocks,1898,1,1
Boston,Liverpool,boards,1888,1,1
Boston,Liverpool,boards,1891,4,4
Boston,Liverpool,boards,1892,1,1
Boston,Liverpool,bobbins,1885,7,7
Boston,Liverpool,bobbins,1886,2,2
Boston,Liverpool,boxes,1899,1,1
Boston,Liverpool,boxwood,1877,1,1
Boston,Liverpool,boxwood,1883,1,2
Boston,Liverpool,brewers,1885,1,1
Boston,Liverpool,butt,1887,7,7
Boston,Liverpool,butt,1888,1,1
Boston,Liverpool,butt,1889,11,11
Boston,Liverpool,butt,1893,2,2
Boston,Liverpool,butts,1883,1,1
Boston,Liverpool,cars,1899,1,1
Boston,Liverpool,cherry,1881,1,1
Boston,Liverpool,crotches,1883,1,1
Boston,Liverpool,deals,1887,1,1
Boston,Liverpool,deals,1895,1,2
Boston,Liverpool,deals,1899,1,1
Boston,Liverpool,doors,1881,3,3
Boston,Liverpool,doors,1897,4,4
Boston,Liverpool,doors,1898,1,1
Boston,Liverpool,doors,1899,5,5
Boston,Liverpool,dowels,1899,1,1
Boston,Liverpool,floorings,1895,1,1
Boston,Liverpool,fustic,1875,1,1
Boston,Liverpool,handles,1885,1,1
Boston,Liverpool,handles,1886,1,1
Boston,Liverpool,handles,1887,1,1
Boston,Liverpool,handles,1889,2,2
Boston,Liverpool,hardwood,1896,1,1
Boston,Liverpool,hardwood lumber,1899,1,1
Boston,Liverpool,heads,1891,1,1
Boston,Liverpool,hhd,1891,1,1
Boston,Liverpool,hhd,1893,3,3
Boston,Liverpool,hickory,1897,2,2
Boston,Liverpool,last blocks,1899,1,1
Boston,Liverpool,lignum,1883,1,1
Boston,Liverpool,logs,1877,1,1
Boston,Liverpool,logs,1883,2,2
Boston,Liverpool,logs,1885,1,1
Boston,Liverpool,logs,1897,2,2
Boston,Liverpool,logs,1899,2,2
Boston,Liverpool,lumbar,1897,1,1
Boston,Liverpool,lumber,1881,7,7
Boston,Liverpool,lumber,1883,2,2
Boston,Liverpool,lumber,1885,1,1
Boston,Liverpool,lumber,1887,1,1
Boston,Liverpool,lumber,1889,1,1
Boston,Liverpool,lumber,1893,1,1
Boston,Liverpool,lumber,1895,4,4
Boston,Liverpool,lumber,1899,6,6
Boston,Liverpool,mahogany,1874,1,1
Boston,Liverpool,mahogany,1897,1,1
Boston,Liverpool,mahogany logs,1899,1,1
Boston,Liverpool,maple,1881,3,4
Boston,Liverpool,maple,1883,5,6
Boston,Liverpool,maple,1884,1,1
Boston,Liverpool,maple,1891,4,5
Boston,Liverpool,maple,1892,1,1
Boston,Liverpool,maple,1893,6,6
Boston,Liverpool,maple,1897,1,1
Boston,Liverpool,mouldings,1898,2,2
Boston,Liverpool,mouldings,1899,2,2
Boston,Liverpool,new,1887,3,3
Boston,Liverpool,new,1889,19,19
Boston,Liverpool,new,1891,1,1
Boston,Liverpool,oak,1889,1,1
Boston,Liverpool,oak,1895,3,3
Boston,Liverpool,oak,1897,1,1
Boston,Liverpool,oak,1898,1,1
Boston,Liverpool,oak,1899,3,3
Boston,Liverpool,oak and poplar,1899,1,1
Boston,Liverpool,oak staves,1899,1,1
Boston,Liverpool,oars,1883,2,2
Boston,Liverpool,oars,1885,2,2
Boston,Liverpool,old,1885,2,2
Boston,Liverpool,old,1887,5,5
Boston,Liverpool,old,1889,26,26
Boston,Liverpool,pipe,1891,1,1
Boston,Liverpool,pipe,1893,5,5
Boston,Liverpool,planks,1875,1,1
Boston,Liverpool,planks,1881,1,1
Boston,Liverpool,planks,1883,2,2
Boston,Liverpool,planks,1895,1,1
Boston,Liverpool,plough,1881,1,1
Boston,Liverpool,poles,1883,1,1
Boston,Liverpool,poplar lumber,1897,1,1
Boston,Liverpool,ppe,1891,1,1
Boston,Liverpool,props,1883,1,1
Boston,Liverpool,reaper,1881,1,1
Boston,Liverpool,rough,1897,1,1
Boston,Liverpool,sacks,1899,1,1
Boston,Liverpool,scantlings,1883,2,2
Boston,Liverpool,shooks,1881,1,1
Boston,Liverpool,shooks,1883,22,22
Boston,Liverpool,shooks,1889,8,8
Boston,Liverpool,shooks,1891,9,9
Boston,Liverpool,shooks,1892,1,1
Boston,Liverpool,shooks,1893,1,1
Boston,Liverpool,spokes,1885,1,1
Boston,Liverpool,spokes,1887,1,1
Boston,Liverpool,spokes,1889,1,1
Boston,Liverpool,spools,1889,1,1
Boston,Liverpool,spruce deals,1889,1,1
Boston,Liverpool,staves,1874,2,2
Boston,Liverpool,staves,1875,5,5
Boston,Liverpool,staves,1879,2,2
Boston,Liverpool,staves,1880,1,1
Boston,Liverpool,staves,1881,32,32
Boston,Liverpool,staves,1883,57,58
Boston,Liverpool,staves,1884,4,4
Boston,Liverpool,staves,1885,45,45
Boston,Liverpool,staves,1886,1,1
Boston,Liverpool,staves,1887,68,68
Boston,Liverpool,staves,1888,2,2
Boston,Liverpool,staves,1889,45,45
Boston,Liverpool,staves,1891,25,28
Boston,Liverpool,staves,1892,5,5
Boston,Liverpool,staves,1893,39,39
Boston,Liverpool,staves,1895,12,12
Boston,Liverpool,staves,1897,6,6
Boston,Liverpool,stds,1886,1,1
Boston,Liverpool,sticks,1874,1,1
Boston,Liverpool,sticks,1883,2,2
Boston,Liverpool,timber,1881,1,1
Boston,Liverpool,timber,1883,1,1
Boston,Liverpool,timber,1887,1,1
Boston,Liverpool,walnut,1883,5,5
Boston,Liverpool,walnut,1891,3,3
Boston,Liverpool,walnut,1893,3,3
Boston,Liverpool,walnut,1895,1,1
Boston,Liverpool,walnut,1897,3,3
Boston,Liverpool,walnut logs,1895,1,1
Boston,Liverpool,walnut lumber,1892,1,1
Boston,Liverpool,washboards,1881,1,1
Boston,Liverpool,whitewood,1895,2,2
Boston,Liverpool,whitewood haig,1899,1,1
Boston,Liverpool,wood,1881,3,3
Boston,Liverpool,wood,1883,3,3
Boston,Liverpool,wood,1895,1,1
Boston,Liverpool,wood pulleys,1891,1,1
Boston,Liverpool,woodware,1885,1,1
Boston,Liverpool (Coburg Dock),am ls,1896,1,1
Boston,Liverpool (Coburg Dock),bds,1896,1,1
Boston,Liverpool (Coburg Dock),logs,1897,1,1
Boston,Liverpool (Coburg Dock),lumber,1898,1,1
Boston,Liverpool (Coburg Dock),mahogany,1898,1,1
Boston,Liverpool (Coburg Dock),oak,1895,1,1
Boston,London,and,1887,1,1
Boston,London,and bdls,1893,1,1
Boston,London,ash,1883,1,1
Boston,London,ash,1891,2,2
Boston,London,basswood,1889,1,1
Boston,London,battens,1889,1,1
Boston,London,birch lumber,1896,1,1
Boston,London,black walnut,1883,1,1
Boston,London,boards,1883,1,1
Boston,London,boards,1889,1,1
Boston,London,boards,1895,1,1
Boston,London,boards,1897,1,1
Boston,London,bobbins,1885,1,1
Boston,London,bobbins,1887,1,1
Boston,London,box,1889,1,1
Boston,London,caseboards,1887,1,1
Boston,London,crotches,1875,1,1
Boston,London,deals,1889,1,1
Boston,London,doors,1881,7,7
Boston,London,doors,1883,1,1
Boston,London,handles,1885,1,1
Boston,London,headings,1891,1,1
Boston,London,hickory,1891,1,1
Boston,London,hoops,1887,1,1
Boston,London,hoops,1891,1,1
Boston,London,lathwood,1874,1,1
Boston,London,logs,1875,1,2
Boston,London,logs,1891,1,1
Boston,London,lumber,1883,2,2
Boston,London,lumber,1885,1,1
Boston,London,lumber,1886,1,1
Boston,London,lumber,1889,3,3
Boston,London,lumber,1893,2,2
Boston,London,lumber,1895,1,1
Boston,London,lumber,1897,2,2
Boston,London,mahogany,1893,1,1
Boston,London,mouldings,1881,1,1
Boston,London,new,1887,2,2
Boston,London,new,1889,2,2
Boston,London,oak,1883,1,1
Boston,London,oak,1893,1,1
Boston,London,oak strips,1887,1,1
Boston,London,oars,1883,1,1
Boston,London,old,1887,1,1
Boston,London,old,1889,2,2
Boston,London,poplar,1893,4,4
Boston,London,shooks,1883,1,1
Boston,London,shooks,1891,1,1
Boston,London,sleepers,1874,1,1
Boston,London,splints,1881,1,1
Boston,London,staves,1874,1,4
Boston,London,staves,1881,2,2
Boston,London,staves,1883,8,8
Boston,London,staves,1885,21,21
Boston,London,staves,1886,2,2
Boston,London,staves,1887,2,2
Boston,London,staves,1889,1,1
Boston,London,staves,1891,3,3
Boston,London,staves,1895,1,1
Boston,London,staves,1897,1,1
Boston,London,sticks,1875,3,3
Boston,London,wainscot,1874,1,1
Boston,London,walnut,1881,1,1
Boston,London,walnut,1891,1,1
Boston,London,walnut,1893,1,1
Boston,London,walnut,1895,2,2
Boston,London,whitewood,1884,1,1
Boston,London,whitewood lumber,1895,1,1
Boston,London,wood,1883,4,4
Boston,London,wood,1885,1,1
Boston,London,wood,1891,1,1
Boston,London (Tilbury Docks),boards,1891,1,1
Boston,London (Tilbury Docks),handles,1887,1,1
Boston,London (Tilbury Docks),handles,1889,2,2
Boston,London (Tilbury Docks),handles,1899,1,1
Boston,London (Tilbury Docks),limewood,1887,1,1
Boston,London (Tilbury Docks),lumber,1887,1,1
Boston,London (Tilbury Docks),lumber,1890,1,1
Boston,London (Tilbury Docks),lumber,1891,2,2
Boston,London (Tilbury Docks),lumber,1892,1,1
Boston,London (Tilbury Docks),lumber,1893,3,3
Boston,London (Tilbury Docks),pkgs,1891,1,1
Boston,London (Tilbury Docks),poplar boards,1893,1,1
Boston,London (Tilbury Docks),splints,1887,1,1
Boston,London (Tilbury Docks),staves,1889,1,1
Boston,London (Tilbury Docks),staves,1891,1,1
Boston,London (Tilbury Docks),timber,1897,1,1
Boston,London (Tilbury Docks),whitewood,1891,1,1
Boston,London (Tilbury Docks),wood,1892,1,1
Boston,Lynn,boards,1881,2,2
Boston,Lynn,sawn oak,1899,1,1
Boston,Montrose,staves,1887,1,1
Boston,Montrose,staves,1889,1,1
Boston,Montrose,staves,1891,1,1
Boston,NELSON DOCK,mouldings,1898,1,1
Boston,NEWPORT (MON),hard wood lumber,1899,1,1
Boston,NEWPORT (MON),poplar lumber,1899,1,1
Boston,Newport,elm,1897,1,2
Boston,Newport,firewood,1881,1,1
Boston,Newport,hickory,1897,1,1
Boston,Newport,logs,1897,1,1
Boston,Newport,lumber,1891,1,1
Boston,Newport,staves,1885,2,2
Boston,Newport,walnut and,1897,1,1
Boston,Runcorn,staves,1887,1,1
Boston,SUPPLEMENT,logs,1893,1,1
Boston,Stockton,logs,1881,1,2
Boston,Stockton,staves,1885,1,1
Boston,TREES,barrel,1893,1,1
Boston,TREES,keg,1893,1,1
Boston,Tyne,gum lumber,1897,1,1
Boston,Tyne,logs,1893,1,1
Boston,Tyne,lumber,1885,1,1
Boston,Tyne,lumber,1887,1,1
Boston,Tyne,staves,1883,1,1
Boston,Tyne,staves,1885,3,3
Boston,Tyne,staves,1897,1,1
Boston,Tyne,walnut,1885,1,1
Boston,WOOD,lumber,1893,1,1
Boston,Wick,staves,1885,1,1
Boston and Halifax,Inverness,spoolwood,1883,1,1
Boston and Halifax,Sligo,spoolwood,1883,1,1
Boston and Halifax,Sligo,staves,1883,1,1
"Boston, U.S.",Liverpool,box,1897,1,1
"Boston, U.S.",Liverpool,no doors,1897,1,1
"Boston, U.S.",Liverpool,staves,1885,1,1
"Boston, U.S.",London,staves,1885,1,1
"Boston, U.S.A.",JOINERY OF EVERY DESCRIPTION,staves,1899,1,1
Botorp,Tyne,pit,1899,1,1
Botorphshamn,Grimsby,props,1885,1,1
Botorpsham,Grimsby,pit,1899,1,1
Botorpshamn,Grimsby,props,1883,1,1
Botwoodville,London,battens,1893,1,1
Botwoodville,London,boards,1893,1,1
Botwoodville,London,deals,1893,1,2
Boulogne,Boston,hewn oak,1899,1,1
Boulogne,Bristol,veneer,1883,1,1
Boulogne,Dover,veneers,1883,1,1
Boulogne,Exeter,veneers,1883,1,1
Boulogne,Fleetwood,ash,1899,1,1
Boulogne,Fleetwood,cwt,1883,1,1
Boulogne,Fleetwood,deals,1883,1,1
Boulogne,Fleetwood,oak planed,1895,1,1
Boulogne,Fowey,hornbeam,1899,1,1
Boulogne,Goole,hornbeam,1898,1,1
Boulogne,Goole,hornbeam,1899,1,1
Boulogne,London,wood,1891,1,1
Boulogne,London,wool,1887,1,1
Boulogne,Poole,fir firewood,1893,1,1
Boya,Grimsby,sawn fir,1891,1,1
Brabestad and Rafso,London,deals and boards,1893,1,1
Brahestad,Berwick,deals,1895,1,1
Brahestad,Grimsby,deals,1887,2,2
Brahestad,Grimsby,staves,1887,1,1
Brahestad,Liverpool,battens,1879,1,1
Brahestad,London,deals,1884,1,1
Brahestadt,Berwick,fir deals,1893,1,1
Brahestadt,London,deals,1879,1,1
Brahestadt,London (Tilbury Docks),staves,1893,1,1
Brahestadt,Tyne,battens,1893,1,1
Brahestadt,Tyne,battens and boards,1893,1,1
Brake,Borrowstounness,props,1875,1,2
Brake,Borrowstounness,props,1877,1,1
Brake,Dundee,pit props,1877,1,1
Brake,Greenock,pit,1883,1,1
Brake,Inverness,pit,1883,1,1
Brake,Stockton,beechwood,1881,1,1
Brandshamn,London,battens,1895,1,1
Brazil,Liverpool,brazilwood,1883,1,1
Brazil,Liverpool,logs,1883,5,7
Brazil,Liverpool,logs,1884,1,1
Bredvik,London,battens,1887,1,1
Breme,Grimsby,deals,1889,1,1
Bremen,Bristol,beech,1893,1,1
Bremen,Bristol,wood,1891,2,2
Bremen,CLIFF'S CREEK,plants,1885,1,1
Bremen,Cliffe,beech,1885,1,1
Bremen,Cliffe,beech,1887,1,1
Bremen,Cliffe,half,1885,1,1
Bremen,Deptford,planks,1885,1,1
Bremen,Exeter,round beech,1893,1,1
Bremen,Greenock,boxwood,1889,1,1
Bremen,Grimsby,beech,1887,1,1
Bremen,Grimsby,beech,1893,1,1
Bremen,Grimsby,beechwood,1887,1,1
Bremen,Grimsby,beechwood,1893,1,1
Bremen,Grimsby,round beech,1893,1,1
Bremen,Grimsby,round beechwood,1887,1,1
Bremen,Grimsby,staves,1887,1,1
Bremen,Grimsby,wood boards,1891,1,1
Bremen,Liverpool,beech,1889,2,2
Bremen,Liverpool,lancewood,1883,1,1
Bremen,Liverpool,timber,1874,1,1
Bremen,Liverpool,wainscot logs,1874,1,1
Bremen,London,bee,1889,1,1
Bremen,London,beech,1883,2,2
Bremen,London,beech,1884,1,1
Bremen,London,beech,1885,4,4
Bremen,London,beech,1886,2,2
Bremen,London,beech,1887,3,3
Bremen,London,beech,1889,1,1
Bremen,London,beech,1891,2,2
Bremen,London,beech,1893,1,1
Bremen,London,beech planks,1883,2,2
Bremen,London,beech timber,1887,1,1
Bremen,London,beechwood,1885,2,2
Bremen,London,boards,1883,1,1
Bremen,London,boards,1885,1,1
Bremen,London,fancy wood,1874,1,1
Bremen,London,kits,1883,1,1
Bremen,London,lancewood,1881,2,2
Bremen,London,lancewood,1883,2,2
Bremen,London,logs,1883,6,6
Bremen,London,logs,1884,1,1
Bremen,London,logs,1885,1,1
Bremen,London,match splints,1889,2,2
Bremen,London,planks,1883,1,1
Bremen,London,planks,1885,5,5
Bremen,London,planks,1887,1,1
Bremen,London,planks,1889,2,2
Bremen,London,planks,1890,1,1
Bremen,London,planks,1891,1,1
Bremen,London,timber,1885,2,2
Bremen,London,walnut,1883,4,4
Bremen,London,wood boards,1885,2,2
Bremen,London,wood boards,1887,3,3
Bremen,London,wood boards,1891,2,2
Bremen,London (Deptford Buoys),staves,1887,1,1
Bremen,London (Silvertown),planks,1885,1,1
Bremen,London (Tilbury Docks),beech,1887,2,2
Bremen,London (Tilbury Docks),beechwood,1889,1,2
Bremen,London (Tilbury Docks),broom handles,1889,1,1
Bremen,London (Tilbury Docks),hoops,1887,1,1
Bremen,London (Tilbury Docks),logs,1893,1,1
Bremen,London (Tilbury Docks),planks,1891,2,2
Bremen,London (Tilbury Docks),staves,1887,1,1
Bremen,London (Tilbury Docks),wood,1887,1,1
Bremen,Lynn,planks,1889,1,1
Bremen,Lynn,wood boards,1891,1,1
Bremen,Newport,wood,1891,1,1
Bremen,PRINCE'S DOCK,beech,1895,2,2
Bremen,PRINCE'S DOCK,oak,1899,1,1
Bremen,Poole,pit props,1893,1,1
Bremen,Stockton,lancewood,1881,1,1
Bremen,TOWN DOCK,beech,1893,1,1
Bremerhaven,KEN,fir hewn pit props,1893,1,1
Bremerhaven,London,firewood,1897,1,1
Bremerhaven,Wexford,round beech,1893,1,1
Brest,Bristol,pitwood,1885,1,1
Brest,Bristol,pitwood,1897,1,1
Brest,London,pitch pine planks,1885,1,1
Brest,Newport,boards,1891,1,1
Brest,Newport,hewn fir,1883,2,2
Brest,Newport,pit,1881,4,4
Brest,Newport,pit,1883,1,1
Brest,Newport,pitwood,1883,2,2
Brest,Newport,pitwood,1889,1,1
Brest,Poole,pitwood fir,1881,1,1
Brest,Stockton,pitwood,1882,1,1
Brevig,Berwick,pit,1881,1,1
Brevig,Berwick,pitwood,1899,1,1
Brevig,Borrowstounness,battens,1875,1,2
Brevig,Borrowstounness,deals,1875,1,1
Brevig,Borrowstounness,hewn fir,1883,1,1
Brevig,Borrowstounness,mining timber,1875,1,2
Brevig,Borrowstounness,oak timber,1875,1,1
Brevig,Borrowstounness,pine deals,1875,1,1
Brevig,Borrowstounness,pine timber,1875,1,1
Brevig,Borrowstounness,pit,1875,1,1
Brevig,Borrowstounness,pit,1881,2,2
Brevig,Borrowstounness,pit,1889,1,1
Brevig,Borrowstounness,pit props,1875,1,3
Brevig,Borrowstounness,pitprops,1899,1,1
Brevig,Borrowstounness,pitwood,1887,1,1
Brevig,Borrowstounness,pitwood,1889,1,1
Brevig,Borrowstounness,pitwood,1899,1,1
Brevig,Borrowstounness,poles,1875,1,1
Brevig,Borrowstounness,props,1875,1,1
Brevig,Borrowstounness,props,1885,1,1
Brevig,Borrowstounness,redwood deal ends,1875,1,2
Brevig,Borrowstounness,redwood deals,1875,1,2
Brevig,Borrowstounness,square timber,1875,1,1
Brevig,Borrowstounness,staves,1875,1,1
Brevig,Boston,fir,1891,1,1
Brevig,Boston,hewn fir,1887,2,2
Brevig,Boston,hewn fir,1897,1,1
Brevig,Boston,pit,1887,1,1
Brevig,Boston,props,1887,1,1
Brevig,Boston,spars,1890,1,1
Brevig,Boston,spars,1895,1,1
Brevig,Bristol,fir,1893,1,1
Brevig,Bristol,firewood,1883,1,1
Brevig,Bristol,hewn fir,1885,1,1
Brevig,Bristol,hewn fir,1887,1,1
Brevig,Bristol,hewn fir,1893,1,1
Brevig,Bristol,mining,1881,2,2
Brevig,Bristol,mining poles and pit props,1899,1,1
Brevig,Bristol,mining timber,1875,1,1
Brevig,Bristol,mining timber,1893,1,1
Brevig,Bristol,oars,1885,1,1
Brevig,Bristol,pit,1875,1,1
Brevig,Bristol,poles,1883,1,1
Brevig,Bristol,poles,1885,1,1
Brevig,Bristol,sawn fir,1883,1,1
Brevig,Bristol,sawn fir,1885,1,1
Brevig,Bristol,sawn fir,1887,1,1
Brevig,Bristol,spars,1875,1,1
Brevig,Bristol,spars,1885,1,1
Brevig,Deptford,props,1889,1,1
Brevig,Deptford,square timber,1889,1,1
Brevig,Dundee,balks,1883,1,1
Brevig,Dundee,battens,1889,1,1
Brevig,Dundee,deals,1877,1,3
Brevig,Dundee,firewood,1877,1,1
Brevig,Dundee,firewood,1885,1,1
Brevig,Dundee,firewood,1897,1,1
Brevig,Dundee,half-sleepers,1877,1,1
Brevig,Dundee,hewn fir,1883,1,1
Brevig,Dundee,laths,1877,1,1
