port_name,port_type,year,num_ships,num_cargo_items,top_commodity_1,top_commodity_2,top_commodity_3
"Santa Ana, Mexico",origin,1895,1,3,logs,crotches,
Santa Cruz,origin,1879,1,1,mahogany,,
Santa Cruz,origin,1887,1,1,brazil wood,,
Santa Cruz,origin,1893,1,5,mahogany,lignum vitae,elm
Santa Cruz de Cuba,origin,1881,1,3,mahogany,cedar,
Santa Cruz del Sur,origin,1881,1,1,logs,,
Santa Eugenia,origin,1889,2,2,pitwood,pit props,
Santa Eugenia,origin,1891,2,2,pitwood,,
Santander,origin,1875,1,1,walnut,,
Santanter,origin,1893,1,0,,,
Santiago de Cuba,origin,1879,1,0,,,
Santos,origin,1881,1,1,logs,,
Santos,origin,1883,1,1,logs,,
Santos,origin,1892,1,1,sawn fir,,
Sapelo,origin,1893,1,2,fir timber,,
Sapelo,origin,1895,4,7,deals,sawn pitch pine timber,sawn pitch pine
Sapelo,origin,1897,3,4,sawn pitch pine,pitch pine deals,sawn fir
Sapelo,origin,1898,1,1,pitch pine,,
Sapelo,origin,1899,10,14,sawn pitch pine,sawn fir,logs
Sapelo Sound,origin,1891,1,2,pitch pine timber,pitch,
"Sapelo, Ga",origin,1899,2,4,deals,sawn pitch pine timber,pitch pine deals
"Sapelo, Ga.",origin,1899,2,5,logs,pp deals,
Sapilo,origin,1893,2,5,deals,sawn,hewn pitch pine
Sapso,origin,1893,1,3,sawn fir,hewn fir,fir deals
Sapuo,origin,1893,1,1,sawn fir,,
Sarpsborg,origin,1875,1,1,pitwood,,
Sarpsborg,origin,1877,1,1,deals and battens,,
Sarpsborg,origin,1879,2,1,boards,,
Sarpsborg,origin,1881,3,3,battens,fir,firwood
Sarpsborg,origin,1883,4,6,props,battens,boards
Sarpsborg,origin,1885,3,3,firewood,sawn fir,
Sarpsborg,origin,1887,2,2,firewood,birch,
Sarpsborg,origin,1889,3,5,birch,firewood,props
Sarpsborg,origin,1891,6,6,hewn fir,firewood,pit
Sarpsborg,origin,1893,10,10,hewn fir,sawn fir,hewn fir pulp wood
Sarpsborg,origin,1895,2,1,sawn fir,,
Sastmola,origin,1887,1,1,sawn fir,,
Satilla,origin,1877,1,3,pitch pine timber,pitch,deals
Satilla River,origin,1881,1,2,pitch pine,pitch,
Sault,origin,1879,1,0,,,
Sault,origin,1881,1,0,,,
Sault,origin,1883,2,0,,,
Sault,origin,1885,3,0,,,
Sault,origin,1887,4,0,,,
Sault,origin,1889,2,0,,,
Sault,origin,1891,1,0,,,
Sault au,origin,1883,1,0,,,
Sault au Cochon,origin,1879,1,1,deals,,
Sault au Cochon,origin,1881,1,4,deals,boards,palings
Sault au Cochon,origin,1889,1,3,spruce,,
Sauris,origin,1877,1,2,timber,deals,
Savanilla,origin,1883,1,2,lignum,lancewood,
Savannah,origin,1874,1,1,oak staves,,
Savannah,origin,1875,8,21,staves,deals,logs
Savannah,origin,1877,6,17,boards,pitch pine timber,pitch pine deals
Savannah,origin,1879,2,2,pine,deals,
Savannah,origin,1881,2,2,boards,logs,
Savannah,origin,1883,5,9,logs,pine,planks
Savannah,origin,1884,1,1,oak,,
Savannah,origin,1885,9,10,staves,deals,planks
Savannah,origin,1886,1,1,staves,,
Savannah,origin,1887,8,8,oak,deals,staves
Savannah,origin,1888,2,2,firewood,staves,
Savannah,origin,1889,11,14,staves,pitch pine,oak
Savannah,origin,1891,4,4,staves,oak,firewood
Savannah,origin,1893,8,8,staves,oak,white
Savannah,origin,1895,4,5,staves,butts,deals
"Savannah, Georgia",origin,1881,1,1,firewood,,
"Savannah, U.S.",origin,1883,1,2,logs,deals,
Savenas,origin,1881,1,1,battens and boards,,
Savenas,origin,1885,1,1,deals,,
Savenas,origin,1891,1,1,fms,,
Savenas,origin,1893,1,1,,,
Savernaes,origin,1893,1,2,fir blocks,fir sleepers,
Savona,origin,1881,1,1,walnut,,
Scarsport,origin,1885,1,2,deals,,
Schabk,origin,1885,1,0,,,
Schiedam,origin,1881,1,1,wood hoops,,
Schiedam,origin,1883,1,1,hoops,,
Schiedam,origin,1885,5,5,hoops,wood hoops,
Schippswick,origin,1879,1,1,battens,,
Scholocklea,origin,1879,1,0,,,
Secumkali,origin,1883,1,1,walnut,,
Sederhamn,origin,1883,1,1,deals,,
Serpa,origin,1879,1,1,cedar,,
Setubal,origin,1897,1,1,pit wood,,
Sevastopol,origin,1885,4,7,staves,oak,logs
Sevastopol,origin,1887,4,8,oak,staves,wainscot
Sevastopol,origin,1889,1,1,staves,,
Shanghai,origin,1883,3,3,logs,,
Shanghai,origin,1892,1,2,logs,,
Shediac,origin,1874,4,11,scantlings,deal ends,palings
Shediac,origin,1875,10,24,deals,palings,scantlings
Shediac,origin,1877,13,31,deals,ends,scantlings
Shediac,origin,1879,16,15,deals,,
Shediac,origin,1881,13,21,deals,scantlings,ends
Shediac,origin,1883,12,21,deals,scantlings,ends
Shediac,origin,1885,8,9,deals,ends,
Shediac,origin,1887,8,16,deals,scantlings,spruce
Shediac,origin,1889,21,45,deals,scantlings,boards
Shediac,origin,1891,5,8,deals,fir,scantlings
Shediac,origin,1893,17,23,fir deals,fir deals and ends,deals
Shediac,origin,1895,5,5,deals,battens,
Shediac,origin,1899,1,1,,,
Sheet Harbour,origin,1874,1,2,deals,deal ends,
Sheet Harbour,origin,1879,3,2,deals,,
Sheet Harbour,origin,1881,2,1,deals,,
Sheet Harbour,origin,1883,9,11,deals,palings,boards
Sheet Harbour,origin,1884,1,2,deals,,
Sheet Harbour,origin,1885,8,17,deals,ends,fir
Sheet Harbour,origin,1887,2,2,hewn birch,deals,
Sheet Harbour,origin,1888,1,1,deals,,
Sheet Harbour,origin,1889,6,14,deals,boards,scantlings
Sheet Harbour,origin,1890,1,2,birch,deals,
Sheet Harbour,origin,1891,1,1,deals,,
Sheet Harbour,origin,1892,1,1,deals,,
Sheet Harbour,origin,1893,2,2,deals,fir deals and ends,
Sheet Harbour,origin,1899,1,1,deals,,
"Sheet Harbour, Canada",origin,1887,1,1,sawn fir,,
"Sheet Harbour, N. B.",origin,1887,1,1,deals,,
"Sheet Harbour, N.B.",origin,1881,2,5,deals,boards,scantlings
"Sheet Harbour, U.S.",origin,1883,1,1,pit,,
Sheliac,origin,1881,1,1,deals,,
"Sheliac, N.B.",origin,1887,1,1,deals,,
"Shemogue, N.B.,",origin,1879,1,1,deals,,
Sherbrooke,origin,1875,1,3,timber,deals,ends
Sherbrooke,origin,1879,1,1,deals,,
Sherbrooke,origin,1883,2,2,deals,,
Sherbrooke,origin,1885,3,3,deals,,
Sherbrooke,origin,1889,1,1,deals,,
Sherbrooke,origin,1892,1,1,deals,,
Ship Harbour,origin,1874,1,2,deals,palings,
Ship Harbour,origin,1875,1,2,deals,,
Ship Harbour,origin,1877,1,5,deals,scantlings,ends
Ship Harbour,origin,1879,1,1,deals,,
Ship Harbour,origin,1881,2,5,deals,fir sawn,boards
Ship Harbour,origin,1883,2,2,deals,,
Ship Harbour,origin,1885,1,1,deals,,
Ship Harbour,origin,1887,1,2,deals,,
Ship Harbour,origin,1889,4,7,deals,sawn fir,ends
Ship Harbour,origin,1893,1,1,deals,,
Ship Harbour,origin,1895,1,1,deals,,
Ship Harbour,origin,1899,1,1,spruce deals,,
Ship Island,origin,1884,1,2,hewn pitch pine,pitch,
Ship Island,origin,1885,1,1,staves,,
Ship Island,origin,1887,1,4,hewn and,sawn timber,poplar
Ship Island,origin,1889,5,12,deals,sawn pitch pine,hewn ppa
Ship Island,origin,1891,1,3,hewn p,sawn timber,stowage
Ship Island,origin,1893,4,10,deals,hewn fir,sawn fir
Ship Island,origin,1897,2,6,hewn fir,sawn fir,hewn pitch pine
Ship Island,origin,1899,3,9,sawn timber,deals,boards
"Shulee, N.S.",origin,1879,1,1,deals,,
Shulu,origin,1877,1,3,spars,deals,palings
Sidekaviken,origin,1889,1,1,deals,,
Sietwende,origin,1885,1,1,props,,
Sikea,origin,1875,1,2,boards,firewood,
Sikea,origin,1879,2,2,boards,battens,
Sikea,origin,1881,1,1,deals,,
Sikea,origin,1883,2,3,firewood,sawn fir,hewn fir
Sikea,origin,1885,1,1,sawn fir,,
Sikea,origin,1887,1,1,sawn fir,,
Sikea,origin,1889,2,2,boards,firewood,
Sikea,origin,1895,5,5,sawn fir,battens,firewood
Simo,origin,1879,7,7,deals,battens,
Simo,origin,1881,3,4,deals,fir,firewood
Simo,origin,1883,9,4,deals,sawn fir,battens
Simo,origin,1885,3,5,firewood,battens,planks
Simo,origin,1887,3,3,deals,,
Simo,origin,1889,6,9,deals,firewood,
Simo,origin,1893,3,3,fir deals and battens,deals,fir deals
Simo,origin,1895,3,4,pulpwood,deals,ends
Simo,origin,1899,1,1,deals,,
Singapore,origin,1874,1,1,logwood,,
Singapore,origin,1881,3,3,planks,teak,
Singapore,origin,1883,1,1,battens,,
Singapore,origin,1885,1,1,planks,,
Singapore,origin,1891,6,8,logs,planks,timber
Singapore,origin,1892,1,2,lgs,planks,
Singapore,origin,1893,5,5,timber,logs,jarrah
Singapore,origin,1895,1,3,teak,teak boards,
Singapore,origin,1897,1,1,teak,,
Singapore,origin,1899,1,1,jarrah,,
Sinowjews,origin,1899,1,0,,,
Sjune,origin,1875,1,5,battens,lathwood,sleepers
Skein,origin,1889,2,3,spars,firewood,telegraph
Skein,origin,1891,1,1,telegraph,,
Skein,origin,1892,1,1,debenture staves,,
Skein,origin,1897,1,1,pitwood,,
Skein,origin,1899,1,1,telegraph,,
Skelleftea,origin,1874,5,14,deals,battens,laths
Skelleftea,origin,1877,17,21,deals,dozen,battens
Skelleftea,origin,1879,21,20,deals,firewood,battens
Skelleftea,origin,1881,28,40,deals,battens,fir hewn
Skelleftea,origin,1883,34,44,sawn fir,deals,battens
Skelleftea,origin,1885,43,56,deals,firewood,sawn fir
Skelleftea,origin,1887,45,54,sawn fir,deals,firewood
Skelleftea,origin,1889,40,50,firewood,deals,battens
Skelleftea,origin,1891,23,27,firewood,deals,fir
Skelleftea,origin,1892,1,1,deals,,
Skelleftea,origin,1893,19,23,sawn fir,fir battens,firewood
Skelleftea,origin,1895,34,41,firewood,deals,battens
Skelleftea,origin,1898,2,1,deals and battens,,
Skelleftea,origin,1899,14,16,deals,fms,firewood
Skepfovik,origin,1875,1,1,deals,,
Skeppevik,origin,1879,1,1,deals,,
Skepps,origin,1883,1,0,,,
Skeppsvik,origin,1879,1,1,planks,,
Skeppsvik,origin,1883,8,10,firewood,deals,battens
Skeppsvik,origin,1885,8,10,deals,firewood,sawn fir
Skeppsvik,origin,1887,1,1,deals,,
Skeppsvik,origin,1889,1,1,fir,,
Skien,origin,1874,3,6,timber,boards,floorings
Skien,origin,1875,10,44,deals,battens,boards
Skien,origin,1877,8,10,battens,props,mining props
Skien,origin,1879,7,3,boards,timber,
Skien,origin,1881,38,60,pit,firewood,props
Skien,origin,1883,41,61,hewn fir,props,battens
Skien,origin,1885,51,64,hewn fir,props,firewood
Skien,origin,1886,1,1,hewn fir,,
Skien,origin,1887,51,70,props,hewn fir,firewood
Skien,origin,1888,3,5,hewn fir,props,pit
Skien,origin,1889,54,94,props,square timber,hewn fir
Skien,origin,1890,2,2,pit,telegraph,
Skien,origin,1891,47,60,pit,props,hewn fir
Skien,origin,1892,2,5,telegraph,props,mining timber
Skien,origin,1893,33,41,telegraph,hewn fir,sawn fir
Skien,origin,1895,22,27,hewn fir,pit props,firewood
Skien,origin,1896,1,1,pit,,
Skien,origin,1897,14,20,hewn fir,pit props,deals and boards
Skien,origin,1898,1,1,hewn fir,,
Skien,origin,1899,25,26,pit props,deals,battens
Skippevik,origin,1879,1,1,deals,,
Skjoldvik,origin,1893,1,1,deals,,
Skonvik,origin,1874,1,3,deals,timber,
Skonvik,origin,1875,11,62,deals,timber,battens
Skonvik,origin,1877,14,31,deals,battens,timber
Skonvik,origin,1878,1,2,timber,deals,
Skonvik,origin,1879,12,12,firewood,deals,boards
Skonvik,origin,1881,16,21,firewood,deals,fir hewn
Skonvik,origin,1883,29,37,deals,firewood,hewn fir
Skonvik,origin,1885,24,32,deals,battens,firewood
Skonvik,origin,1887,12,18,deals,firewood,battens
Skonvik,origin,1889,14,22,deals,firewood,fir
Skonvik,origin,1891,3,7,deals,boards,battens
Skonvik,origin,1893,14,13,firewood,deals,fir sawn
Skonvik,origin,1895,6,4,deals,firewood,
Skonvik,origin,1898,3,0,,,
Skonwick,origin,1874,1,16,battens,timber,deals
Skouvik,origin,1887,1,2,firewood,edgings,
Skutakar,origin,1877,1,1,boards,,
Skutakar,origin,1883,1,2,deals,boards,
Skutakar,origin,1885,1,1,planks and battens,,
Skutekar,origin,1885,1,1,staves,,
Skutekar,origin,1887,1,1,deals,,
Skutekar,origin,1889,1,1,battens,,
Skuthamn,origin,1889,1,1,sawn fir,,
Skutskar,origin,1874,3,3,deals,,
Skutskar,origin,1875,8,11,deals,timber,boards
Skutskar,origin,1877,16,21,deals,battens,deals and battens
Skutskar,origin,1878,1,2,staves,boards,
Skutskar,origin,1879,10,10,deals,boards,staves
Skutskar,origin,1881,8,12,telegraph,staves,deals and boards
Skutskar,origin,1882,1,1,deals,,
Skutskar,origin,1883,18,28,deals,battens,staves
Skutskar,origin,1884,1,4,staves,planed boards,planed battens
Skutskar,origin,1885,40,61,deals,firewood,staves
Skutskar,origin,1887,33,38,deals,firewood,sawn fir
Skutskar,origin,1888,2,2,deals,,
Skutskar,origin,1889,54,75,deals,firewood,battens
Skutskar,origin,1891,40,40,deals,firewood,sawn fir
Skutskar,origin,1892,1,1,firewood,,
Skutskar,origin,1893,34,51,firewood,deals,sawn fir
Skutskar,origin,1895,51,52,deals,firewood,deals and battens
Skutskar,origin,1897,2,3,deals,deal ends,
Skutskar,origin,1898,3,2,deals,firewood,
Skutskar,origin,1899,11,11,deals,firewood,deals and battens
Skutskar and Harnas,origin,1895,1,2,sawn fir,mouldings,
Skutvik,origin,1881,1,1,deals,,
Skutvik,origin,1883,1,1,deals,,
Sleipner,origin,1891,1,1,props,,
Sligo,destination,1881,71,111,fir,deals,pit
Sligo,destination,1883,87,117,pit,deals,battens
Sligo,destination,1884,4,5,staves,pit,timber
Sligo,destination,1885,49,60,pit,hewn fir,deals
Sligo,destination,1887,63,67,pit,sawn fir,pitwood
Sligo,destination,1889,48,73,deals,fir,sawn fir
Sligo,destination,1891,4,6,sawn fir,sawn,birch
Sligo,destination,1893,4,6,sawn fir,hewn fir,fir deals and ends
Sligo,destination,1895,3,6,deals,sawn fir,boards
Slingso,origin,1889,1,1,props,,
Slite,origin,1874,1,2,deals and casewood,,
Slite,origin,1875,2,3,staves,deals,pit props
Slite,origin,1877,3,8,pit props,staves,firwood
Slite,origin,1879,2,2,firewood,staves,
Slite,origin,1881,3,5,deals,staves,headings
Slite,origin,1883,1,1,staves,,
Slite,origin,1885,4,4,staves,,
Slite,origin,1887,3,8,headings,staves,firewood
Slite,origin,1889,1,2,staves,headings,
Slite,origin,1893,1,3,staves,headings,spars
Slite,origin,1899,1,1,pit props,,
Slitehamn,origin,1877,2,4,firewood,deals,
Smartvik,origin,1893,1,1,deals,,
Smyrna,origin,1874,1,4,logs,boxwood,
Snaeroen,origin,1892,1,1,sawn fir,,
Snaroen,origin,1889,4,7,sawn fir,,
Snaroen,origin,1891,5,7,sawn fir,boards,case boards
Snaroen,origin,1893,1,2,sawn fir,loose,
Snaroen and Christiania,origin,1893,1,1,case boards,,
Snarven,origin,1883,1,1,boards,,
Sod rhamn,origin,1881,1,1,fir sawn,,
Soderhamn,origin,1874,23,35,deals,deals and battens,firewood
Soderhamn,origin,1875,23,49,deals,deals and boards,battens
Soderhamn,origin,1877,44,93,deals,boards,deals and boards
Soderhamn,origin,1879,111,99,deals,firewood,boards
Soderhamn,origin,1881,89,94,deals,firewood,battens
Soderhamn,origin,1882,1,1,deals,,
Soderhamn,origin,1883,110,109,deals,firewood,deals and battens
Soderhamn,origin,1885,92,115,deals,firewood,battens
Soderhamn,origin,1887,86,98,deals,firewood,sawn fir
Soderhamn,origin,1889,60,75,deals,firewood,battens
Soderhamn,origin,1891,44,47,deals,firewood,battens
Soderhamn,origin,1892,1,4,fir,firewood,deals
Soderhamn,origin,1893,49,50,deals,firewood,deals and battens
Soderhamn,origin,1895,42,41,deals,firewood,sawn fir
Soderhamn,origin,1897,7,7,deals,firewood,
Soderhamn,origin,1898,1,0,,,
Soderhamn,origin,1899,23,26,deals,firewood,battens
Soderhamn nd Iggesund,origin,1891,1,1,deals,,
Soderkalix,origin,1899,1,1,beech logs,,
Soderkoping,origin,1891,1,1,props,,
Soderkopling,origin,1893,1,1,sawn,,
Sodernamn,origin,1891,1,1,deals,,
Sodertelje,origin,1877,2,2,deals,,
Sofia,origin,1895,1,0,,,
Soladstrom,origin,1877,1,1,pit,,
Solsatsen,origin,1881,1,1,pit,,
Solstadstrom,origin,1885,2,2,props,pit,
Solstadstrom,origin,1889,2,2,props,,
Solstadstrom,origin,1891,1,1,pit,,
Solstadstrom,origin,1893,2,2,pit,fir props,
Solstastrom,origin,1879,1,0,,,
Solstradstrom,origin,1887,1,1,pit,,
Solvetsburg,origin,1887,1,1,birch,,
Soon,origin,1877,1,1,pit,,
Soon,origin,1883,5,7,props,square fir,round fir
Soon,origin,1889,2,3,pitwood,spars,props
Soperhamn,origin,1891,1,1,deals,,
Soraka,origin,1874,1,1,redwood,,
Soraker,origin,1877,1,1,battens,,
Soraker,origin,1891,2,2,fir,,
Soraki,origin,1879,1,1,deals,,
Sorel,origin,1891,1,2,props,firewood,
Sorga,origin,1883,1,1,battens,,
Sornas,origin,1887,1,1,sawn fir,,
Sornas,origin,1889,3,3,deals,sawn firwood,sawn
Sornas,origin,1893,2,3,deals,beech staves,boards
Sornas,origin,1898,1,1,floorings,,
Sornas Helsingfors,origin,1893,1,1,fir sawn,,
Soroka,origin,1877,3,10,deals,boards,ends
Soroka,origin,1879,9,9,deals,,
Soroka,origin,1881,10,12,deals,boards,staves
Soroka,origin,1883,12,16,deals,battens,staves
Soroka,origin,1885,20,34,deals,boards,firewood
Soroka,origin,1887,7,10,deals,staves,battens
Soroka,origin,1889,5,6,deals,boards,
Soroka,origin,1891,4,3,deals,staves,
Soroka,origin,1893,5,8,fir staves,fir deals,deals
Soroka,origin,1895,9,9,deals,staves,sawn fir
Sourabaya,origin,1875,1,0,,,
Sourabayo,origin,1891,1,1,staves,,
South West Africa,origin,1895,1,0,,,
Southampton,origin,1879,6,0,,,
Spain,origin,1881,1,1,violetwood,,
Spain,origin,1898,1,1,wood blocks,,
Spencer Island,origin,1887,1,1,deals,,
"Spencer's Island, N.S.",origin,1885,1,1,deals,,
Sprangsviken,origin,1874,1,1,battens,,
Sprangsviken,origin,1875,1,1,battens,,
Sprangsviken,origin,1879,1,1,planks,,
Sprangsviken,origin,1881,2,2,deals,firewood,
Sprangsviken,origin,1883,2,2,firewood,battens,
Sprangsviken,origin,1885,1,1,battens,,
Sprangsviken,origin,1889,1,1,deals,,
Sprangsviken,origin,1895,1,1,battens,,
Sprangsviken,origin,1899,2,2,firewood,deals,
Spruce Deals,origin,1899,1,0,,,
St,origin,1874,49,147,deals,palings,scantlings
St,origin,1875,38,86,deals,scantlings,palings
St,origin,1877,79,168,deals,scantlings,palings
St,origin,1878,3,3,,,
St Brieux,origin,1891,1,1,pit props,,
St John N.B.,origin,1897,1,6,deals,hewn,oak
"St John, N B",origin,1893,1,4,deals,scantlings,boards
"St John, N.B.",origin,1883,1,4,deals,scantlings,ends
"St John, N.B.",origin,1891,1,2,sawn fir,sawn birch,
"St John, N.B.",origin,1893,1,1,sawn fir deals,,
"St John, NB",origin,1893,1,2,nds,boards,
"St, John, N.B.",origin,1891,1,1,deals,,
St.,origin,1885,1,1,lathwood,,
St. Alfred,origin,1893,1,0,,,
St. Ana,origin,1879,1,1,mahogany,,
St. Ana,origin,1883,2,4,logs,lcgs,
St. Ann's Bay,origin,1891,1,1,bitterwood,,
St. Anna,origin,1879,1,1,mahogany,,
St. Anna,origin,1881,1,1,logs,,
St. Anne des Monts,origin,1895,1,2,boards,deals,
St. Annes des Montes,origin,1889,1,2,spruce,,
St. Brie ux,origin,1883,1,1,pit,,
St. Charles,origin,1893,1,0,,,
St. Clair,origin,1881,1,1,deals,,
St. Cyprian,origin,1879,1,0,,,
St. Domingo,origin,1883,3,8,lignum,timber,scantlings
St. Domingo,origin,1884,1,1,lignum,,
St. Domingo,origin,1891,5,6,lignum,mahogany,lancewood
St. Estephe,origin,1889,2,2,pit props,pitwood,
St. Estephe,origin,1890,3,3,pitwood,pit,
St. Estephe,origin,1891,2,2,pit,pitwood,
St. Estephe,origin,1893,2,2,pitwood,,
St. Estephe,origin,1899,4,4,pitwood,,
St. Estophe,origin,1889,1,1,pit,,
St. Etienne,origin,1887,1,1,deals,,
St. Etienne,origin,1889,3,6,deals,spruce,pine palmiage
St. Etienne,origin,1893,4,5,fir sawn,deals,palings
St. Etienne,origin,1895,1,1,deals and ends,,
St. Eugenia,origin,1883,1,1,pitwood,,
St. Eugenia,origin,1889,2,2,hewn fir,pitwood,
St. Eugenie,origin,1891,1,1,pitwood,,
St. George's,origin,1881,1,3,pine,logs,deals
"St. George, N.B.",origin,1879,1,1,deals,,
St. Ignace,origin,1879,4,4,deals,,
St. Jago,origin,1881,1,3,boards,logs,crotches
St. Jago de Cuba,origin,1881,1,1,logs,,
St. Jago de Cuba,origin,1883,1,2,logs,,
St. John,origin,1879,61,59,deals,,
St. John,origin,1880,2,9,scantlings,deals,ends
St. John,origin,1881,112,247,deals,scantlings,boards
St. John,origin,1883,104,261,deals,scantlings,boards
St. John,origin,1884,5,15,deals,scantlings,spars
St. John,origin,1885,95,197,deals,scantlings,birch
St. John,origin,1886,7,25,deals,scantlings,boards
St. John,origin,1887,70,137,deals,scantlings,boards
St. John,origin,1888,3,8,deals,scantlings,ends
St. John,origin,1889,92,215,deals,scantlings,birch
St. John,origin,1890,2,3,sawn fir,fir battens,sawn
St. John,origin,1891,43,103,deals,birch,scantlings
St. John,origin,1892,4,9,deals,scantlings,spruce
St. John,origin,1893,57,107,deals,birch,fir deals
St. John,origin,1895,34,68,deals,scantlings,birch
St. John,origin,1896,3,3,deals,battens and boards,
St. John,origin,1897,17,25,deals,deals and ends,logs
St. John,origin,1898,3,9,deals,scantlings,deal ends
St. John,origin,1899,17,21,deals,maple,firewood
St. John N.B.,origin,1887,1,1,deals,,
St. John N.B.,origin,1891,1,1,deals,,
St. John's,origin,1879,1,1,deals,,
St. John's,origin,1881,7,11,deals,store wood,scantlings
St. John's,origin,1883,2,3,deals,sawn fir,
St. John's,origin,1889,4,10,deals,birch,scantlings
St. John's,origin,1899,1,1,fir deals,,
St. John's and Halifax,origin,1898,1,1,deals,,
"St. John's, N.F.",origin,1881,2,2,staves,boards,
"St. John's, N.F.",origin,1883,1,1,wood hoops,,
"St. John's, Newfoundland",origin,1885,1,1,wood hoops,,
"St. John, Halifax",origin,1890,1,1,lumber,,
"St. John, N B",origin,1893,1,1,ends,,
"St. John, N B,",origin,1895,3,3,deals,,
"St. John, N B.",origin,1883,1,4,deals,boards,scantlings
"St. John, N B.",origin,1893,2,5,deals,fir saw,scantlings
"St. John, N B.",origin,1898,1,1,deals,,
"St. John, N B.",origin,1899,1,1,deals and bds,,
"St. John, N.B",origin,1887,1,2,sawn fir,sawn birch,
"St. John, N.P.",origin,1885,1,4,timber,deals,deal ends
"St. John, N.S.",origin,1895,1,1,deals,,
St. John. N.B.,origin,1883,1,2,deals,,
St. John. N.B.,origin,1889,1,1,sawn fir,,
"St. Johns, N.B.",origin,1883,1,2,deals,,
"St. Johns, N.B.",origin,1899,1,1,deals and ends,,
St. Lawrence,origin,1883,1,2,deals,,
St. Lucia,origin,1881,2,2,,,
St. Lucia,origin,1883,2,2,,,
St. Malo,origin,1879,1,0,,,
St. Malo,origin,1881,13,13,pit,pitwood,fir hewn
St. Malo,origin,1883,8,8,pitwood,hewn fir,oak
St. Malo,origin,1884,1,1,hewn fir,,
St. Malo,origin,1885,2,4,hewn oak,boathooks,deals
St. Malo,origin,1887,2,2,alderwood,,
St. Malo,origin,1888,1,1,pitwood,,
St. Malo,origin,1889,7,7,pitwood,,
St. Malo,origin,1891,5,5,pitwood,wood hoops,
St. Malo,origin,1893,8,8,pitwood,hoops,hewn fir pitwood
St. Malo,origin,1897,1,1,sawn wood hoops,,
St. Malo,origin,1898,1,1,laths,,
St. Margaret's Bay,origin,1891,1,1,deals,,
St. Margaret's Bay,origin,1899,3,3,fir,sawn fir,fir deals
"St. Margaret's Bay, N.S",origin,1899,1,1,deals,,
"St. Margaret's Bay, N.S.",origin,1883,2,7,deals,scantlings,ends
"St. Margaret's Bay, N.S.",origin,1893,1,1,fir deals and ends,,
St. Mary,origin,1879,1,1,deals,,
St. Mary River,origin,1883,1,1,deals,,
St. Mary's,origin,1879,1,1,deals,,
St. Mary's,origin,1881,3,5,deals,pine,birch square timber
St. Mary's,origin,1885,1,2,sawn square timber,deals,
"St. Mary's, Georgia",origin,1881,2,2,pine,deals,
"St. Mary's, N.S.",origin,1883,1,3,hewn birch,hewn fir,deals
"St. Marzonell's Bay, N.S.",origin,1881,1,5,deals,timber,boards
St. Montreal,origin,1883,1,1,deals,,
St. Nazaire,origin,1879,6,0,,,
St. Nazaire,origin,1881,2,2,pit,,
St. Nazaire,origin,1883,12,12,pitwood,hewn fir,props
St. Nazaire,origin,1884,1,1,pitwood,,
St. Nazaire,origin,1887,8,9,pitwood,hoops,pit
St. Nazaire,origin,1888,2,2,alder,pitwood,
St. Nazaire,origin,1889,6,6,pitwood,dogwood,wood sawn n
St. Nazaire,origin,1891,7,7,split wood,hoops,hewn wood
St. Nazaire,origin,1892,1,2,hoops,staves,
St. Nazaire,origin,1893,4,4,staves,sawn unrated timber,wooden
St. Nazaire,origin,1895,1,1,pitwood,,
St. Nazaire,origin,1897,3,4,hoops,,
St. Orleans,origin,1889,1,1,staves,,
St. P'burg.,origin,1879,2,1,deals,,
St. Paul's Bay,origin,1887,1,2,birchwood,deals,
St. Peter,origin,1889,1,1,props,,
St. Petersburg,origin,1874,1,1,battens,,
St. Petersburg,origin,1877,2,2,mining timber,,
St. Petersburg,origin,1879,12,5,deals,,
St. Petersburg,origin,1881,33,45,lathwood,rickers,deals
St. Petersburg,origin,1883,39,62,lathwood,deals,rickers
St. Petersburg,origin,1885,21,37,deals,lathwood,rickers
St. Petersburg,origin,1887,114,199,lathwood,rickers,deals
St. Petersburg,origin,1889,135,263,deals,lathwood,rickers
St. Petersburg,origin,1891,59,112,rickers,deals,lathwood
St. Petersburg,origin,1893,45,75,rickers,lathwood,props
St. Petersburg,origin,1895,42,50,rickers,firewood,lathwood
St. Petersburg,origin,1897,8,9,deals,lathwood,deals and battens
St. Petersburg,origin,1899,12,12,lathwood,deals,hewn fir
St. Petersburg Town,origin,1881,2,3,lathwood,rickers,
St. Petersburg and Cronstadt,origin,1891,1,3,firewood,lathwood,deals
St. Servan,origin,1879,2,1,oak,,
St. Simon's,origin,1889,3,5,boards,pitch pine fir,pitch
St. Simon's Island,origin,1883,1,2,timber,deals,
"St. Simon's, Florida",origin,1891,1,2,sawn fir,fir,
St. Simons,origin,1889,1,2,sawn fir,deals,
St. Simons,origin,1891,2,4,sawn pitch pine,pitch,fir
St. Simons,origin,1893,1,3,hewn oak,sawn fir,deals
St. Thomas,origin,1879,1,1,deals,,
St. Thomas,origin,1881,1,1,deals,,
St. Thomas,origin,1883,3,4,deals,firewood,
St. Thomas,origin,1887,3,3,deals,,
St. Thomas,origin,1889,5,5,deals,staves,
St. Thomas,origin,1891,2,2,deals,,
St. Thomas,origin,1895,3,3,sawn fir,,
St. Thomas,origin,1899,1,1,deals,,
"St. Thomas, Quebec",origin,1893,1,1,deals,,
