source_file,line_number,extracted_ship,char_count,size_category,format_type,at_symbols,emdashes,hyphens,semicolons,periods,estimated_total_ships,estimated_missed_ships,raw_line_preview
18990415p.655_p001.txt,59,Porsgrund,356,LOW,OTHER,0,1,0,0,4,1,0,"Porsgrund was, Mr. Burton added, a port from which there sailed numerous vessels, the masters of which had been convicted in that court, and he submitted that something more than a nominal penalty sho..."
18990415p.655_p001.txt,108,Turanian,395,LOW,HYPHEN_SEMICOLON,0,0,9,7,18,1,0,"Turanian (s)-Portland, Me.-503 bdls. deals, 59 pcs. elm logs-J. Kennedy & Co.; 1,000 pcs. square birch timber-H. Kennedy and Co.; 20 logs maple-Munro, Brice & Co.; 8,275 pcs. birch lumber-British Colu..."
18990422p.680_p001.txt,25,Manhanset,368,LOW,HYPHEN_SEMICOLON,0,0,9,6,13,1,0,"Manhanset (s) - Baltimore - 2,000 maple boards, 592 pcs. poplar lumber-Taylor & Low Bros. ; 2,774 pcs. oak lumber-J. Kennedy & Co. ; 194 pcs. oak planks-Heber Denty ; 271 pcs. white oak planks-May & H..."
18990422p.680_p001.txt,108,Numidian,315,LOW,HYPHEN_SEMICOLON,0,0,9,7,16,1,0,"Numidian (s)-Portland, Me.-1,347 maple r blocks-R. Bury & Co. ; 3,155 pcs. maple blocks-T. Mitchell ; 1,500 maple blocks-Mitchell Bros. ; 136 pcs. elm - Harrison, McKenzie & Co. ; 1,116 maple blocks-T..."
18990422p.680_p002.txt,165,Nicaraguan,472,LOW,HYPHEN_SEMICOLON,0,0,11,8,24,1,0,"19 Nicaraguan (s)-Kingston-1,059 lancewood spars for sundry consignees, 325 pcs. Brazil from Vera Cruz 4,447, pcs. Brazil-Batchelor & Co. ; 6,973 pcs. Brazil from New Orleans, 605 bdls. fustic-Duncan,..."
18990422p.680_p002.txt,170,Templemore,506,MEDIUM,HYPHEN_SEMICOLON,0,0,9,7,27,1,0,"19 Templemore (s)-Baltimore-286 pcs. oak-Clayton, Redhead & Co. ; 41 pcs. oak, 110 poplar-W. Conway & Co. ; 3,908 pcs. oak-Jas. Kennedy ; 101 pcs. oak-Churchill and Sim ; 453 bdls. n.c. pine-Tunis Lum..."
18990422p.680_p002.txt,174,Bernard Hall,303,LOW,UNKNOWN,0,0,8,2,7,1,0,"Bernard Hall (s)-Curacoa, &c. from Curacoa-389 pcs. mahogany-M. Ventura ; from Colon-73 logs mahogany-Widow, Duranty & Son, 51 logs cedar-Frankfurter & Labermann ; from New Orleans-5,128 pcs. pine lum..."
18990429p.717_p001.txt,107,Ardinian,321,LOW,OTHER,0,7,0,6,15,1,0,"Ardinian (s)—Portland, Me.—13,414 maple blocks for sundry consignees ; 448 bdls. birch—Brit. Canadian Timber Co. ; 1,441 maple roller blocks—R. Berry & Co. ; 72 logs hickory—R. Curwen & Sons ; 1,695 p..."
18990429p.717_p003.txt,87,Michigan,346,LOW,OTHER,0,5,2,5,15,1,0,"Michigan (s) - Boston - 174 bdls. poplar lumber—L. C. Hay; 1,703 pcs. oak—A. Dobell & Co.; 1,000 maple roller blocks—T. Silverwood; 1,355 maple roller blocks—Merchants' Bank of Canada; 20,107 last blo..."
18990429p.717_p003.txt,107,Cape,331,LOW,OTHER,0,11,0,5,6,1,0,"Cape Lopez—485 billets ebony—Hatton and Cookson; 628 billets ebony—J. Holt and Co.; from Gaboon—35 logs mahogany—J. Holt & Co.; from Ukaka—716 billets ebony, 1,635 billets redwood—Hatton and Cookson; ..."
18990429p.717_p003.txt,127,Cayo Romano,324,LOW,OTHER,0,8,0,6,16,1,0,"Cayo Romano (s)—Kingston and Rio Bueno—54 logs mahogany—Park, Macfadyen & Co.; 190 pcs. poplar—Howard Bros.; 2,578 pcs. oak—E. Bigland & Co.; 2,155 pcs. oak, 1,679 pcs. 402 pcs. walnut—Churchill & Sim..."
18990429p.717_p003.txt,159,Hemel,1056,HIGH,OTHER,0,1,0,0,20,1,0,Hemel Hempstead.—The Official Receiver for the St. Alban's district has issued particulars under this failure from which it appears that the debtor has filed a statement of affairs showing gross liabi...
18990429p.725.txt,60,Orthia,660,MEDIUM,HYPHEN_SEMICOLON,0,0,14,12,32,1,0,"22 Orthia-Baltimore-126 pcs. 1 car. oak-Wright, Graham & Co. ; 1,044 pcs. 5 cars. oak-James Kennedy & Co. ; 234 bdls. 519 pcs. oak-Edmiston & Mitchells ; 9 bdls. 608 pcs. oak-Thomas Kerr & Co ; 301 pc..."
18990506p.753_p003.txt,36,Ottoman,377,LOW,OTHER,0,11,0,9,12,1,0,"27 Ottoman(s)—Boston—2,441 maple blocks—Mitchell; 6,343 maple blocks—T Silverwood; 3,910 maple blocks—Merchants’ Bank of Canada; 680 bdls. maple boards—Webster & Sim; 575 pcs. lumber—Imperial Lumber C..."
18990506p.753_p003.txt,37,neouver,413,LOW,OTHER,0,15,0,10,20,1,0,"neouver (s)—St. John N.B.—29 pcs. walnut—Holmes & Sons; 1,400 maple blocks—T. Myles Bros.; 4,618 maple blocks—T. Mitchell; 11,034 deals, etc., 994 deals, 799 ends—Price & Pierce; 1,216 deals—Mackay; 3..."
18990506p.753_p003.txt,84,Greenbrier,307,LOW,OTHER,0,9,0,7,15,1,0,"Greenbrier (s)—Newport News—33 pcs. walnut—C. Leary & Co.; 1,156 pcs walnut—Barton & Co.; 1,684 pcs. oak—W. W. Howard Bros & Son; 162 pkgs. poplar—Saxton & Co.; 120 pkgs. poplar—Palfreman, Foster & Co..."
18990506p.753_p003.txt,85,Oakmore,313,LOW,OTHER,0,2,0,0,15,1,0,"Oakmore (s)—Boston—1,103 pcs. oak, 978 pcs. lumber, 164 bxs. basswood, 878 pcs. hardwood, 2,927 pcs. walnut, 125 bdls. boards, 1,995 boards, 27 logs maple, 612 logs poplar, 5,088 no. 26 bdls. doors, 1..."
18990513p.782_p002.txt,136,Roman,307,LOW,HYPHEN_SEMICOLON,0,0,7,6,11,1,0,"10 Roman (s) - Boston - 2,015 maple blocks-McKenna & Co. ; 1,516 maple blocks-T. Mitchell & Sons ; 2,930 maple blocks-T. Silverwood ; 320 bdls. lumber-L. C. Hay ; 2,085 pcs. hardwood, 1 car, 1,274 pcs..."
18990513p.782_p003.txt,14,Indore,648,MEDIUM,HYPHEN_SEMICOLON,0,0,10,8,25,1,0,"Indore (s)-Baltimore-213 bdls. mouldings, 450 doors-Marsland & Sons; 1,000 doors-H. Brown; 125 ash logs-J. Gardner & Son; 1,029 bdls. lumber-Tunis Lumber Co.; 50 logs hickory, 246 pcs. oak lumber-R. C..."
18990520p.812_p002.txt,22,Ulunda,341,LOW,OTHER,0,7,0,5,8,1,0,"Ulunda (s)—Halifax—6,300 bdls. box shooks—Price and Pierce; 1,333 bdls. boards—Foir, Son & Co.; 2,605 spruce deals and ends, 3,708 deals and ends—A. Dickie; 7,042 deals and ends—Malcolm Mackay; 1,687 ..."
18990520p.812_p002.txt,39,Thule,336,LOW,OTHER,0,9,0,5,30,1,0,"13 Thule (s)—Gothenburg—50 bdls. w.p. boards—G. F. Green & Co.; 5,584 bdls. mouldings—Maxime & Co.; 66 bdls. w.p. boards—E. H. Pantin; 261 bdls. woodware—G. F. W. & C.; 3,685 bdls. laths—Shand, McInto..."
18990520p.812_p003.txt,15,Irishman,365,LOW,HYPHEN_SEMICOLON,0,0,7,5,17,1,0,"Irishman (s)-Boston-1,256 pcs. hardwood lumber-R. Coltart & Co.; 412 pkgs. hardwood lumber-Pickford & Co.; 6 logs oak-A. Dobell & Co.; 238 pcs. lumber-C. B. Lloyd; 2,222 pcs. walnut-W. A. Riorden; 123..."
18990520p.812_p003.txt,16,Dominion,317,LOW,HYPHEN_SEMICOLON,0,0,8,6,14,1,0,"Dominion (s)-Montreal and Quebec-4,603 pcs. boards, 5 623 pine deals, 1,504 pine ends-Watson & Todd; 5,692 maple blocks-Mitchell Bros; 261 oak planks, 825 pcs. lumber, 420 pcs. oak lumber-J. Kennedy &..."
18990520p.812_p003.txt,17,Louisianian,354,LOW,HYPHEN_SEMICOLON,0,0,7,5,11,1,0,"15 Louisianian (s)-Curacao-932 pcs. boxwood for sundry consignees; 178 pcs. ebony-Lowenthal & Railton; from New Orleans-5,400 pipe staves-Chaloner & Co.; 10,100 pipe staves-Chaloner & Co.; 1,800 pipe ..."
18990520p.812_p003.txt,18,Armenian,485,LOW,HYPHEN_SEMICOLON,0,0,12,10,12,1,0,"Armenian (s)-Boston-52 logs walnut-Munro, Brice & Co.; 11 logs pine-R. Curwen & Son; 1,000 doors-H. Brown; 872 doors-Bryce, Junor & White; 3,309 doors, 82 bdls. doors, 42 bdls. mouldings-Collier & Pro..."
18990520p.812_p003.txt,25,Vedamore,457,LOW,HYPHEN_SEMICOLON,0,0,10,8,15,1,0,"17 Vedamore (s)-Baltimore-69 walnut logs, 57 hickory logs, 57 pcs. gum lumber, 257 oak planks-Churchill & Sim; 565 pcs. oak, 365 bdls. shooks-R. Coltart & Co.; 30 hickory logs, 1,932 pcs. oak lumber, ..."
18990520p.812_p003.txt,77,Quernmore,525,MEDIUM,HYPHEN_SEMICOLON,0,0,11,9,17,1,0,"Quernmore (s)-Baltimore-75 white oak logs-J. Gardner & Son; 23 oak logs-R. Coltart & Son; 23 oak logs-Clayton & Redhead; 555 pcs. poplar, 175 bdls. poplar-Tunis Lumber Co.; 20 hickory logs-Farnworth &..."
18990520p.820.txt,60,Hestiac,539,MEDIUM,HYPHEN_SEMICOLON,0,0,10,8,23,1,0,"15 Hestiac-Baltimore-3,299 pcs. oak, 1,161 pcs. 199 bdls. poplar 30 logs hickory, 19 logs maple-Wright, Graham & Co; 472 pcs. oak-Calder, Henderson & Livingston; 452 pcs. oak-Brownlee & Co.; 1,334 pcs..."
18990603p.874_p002.txt,22,Yeddo,420,LOW,HYPHEN_SEMICOLON,0,0,13,10,13,1,0,"Yeddo (s)-Riga-5,000 sleepers-Henry Smith & Co.; 320 sleepers-Burstall & Hanwell; 400 sleepers-Sanderson Bros.; 3,578 pcs. lathwood-Thorpe, Balfour & Harrison; 2,774 pit props-Roberts & Cooper; 1,691 ..."
18990603p.874_p002.txt,73,Albert Edward,419,LOW,HYPHEN_SEMICOLON,0,0,10,8,22,1,0,"Albert Edward (s)-Gothenburg-1,366 bdls. 8 cs. box boards-Pantin; 24 cs. boards-Hicks & Co.; 1,501 battens-Winther & Co.; 8,900 bdls. laths-Foy, Morgan & Co.; 3,000 bdls. laths-W. R. Crow & Son; 2,900..."
18990603p.874_p003.txt,116,Scotsman,328,LOW,HYPHEN_SEMICOLON,0,0,6,5,11,1,0,"Scotsman (s)-Montreal-1,870 bdls. maple squares, 35 logs elm, 3,417 and 32 pcs. blocks-Mitchell Bros. ; 2,170 pcs. oak lumber, 271 pcs. lumber-Watson & Kennedy & Co. ; 1,320 pcs. oak staves, 172 oak p..."
18990603p.874_p003.txt,152,North Kensington and Shepherd's,602,MEDIUM,OTHER,0,1,0,0,9,1,0,"North Kensington and Shepherd's Bush.—The debtor filed his petition for liquidation in August, 1880, and he applied on Wednesday to Mr. Registrar Giffard for an order of discharge. The accounts showed..."
18990603p.874_p003.txt,154,Peckham,568,MEDIUM,OTHER,0,1,0,0,10,1,0,"Peckham Rye.—A receiving order having been made against this debtor, the first meeting of creditors was held on Thursday last week, before Mr. E. L. Hough, Official Receiver. No statement of affairs w..."
18990603p.874_p003.txt,155,Peckham,530,MEDIUM,OTHER,0,1,0,0,10,1,0,"Peckham Rye.—The first meeting of creditors under this failure was held on Thursday last week before Mr. E. L. Hough, Official Receiver. No statement of affairs was filed, but the liabilities were est..."
18990603p.874_p004.txt,15,Scotsman,309,LOW,OTHER,0,6,0,4,7,1,0,"Scotsman (s)—Montreal—1,870 bdls maple squares, 35 logs elm, 3,417 and 33 pcs blocks—Mitchell Bros.; 2,179 pcs. oak lumber, 271 pcs. lumber, 172 oak planks—J. Kennedy & Co. ; 1,359 maple blocks—J. Mit..."
18990603p.874_p004.txt,36,Templemore,356,LOW,OTHER,0,6,0,4,13,1,0,"Templemore (s)—Baltimore—623 pcs. oak lumber—Clayton & Redhead ; 426 pcs. poplar—Churchill & Sim ; 2,370 pcs. oak—Kendall & Co ; 990 pcs walnut, 41 walnut logs—Farnworth & Jardine ; 21,711 pcs. walnut..."
18990603p.874_p004.txt,38,Ulstermore,566,MEDIUM,OTHER,0,11,0,9,17,1,0,"Ulstermore (s)—Baltimore—1 car oak, 878 pcs. oak—Farnworth & Jardine ; 375 pcs. lumber—Alcott ; 594 pcs oak, shooks—B Collart & Co ; 779 pcs. lumber—G. Redhead & Co ; 645 bdls. poplar, 1 car lumber—Ke..."
18990603p.874_p004.txt,38,pcs.,495,LOW,OTHER,0,8,0,8,16,1,0,"375 pcs. lumber—Alcott ; 594 pcs oak, shooks—B Collart & Co ; 779 pcs. lumber—G. Redhead & Co ; 645 bdls. poplar, 1 car lumber—Kennedy & Co ; 91 pcs. popular—J. Rosenberg & Co ; 662 pcs. poplar—Clayto..."
18990603p.874_p004.txt,38,pcs.,433,LOW,OTHER,0,6,0,6,15,1,0,"779 pcs. lumber—G. Redhead & Co ; 645 bdls. poplar, 1 car lumber—Kennedy & Co ; 91 pcs. popular—J. Rosenberg & Co ; 662 pcs. poplar—Clayton, Redhead & Co ; 151 bdls. mouldings—W. B. & Co ; 88 logs wal..."
18990603p.874_p004.txt,38,pcs.,353,LOW,OTHER,0,4,0,4,12,1,0,"91 pcs. popular—J. Rosenberg & Co ; 662 pcs. poplar—Clayton, Redhead & Co ; 151 bdls. mouldings—W. B. & Co ; 88 logs walnut—Farnworth & Jardine ; 1 car hardwood, 1 car lumber, 2,217 walnut squares, 1 ..."
18990603p.874_p004.txt,57,North Kensing ton and Shepherd's,560,MEDIUM,OTHER,0,1,0,0,9,1,0,"North Kensing ton and Shepherd's Bush.—The debtor filed a petition for liquidation in August, 1880, and he applied on Wednesday to Mr. Registrar Giffard for an order of discharge. The accounts showed ..."
18990603p.874_p004.txt,83,Upper,312,LOW,OTHER,0,2,0,0,11,1,0,"Upper Norwood.—The debtor filed his own petition, and the first meeting of creditors was held on Wednesday, before Mr. C. A. Pope, Assistant Receiver. The unsecured debts were returned in the statemen..."
18990610p.903_p001.txt,90,Westport,510,MEDIUM,HYPHEN_SEMICOLON,0,0,14,11,21,1,0,"Westport (s)-Montreal-12,318 pcs. deals and boards-Jones & Wainwright; 9,997 pcs. deals and boards-Taylor & Low Bros.; 2,992 pcs. deals and boards-C. C. Hawkes; 1,936 pcs. deals and boards-Parkers, Lt..."
18990610p.903_p001.txt,145,MISSING_FROM_OCR,320,LOW,HYPHEN_SEMICOLON,0,0,9,8,13,1,0,"Libau-1,890 pcs. birch-Heaven & Kesterton; 4,126 pcs. birch & alder-J. Wood; 1,620 pcs. alder-James Bell and Co.; 400 planks-Horsley, Smith & Co.; 593 sleepers-T. W. Allen & Son; 2,000 staves-Hahn & C..."
18990610p.903_p001.txt,146,MISSING_FROM_OCR,303,LOW,HYPHEN_SEMICOLON,0,0,8,7,12,1,0,"Gothenburg-1,000 bdls. laths-North Eastern Ry. Co.; 3,778 sleepers-N. German Pitwood Co.; 3,546 birch props-Hessler & Co.; 5,558 pit props-Pyman, Bell and Co; 4,000 pit props-George Horsley and Co.; 3..."
18990610p.903_p001.txt,167,MISSING_FROM_OCR,323,LOW,HYPHEN_SEMICOLON,0,0,7,6,15,1,0,"Cronstadt-14,674 deals, battens, boards, and ends-Hollis Bros. & Co.; 9,250 deals, battens, boards, and ends-R. Wade, Sons & Co., Ltd.; 2,799 battens and ends-Hull Timber & Sawmill Co.; 17 1/2 fms. fi..."
18990610p.903_p003.txt,107,Kansas,339,LOW,HYPHEN_SEMICOLON,0,0,8,6,14,1,0,"Kansas (s)-Boston-219 pcs. oak and poplar-Duncan, Ewing & Co.; 4,333 hhd. staves-A. Dobell & Co.; 1,000 bdls. whitewood-R. Burymann; 4,333 hhd. staves-Mitchell Bros.; 716 pcs. 473 pcs. oak, 400 planks..."
18990617p.935_p001.txt,196,Maine,302,LOW,HYPHEN_SEMICOLON,0,0,9,6,13,1,0,"Maine (s)-Montreal-11,004 pcs. deals and ends-Taylor & Low Bros.; 14,930 pcs. deals and ends-J. S. Fry & Sons; 629 pcs. deals-Ashworth & Spaldin; 2,057 pcs. deals-Jones & Wainwright; 1,046 pcs. deals-..."
18990617p.935_p003.txt,47,Manchester City,414,LOW,OTHER,0,10,0,8,16,1,0,"Manchester City—Quebec—38 lds. yellow pine —Southern & Nephew ; 924 lds. deals—Harrison, Robinson & Co ; 424 lds. pine deals Lightbound, Rigby & Co. ; from Montreal 968 lds deals and boards—G. Evans &..."
18990617p.935_p003.txt,47,lds.,350,LOW,OTHER,0,7,0,7,15,1,0,"924 lds. deals—Harrison, Robinson & Co ; 424 lds. pine deals Lightbound, Rigby & Co. ; from Montreal 968 lds deals and boards—G. Evans & Sons ; 41 lds poplar lumber—Illingworth, Ingham and Co. ; 293 l..."
18990617p.935_p003.txt,142,Bay State,491,LOW,OTHER,0,9,0,8,24,1,0,"Bay State (s)—Boston—1 292 pcs. hardwood lumber—R. Coltart & Co. ; 1,332 pcs. hard lumber, 184 bdls., 2 100 pcs. poplar—L. C. Hay ; 528 bdls. hickory M'Arthur Bros., Ltd ; 2,018 pcs., 222 bdls. birch—..."
18990617p.935_p004.txt,6,Pinner's Point,826,MEDIUM,HYPHEN_SEMICOLON,0,0,14,12,45,1,0,"Pinner's Point (s)-Norfolk-9,840 pcs. and bdls. walnut, 880 pcs. and bdls. poplar, 963 pcs. and bdls. oak-Cobbet & Co; 6,288 pcs. oak, 6,288 pcs. walnut-A. W. Rideal ; 6,288 pcs. walnut, 2,774 pcs. oa..."
18990617p.935_p004.txt,15,Chickahominy,375,LOW,HYPHEN_SEMICOLON,0,0,7,6,14,1,0,"Chickahominy (s)-Newport News-1,230 pcs. and bdls, hickory, 12 pcs. and bdls, oak lumber -Tagart & Co. ; 3,822 pcs. and bdls, hardwood lumber-Churchill & Sim ; 9,027 pcs. and bdls, hardwood lumber-R. ..."
18990624p.965_p001.txt,28,MISSING_FROM_OCR,350,LOW,HYPHEN_SEMICOLON,0,0,9,8,13,1,0,"Montreal-16,073 pcs. deals, boards, and ends-Watson & Todd; 2,403 pcs. deals, boards, and ends-Taylor & Low Bros.; 16,335 pcs. deals-Jones and Wainwright; 2,521 pcs. deals-T. Adams & Sons; 1,912 pcs. ..."
18990624p.972.txt,86,Osmanli,332,LOW,HYPHEN_SEMICOLON,0,0,7,5,28,1,0,"Osmanli-Quebec-106 pcs. elm, 214 pcs. w.w. pine-Denny, Mott & Dickson ; 134 pcs. oak-M'Dowall & Neilson ; 100 pcs. w.w. pine-W. M. Alexander & Son ; 111 pcs. elm, 67 pcs. oak, 156 pcs. w.w. pine-Brown..."
18990624p.972.txt,87,Janeta,449,LOW,HYPHEN_SEMICOLON,0,0,7,5,23,1,0,"Janeta-Quebec-219 pcs. oak timber, 358 pcs. w. pine, 30 pcs. elm, 43 pcs. birch, 109 sq. w. deals, 209 pcs. sawn lumber, 2,564 pine boards, 4,091 pine deals, 8,484 pine deal ends-Edmiston & Mitchells ..."
18990701p.1002_p001.txt,54,McDowall & Neilson's public sale took place,360,LOW,UNKNOWN,0,0,1,0,3,1,0,"McDowall & Neilson's public sale took place to-day (Thursday) at the Esplanade, under fair weather conditions, and in the presence of a large company. The catalogue submitted contained the usual varie..."
18990701p.993_p001.txt,87,Monterey,663,MEDIUM,HYPHEN_SEMICOLON,0,0,14,11,20,1,0,"Monterey (s)-Montreal-2,338 loose wooden doors, 80 cupboard doors, 9,402 pcs. spruce deals and ends, 2,374 pcs. spruce deals, 100 pcs birch-Taylor & Low Bros. ; 930 loose wooden doors-Wickham and Norr..."
18990701p.993_p002.txt,26,MISSING_FROM_OCR,358,LOW,HYPHEN_SEMICOLON,0,0,10,9,13,1,0,"Gothenburg-1,000 bdls. laths-Broadbent & Gresham; 4,847 bdls. laths-Sanderson Bros.; 2,000 bdls laths-Heaven & Kesterton; 2,878 bdls. laths-T. W. Allen & Son; 1,750 bdls. laths-J. H. Wilson; 1,930 dea..."
18990701p.993_p002.txt,82,Scotsman,342,LOW,HYPHEN_SEMICOLON,0,0,9,6,11,1,0,"Scotsman (s)-Montreal-1,426 doors-H. T. Walcot; 16,196 deals and boards-Watson & Todd; 206 pcs oak-J. Kennedy & Co.; 1,378 maple blocks-T. Mitchell; 2,533 maple squares, 5,700 maple blocks-Mitchell Br..."
18990701p.993_p002.txt,95,Hugin,422,LOW,HYPHEN_SEMICOLON,0,0,8,6,23,1,0,"26 Hugin (s)-Gothenburg-10,005 pcs. planed boards, 548 bdls. laths, 2,375 bdls. case boards-R. Jones & Co.; 16,176 sleepers-A. Dempsey & Co.; 20 bdls. birch, 9 bdls. bottom staves-Bahr, Behrend, & Co...."
18990701p.993_p004.txt,77,Canada,316,LOW,HYPHEN_SEMICOLON,0,0,9,7,17,1,0,"Canada (s)-Boston-255 pcs. 11 bdls. oak-A. Dobell & Co.; 137 pcs. oak-Farnworth & Jardine; 317 pcs oak-J. Kennedy & Co.; 196 bdls. whitewood-Duncan, Ewing & Co.; 1,132 pcs. hardwoods-Verity & Shuttlew..."
18990701p.993_p004.txt,78,Cliff,408,LOW,HYPHEN_SEMICOLON,0,0,9,6,20,1,0,"24 Wm. Cliff (s)-Kingston-406 lancewood spars-T. Nickels & Co.; 28 pcs satinwood, 366 pcs. ebony-D. T. Henriques & Co.; 635 lancewood spars, 284 pcs. fustic, 1,464 pcs. lignum-vitæ; from New Orleans-9..."
18990701p.993_p004.txt,80,Cuban,530,MEDIUM,HYPHEN_SEMICOLON,0,0,10,8,28,1,0,"26 Cuban (s)-New Orleans-2,577 pcs. 291 bdls. oak-J. Kennedy & Co.; 736 pcs. oak, 2,316 pcs. 217 bdls. gum-Duncan, Ewing & Co.; 240 bdls. oak, 1,599 pcs. 263 bdls. gum-Munro, Brice & Co.; 2,598 pcs. p..."
18990701p.993_p004.txt,103,Vedame,498,LOW,HYPHEN_SEMICOLON,0,0,9,7,28,1,0,"Vedame-Sapelo-637 lds. hewn pitch pine-J. H. Burrell & Co.; 1,141 pcs. oak-E. Alcott; 1,821 bdls. shooks, 20 pcs. oak, 20 logs hickory, 744 bdls. shooks-W. M. Gardner; 1,059 pcs. oak-J. Kennedy & Co.;..."
18990708p.26_p001.txt,134,Maypure,310,LOW,UNKNOWN,0,0,4,2,4,1,0,"4 Maypure (s)-Montreal-434 maple blocks-Tiverwood ; 3,613 deal ends, 15,300 bdls, 30,663 deals, 1,930 deal ends, 21,212 strips, 3,226 spruce deal ends, 693 pine deals and ends, 5,244 w. p. deals-Rober..."
18990708p.26_p002.txt,115,Andrew,381,LOW,HYPHEN_SEMICOLON,0,0,9,8,13,1,0,"St. Andrew (s)-Gothenburg-1,000 bdls. plaster laths-J. Duckett & Sons ; 1,000 bdls plaster laths-Buxton Lime Firms ; 6,196 planed boards, 997 bdls. plaster laths-Felber Jucker & Co. ; 768 pit props-H...."
18990708p.26_p003.txt,83,Victorian,440,LOW,HYPHEN_SEMICOLON,0,0,11,8,17,1,0,"Victorian (s)-Boston-2,459 doors-Brown, Shipley & Co.; 2,400 staves-Farnworth and Jardine; 1,906 bdls. hickory lumber-McArthur Bros.; 268 pcs. 591 bdls. lumber-L. C. Hay; 2,299 doors-Lightbound, Rigby..."
18990708p.26_p004.txt,17,Ulstermore,408,LOW,HYPHEN_SEMICOLON,0,0,6,4,17,1,0,"Ulstermore (s)-Baltimore-659 pcs. oak, 100 bdls. shooks-R. Coltart & Co ; 138 pcs. oak-J. Kennedy & Co ; 187 pcs. oak-A. Dobell & Co ; 233 pcs. oak-Clayton, Red Head & Co ; 2,293 pcs. oak, 100 bdls. 2..."
18990708p.26_p004.txt,55,Tropic,439,LOW,HYPHEN_SEMICOLON,0,0,13,7,20,1,0,"Tropic (s)-Norfolk, Va-6,938 pcs. poplar, 3,304 pcs. walnut, 746 pcs. ash-Price & Pierce; 11,304 pcs. poplar, 1,346 pcs. walnut-Leary & Co ; 353 pcs. oak-H Hermann ; 7,022 pcs. oak-Churchill & Sim ; 5..."
18990708p.26_p004.txt,62,Shepherd's,775,MEDIUM,OTHER,0,1,0,0,13,1,0,"Shepherd's Bush.—The meeting of creditors was held on Tuesday last. The statement of affairs showed liabilities amounting to £5,068, of which £788 was due to unsecured creditors, and creditors £4,025,..."
18990708p.31.txt,149,Hestia,485,LOW,OTHER,0,8,0,6,22,1,0,"Hestia—Baltimore—32 logs, 2,767 pcs. oak logs, 76 bdls. poplar, 16 logs maple—Edmiston & Mitchells; 251 pcs. oak, 5,400 pcs. staves—Singleton, Dunn & Co.; 3,402 pcs. oak, 2,653 pcs. 629 bdls. poplar, ..."
18990708p.31.txt,176,three years of,941,MEDIUM,OTHER,0,4,0,1,9,1,0,"three years of age, a drawer, of Ince, who had been fatally injured in the Moss Colliery, belonging to Pearson & Knowles. The jury expressed the opinion that the deceased met his death through imprope..."
18990715p.54_p001.txt,33,Drot,468,LOW,HYPHEN_SEMICOLON,0,0,14,11,20,1,0,"Drot-Baltimore-1,700 pcs. oak planks, 1,111 bdls. pine-A. Smith & Co.; 96 bdls whitewood, 117 oak planks-J Heaven & Sons; 103 oak planks-Grace & Hayes; 431 bdls. oak planks-Ashbee, Sons & Co.; 552 bdl..."
18990715p.54_p001.txt,36,Merrimac,318,LOW,HYPHEN_SEMICOLON,0,0,8,5,12,1,0,"Merrimac (s)-Montreal-2,535 pcs boards, 5,738 pcs deals, 1,072 pcs. deal ends-Taylor & Todd; 11,904 pcs. deals-Jones & Wainwright; 5,259 pcs. deals, 864 pcs. ends-Grace & Hayes; 2,337 pcs. deal ends, ..."
18990715p.54_p001.txt,38,Montfort,717,MEDIUM,HYPHEN_SEMICOLON,0,0,19,16,28,1,0,"Montfort (s)-Montreal-13,013 pcs. boards-Taylor and Low Bros.; 7,713 pcs. boards and deals, 3,537 pcs. sidings-T. Adams & Sons; 22,690 pcs. deals-J. S. Fry & Sons; 5,713 pcs deals, 2,562 pcs. deal end..."
18990715p.54_p001.txt,102,MISSING_FROM_OCR,315,LOW,HYPHEN_SEMICOLON,0,0,12,5,6,1,0,"Libau-2,974 oak staves-North-Eastern Railway Co.; 2,101 planks-T. W. Allen & Son; 10 pcs. half-round oak-Hull Timber and Saw Mill Co.; 19,953 oak spokes, Cape Corrientes (ss)-Odessa-75 oak butts-Thorp..."
18990715p.61_p002.txt,109,Deceased was a native of Greenock,571,MEDIUM,OTHER,0,1,1,0,10,1,0,"Deceased was a native of Greenock—a member of the old Parochial Board, a singer of no mean repute, and a director of the Mechanics' Institute for many years. He was also a member of the Ardgowan Bowli..."
