commodity,year,origin_port,cargo_rows,rank
deals,1874,Quebec,27,1
deals,1874,Soderhamn,21,2
deals,1874,Gefle,16,3
deals,1874,Cronstadt,14,4
deals,1874,Sundswall,9,5
deals,1874,Gothenburg,9,6
deals,1874,Riga,8,7
deals,1874,Zanzibar,7,8
deals,1874,Danzig,6,9
deals,1874,Husum,6,10
deals,1874,Dram,5,11
deals,1874,Memel,4,12
deals,1874,Bjorneborg,4,13
deals,1874,Archangel,3,14
deals,1874,Uleaborg,3,15
deals,1874,Libau,3,16
deals,1874,St. Petersburg,3,17
deals,1874,Skelleftea,3,18
deals,1874,Sandarne,3,19
deals,1874,Stockholm,2,20
deals,1875,Drammen,14,1
deals,1875,Quebec,12,2
deals,1875,Gefle,11,3
deals,1875,Christiania,9,4
deals,1875,Memel,9,5
deals,1875,Gothenburg,7,6
deals,1875,Pensacola,7,7
deals,1875,Skien,6,8
deals,1875,Cronstadt,6,9
deals,1875,Riga,6,10
deals,1875,Bjorneborg,6,11
deals,1875,Laurvig,6,12
deals,1875,Nyvik,4,13
deals,1875,St. John,4,14
deals,1875,Havre,3,15
deals,1875,Richibucto,3,16
deals,1875,"St. John, N.B.",3,17
deals,1875,Miramichi,3,18
deals,1875,Dram,3,19
deals,1875,Pascagoula,3,20
deals,1879,Quebec,80,1
deals,1879,Gefle,64,2
deals,1879,Archangel,46,3
deals,1879,Soderhamn,44,4
deals,1879,Uleaborg,29,5
deals,1879,Cronstadt,27,6
deals,1879,Riga,18,7
deals,1879,Saguenay,17,8
deals,1879,Sandarne,16,9
deals,1879,Lulea,13,10
deals,1879,Sundswall,12,11
deals,1879,Bjorneborg,12,12
deals,1879,St. John,11,13
deals,1879,Pitea,10,14
deals,1879,G'burg,9,15
deals,1879,Ljusne,9,16
deals,1879,Hudikswall,9,17
deals,1879,Kotka,8,18
deals,1879,Miramichi,8,19
deals,1879,Three Rivers,8,20
deals,1880,Quebec,5,1
deals,1880,Dalhousie,1,2
deals,1881,Quebec,39,1
deals,1881,Cronstadt,33,2
deals,1881,Gothenburg,29,3
deals,1881,Gefle,21,4
deals,1881,Soderhamn,20,5
deals,1881,Sundswall,18,6
deals,1881,Pensacola,17,7
deals,1881,Riga,13,8
deals,1881,Stockholm,13,9
deals,1881,"St. John, N.B.",10,10
deals,1881,Miramichi,10,11
deals,1881,Three Rivers,8,12
deals,1881,Memel,7,13
deals,1881,Montreal,7,14
deals,1881,Archangel,7,15
deals,1881,Dantzic,5,16
deals,1881,Christiania,5,17
deals,1881,Abo,5,18
deals,1881,Nyhamn,5,19
deals,1881,Ljusne,5,20
deals,1882,Stockholm,2,1
deals,1882,Lappvik,1,2
deals,1882,Skutskar,1,3
deals,1882,Sundswall,1,4
deals,1882,Holmstad,1,5
deals,1882,Archangel,1,6
deals,1882,Christiania,1,7
deals,1883,Quebec,56,1
deals,1883,Gothenburg,43,2
deals,1883,Cronstadt,30,3
deals,1883,Soderhamn,28,4
deals,1883,Montreal,27,5
deals,1883,Pensacola,25,6
deals,1883,Riga,20,7
deals,1883,Gefle,20,8
deals,1883,Archangel,20,9
deals,1883,Sundswall,17,10
deals,1883,Miramichi,15,11
deals,1883,Stockholm,13,12
deals,1883,"St. John, N.B.",12,13
deals,1883,Abo,10,14
deals,1883,Christiania,9,15
deals,1883,Drammen,9,16
deals,1883,Memel,9,17
deals,1883,Hudikswall,7,18
deals,1883,Three Rivers,7,19
deals,1883,Chicontimi,6,20
deals,1884,"St. John, N.B.",1,1
deals,1884,Gothenburg,1,2
deals,1884,Westervik,1,3
deals,1884,Halmstad,1,4
deals,1884,Brahestad,1,5
deals,1884,"Guysborough, N.S.",1,6
deals,1884,Swartvik,1,7
deals,1885,Gothenburg,49,1
deals,1885,Cronstadt,45,2
deals,1885,Riga,39,3
deals,1885,Quebec,33,4
deals,1885,Montreal,29,5
deals,1885,Soderhamn,26,6
deals,1885,Archangel,18,7
deals,1885,Gefle,17,8
deals,1885,Sundswall,14,9
deals,1885,Mobile,9,10
deals,1885,Pensacola,9,11
deals,1885,Danzig,8,12
deals,1885,Ljusne,8,13
deals,1885,Soroka,7,14
deals,1885,Memel,7,15
deals,1885,Abo,6,16
deals,1885,Onega,6,17
deals,1885,Sandarne,6,18
deals,1885,Stockholm,6,19
deals,1885,Skelleftea,6,20
deals,1886,Memel,2,1
deals,1886,Hommelvik,1,2
deals,1886,Krageroe,1,3
deals,1886,Campbeltown,1,4
deals,1886,St. John,1,5
deals,1886,Riga,1,6
deals,1886,Uddevalla,1,7
deals,1887,Riga,43,1
deals,1887,Cronstadt,40,2
deals,1887,Montreal,27,3
deals,1887,Gothenburg,26,4
deals,1887,Soderhamn,25,5
deals,1887,Gefle,16,6
deals,1887,Quebec,15,7
deals,1887,Archangel,13,8
deals,1887,Sundswall,12,9
deals,1887,Three Rivers,11,10
deals,1887,St. Petersburg,8,11
deals,1887,Memel,6,12
deals,1887,Swartvik,6,13
deals,1887,Pensacola,6,14
deals,1887,Hudikswall,6,15
deals,1887,Saguenay,6,16
deals,1887,Onega,5,17
deals,1887,Stockholm,5,18
deals,1887,Ljusne,5,19
deals,1887,Drammen,5,20
deals,1888,Gothenburg,1,1
deals,1889,Riga,29,1
deals,1889,Gefle,23,2
deals,1889,Cronstadt,21,3
deals,1889,Montreal,19,4
deals,1889,St. Petersburg,18,5
deals,1889,Gothenburg,13,6
deals,1889,Sundswall,13,7
deals,1889,Quebec,13,8
deals,1889,Skutskar,8,9
deals,1889,Archangel,8,10
deals,1889,Memel,7,11
deals,1889,Soderhamn,7,12
deals,1889,Ljusne,7,13
deals,1889,Saguenay,6,14
deals,1889,Miramichi,6,15
deals,1889,Pensacola,5,16
deals,1889,Nyhamn,5,17
deals,1889,Halifax,4,18
deals,1889,Skelleftea,4,19
deals,1889,Sandarne,4,20
deals,1890,Riga,3,1
deals,1890,Darien,1,2
deals,1890,Gothenburg,1,3
deals,1891,Riga,25,1
deals,1891,Sundswall,16,2
deals,1891,Gefle,11,3
deals,1891,Montreal,9,4
deals,1891,Quebec,8,5
deals,1891,Gothenburg,7,6
deals,1891,St. Petersburg,7,7
deals,1891,Drammen,6,8
deals,1891,Cronstadt,6,9
deals,1891,Soderhamn,6,10
deals,1891,Pensacola,5,11
deals,1891,Stockholm,5,12
deals,1891,Archangel,5,13
deals,1891,Skutskar,5,14
deals,1891,Hernosand,5,15
deals,1891,Nyhamn,4,16
deals,1891,Helsingfors,4,17
deals,1891,Mobile,3,18
deals,1891,Ljusne,3,19
deals,1891,Norrkoping,3,20
deals,1892,Stockholm,2,1
deals,1892,Gothenburg,2,2
deals,1892,Riga,2,3
deals,1892,Gefle,1,4
deals,1892,Hudikswall,1,5
deals,1892,Uddevalla,1,6
deals,1892,Pensacola,1,7
deals,1893,Montreal,27,1
deals,1893,Riga,21,2
deals,1893,Gefle,17,3
deals,1893,Gothenburg,14,4
deals,1893,Cronstadt,13,5
deals,1893,Archangel,11,6
deals,1893,Soderhamn,10,7
deals,1893,Quebec,7,8
deals,1893,Sundswall,6,9
deals,1893,Skutskar,6,10
deals,1893,Pensacola,5,11
deals,1893,Nyhamn,4,12
deals,1893,Swartvik,4,13
deals,1893,Rafso,4,14
deals,1893,Stockholm,4,15
deals,1893,Memel,4,16
deals,1893,Norrkoping,4,17
deals,1893,"St. John, N.B.",4,18
deals,1893,Pitea,4,19
deals,1893,Hudikswall,3,20
deals,1895,Montreal,17,1
deals,1895,Cronstadt,15,2
deals,1895,Riga,14,3
deals,1895,Gefle,12,4
deals,1895,Soderhamn,7,5
deals,1895,Archangel,7,6
deals,1895,Uleaborg,6,7
deals,1895,Quebec,6,8
deals,1895,Sandarne,6,9
deals,1895,Hernosand,5,10
deals,1895,Skutskar,4,11
deals,1895,Stockholm,4,12
deals,1895,Sundswall,3,13
deals,1895,St. Petersburg,3,14
deals,1895,Three Rivers,3,15
deals,1895,Sundsvall,3,16
deals,1895,Onega,3,17
deals,1895,Halifax,2,18
deals,1895,"St. John, N.B.",2,19
deals,1895,Kem,2,20
deals,1896,Helsingfors,2,1
deals,1896,Riga,2,2
deals,1897,Gothenburg,7,1
deals,1897,Montreal,4,2
deals,1897,Stockholm,3,3
deals,1897,Soderhamn,3,4
deals,1897,Gamleby,2,5
deals,1897,Nyhamn,2,6
deals,1897,Danzig,1,7
deals,1897,Hernosand,1,8
deals,1897,Portland,1,9
deals,1897,Libau,1,10
deals,1897,Hommelvik,1,11
deals,1897,Riga,1,12
deals,1897,Oscarshamn,1,13
deals,1897,Boulogne,1,14
deals,1897,Grindstone Island,1,15
deals,1897,Abo,1,16
deals,1897,St. Petersburg,1,17
deals,1897,Domsjo,1,18
deals,1897,Quebec,1,19
deals,1897,N.B.,1,20
deals,1898,Gegrund,1,1
deals,1898,Iggesund,1,2
deals,1898,Gothenburg,1,3
deals,1898,Halmstad,1,4
deals,1899,Montreal,25,1
deals,1899,Riga,13,2
deals,1899,Archangel,10,3
deals,1899,Cronstadt,10,4
deals,1899,Gothenburg,7,5
deals,1899,Stockholm,7,6
deals,1899,Gefle,7,7
deals,1899,St. John,7,8
deals,1899,Soderhamn,6,9
deals,1899,Quebec,5,10
deals,1899,Christiania,5,11
deals,1899,Rafso,5,12
deals,1899,Svartvik,4,13
deals,1899,Norrkoping,3,14
deals,1899,Drammen,3,15
deals,1899,Miramichi,3,16
deals,1899,Hudiksvall,3,17
deals,1899,Uleaborg,3,18
deals,1899,Onega,3,19
deals,1899,St. Petersburg,3,20
battens,1874,Soderhamn,13,1
battens,1874,Dram,11,2
battens,1874,Sundswall,9,3
battens,1874,Gefle,8,4
battens,1874,Cronstadt,6,5
battens,1874,Gothenburg,4,6
battens,1874,Bjorneborg,4,7
battens,1874,Zanzibar,4,8
battens,1874,Sandarne,3,9
battens,1874,Ny Carleby,2,10
battens,1874,Lulea,2,11
battens,1874,Uleaborg,2,12
battens,1874,Ahlafors,2,13
battens,1874,Nyvik,2,14
battens,1874,Three Rivers,2,15
battens,1874,Husum,2,16
battens,1874,Riga,2,17
battens,1874,Drammen,1,18
battens,1874,Narva,1,19
battens,1874,St. Petersburg Town,1,20
battens,1875,Drammen,12,1
battens,1875,Skien,5,2
battens,1875,Christiansand,5,3
battens,1875,Gothenburg,4,4
battens,1875,Cronstadt,4,5
battens,1875,Dram,4,6
battens,1875,Laurvig,4,7
battens,1875,Christiania,3,8
battens,1875,Amsterdam,3,9
battens,1875,Sundswall,3,10
battens,1875,Bjorneborg,3,11
battens,1875,Nedercalix,3,12
battens,1875,Gefle,3,13
battens,1875,Lulea,2,14
battens,1875,Nynhamn,2,15
battens,1875,Vefsen,2,16
battens,1875,Riga,2,17
battens,1875,Nyvik,2,18
battens,1875,Porsgrund,2,19
battens,1875,Stockholm,1,20
battens,1879,Gefle,20,1
battens,1879,G'burg,10,2
battens,1879,Bjorneborg,8,3
battens,1879,Lulea,7,4
battens,1879,Ljusne,5,5
battens,1879,Halmstad,3,6
battens,1879,Sundswall,3,7
battens,1879,Drammen,3,8
battens,1879,Kotka,3,9
battens,1879,Cronstadt,3,10
battens,1879,Archangel,3,11
battens,1879,Hudikswall,3,12
battens,1879,Wyborg,2,13
battens,1879,Dram,2,14
battens,1879,Soderhamn,2,15
battens,1879,Uleaborg,2,16
battens,1879,Skelleftea,2,17
battens,1879,Porsgrund,2,18
battens,1879,Simo,2,19
battens,1879,Narva,2,20
battens,1881,Gothenburg,42,1
battens,1881,Gefle,24,2
battens,1881,Drammen,21,3
battens,1881,Cronstadt,21,4
battens,1881,Sundswall,19,5
battens,1881,Christiania,11,6
battens,1881,Stockholm,10,7
battens,1881,Soderhamn,9,8
battens,1881,Fredrikstadt,9,9
battens,1881,Dram,7,10
battens,1881,Fredrikstad,7,11
battens,1881,Ljusne,5,12
battens,1881,Uleaborg,5,13
battens,1881,"St. John, N.B.",4,14
battens,1881,Kotka,4,15
battens,1881,Abo,4,16
battens,1881,Laurvig,3,17
battens,1881,Bjorneborg,3,18
battens,1881,Pitea,3,19
battens,1881,Archangel,3,20
battens,1882,Archangel,1,1
battens,1883,Cronstadt,21,1
battens,1883,Soderhamn,21,2
battens,1883,Gothenburg,17,3
battens,1883,Gefle,15,4
battens,1883,Drammen,14,5
battens,1883,Sundswall,12,6
battens,1883,Stockholm,10,7
battens,1883,Abo,8,8
battens,1883,Archangel,8,9
battens,1883,Christiania,7,10
battens,1883,Hudikswall,7,11
battens,1883,Arendal,5,12
battens,1883,Fredrikstad,5,13
battens,1883,Laurvig,5,14
battens,1883,Fredrikstadt,5,15
battens,1883,Nyhamn,5,16
battens,1883,Finklippan,5,17
battens,1883,Kramfors,4,18
battens,1883,Riga,4,19
battens,1883,Oxelosund,3,20
battens,1884,"St. John, N.B.",1,1
battens,1884,Halmstad,1,2
battens,1884,Laurvig,1,3
battens,1885,Gothenburg,26,1
battens,1885,Soderhamn,16,2
battens,1885,Cronstadt,12,3
battens,1885,Riga,12,4
battens,1885,Gefle,12,5
battens,1885,Sundswall,10,6
battens,1885,Stockholm,7,7
battens,1885,Uleaborg,6,8
battens,1885,Fredrikstad,5,9
battens,1885,Abo,5,10
battens,1885,Christiania,5,11
battens,1885,Hudikswall,4,12
battens,1885,Soroka,4,13
battens,1885,Oxelosund,4,14
battens,1885,Tornea,4,15
battens,1885,Archangel,4,16
battens,1885,Skelleftea,4,17
battens,1885,Gefle & Stockholm,4,18
battens,1885,Arendal,3,19
battens,1885,Skonvik,3,20
battens,1886,Hommelvik,1,1
battens,1886,St. John,1,2
battens,1886,Fredrikstad,1,3
battens,1886,Uddevalla,1,4
battens,1887,Gothenburg,23,1
battens,1887,Riga,17,2
battens,1887,Cronstadt,16,3
battens,1887,Soderhamn,12,4
battens,1887,Gefle,9,5
battens,1887,Fredrikstad,8,6
battens,1887,Archangel,7,7
battens,1887,Sundswall,7,8
battens,1887,Drammen,5,9
battens,1887,Norrkoping,4,10
battens,1887,Ljusne,4,11
battens,1887,Skutskar,4,12
battens,1887,St. Petersburg,4,13
battens,1887,Skelleftea,4,14
battens,1887,Finnklippan,3,15
battens,1887,Helsingfors,3,16
battens,1887,Lulea,3,17
battens,1887,Arendal,3,18
battens,1887,Holmsund,3,19
battens,1887,Onega,2,20
battens,1889,Riga,28,1
battens,1889,Gefle,19,2
battens,1889,Cronstadt,17,3
battens,1889,Gothenburg,16,4
battens,1889,St. Petersburg,16,5
battens,1889,Sundswall,15,6
battens,1889,Skutskar,7,7
battens,1889,Ljusne,6,8
battens,1889,Christiania,5,9
battens,1889,Soderhamn,5,10
battens,1889,Abo,5,11
battens,1889,Stockholm,5,12
battens,1889,Drammen,4,13
battens,1889,Fredrikstad,4,14
battens,1889,Finnklippan,4,15
battens,1889,Archangel,4,16
battens,1889,Miramichi,4,17
battens,1889,Hommelvik,3,18
battens,1889,Drontheim,3,19
battens,1889,Tvedestrand,3,20
battens,1890,Riga,4,1
battens,1890,Gothenburg,1,2
battens,1890,Fredrikstad,1,3
battens,1891,Riga,12,1
battens,1891,Gothenburg,12,2
battens,1891,Sundswall,11,3
battens,1891,Gefle,7,4
battens,1891,St. Petersburg,5,5
battens,1891,Skutskar,5,6
battens,1891,Fredrikstad,3,7
battens,1891,Arendal,3,8
battens,1891,Ljusne,3,9
battens,1891,Cronstadt,3,10
battens,1891,Stockholm,3,11
battens,1891,Nyhamn,3,12
battens,1891,Domsjo,3,13
battens,1891,Hernosand,3,14
battens,1891,Wyborg,3,15
battens,1891,Stugsund,3,16
battens,1891,Drontheim,2,17
battens,1891,Christiania,2,18
battens,1891,Hommelvik,2,19
battens,1891,Drammen,2,20
battens,1892,Gothenburg,4,1
battens,1892,Riga,3,2
battens,1892,Stockholm,2,3
battens,1892,Gefle,1,4
battens,1892,Hudikswall,1,5
battens,1893,Riga,16,1
battens,1893,Gefle,14,2
battens,1893,Cronstadt,13,3
battens,1893,Gothenburg,9,4
battens,1893,Soderhamn,9,5
battens,1893,Archangel,8,6
battens,1893,Sundswall,6,7
battens,1893,Norrkoping,6,8
battens,1893,Skutskar,5,9
battens,1893,Rafso,5,10
battens,1893,Helsingfors,5,11
battens,1893,Nyhamn,4,12
battens,1893,Fredrikstad,3,13
battens,1893,Nederkalix,3,14
battens,1893,Holmsund,3,15
battens,1893,Hudikswall,2,16
battens,1893,Blankaholm,2,17
battens,1893,Swartvik,2,18
battens,1893,Sandarne,2,19
battens,1893,Stockholm,2,20
battens,1895,Cronstadt,15,1
battens,1895,Gefle,9,2
battens,1895,Riga,8,3
battens,1895,Soderhamn,5,4
battens,1895,Sundswall,4,5
battens,1895,Sandarne,4,6
battens,1895,Helsingfors,4,7
battens,1895,Hernosand,4,8
battens,1895,Skutskar,3,9
battens,1895,Uleaborg,3,10
battens,1895,Archangel,3,11
battens,1895,Sundsvall,3,12
battens,1895,Abo,3,13
battens,1895,Onega,3,14
battens,1895,Hudikswall,3,15
battens,1895,Montreal,2,16
battens,1895,Stockholm,2,17
battens,1895,Alne,2,18
battens,1895,St. Petersburg,2,19
battens,1895,Kovda,2,20
battens,1896,Helsingfors,4,1
battens,1896,Riga,2,2
battens,1897,Gothenburg,6,1
battens,1897,Stockholm,3,2
battens,1897,Soderhamn,3,3
battens,1897,Riga,2,4
battens,1897,Bollsta,2,5
battens,1897,Danzig,1,6
battens,1897,Hernosand,1,7
battens,1897,Hango,1,8
battens,1897,Helsingfors,1,9
battens,1897,Grimstad,1,10
battens,1897,Fredrikstad,1,11
battens,1897,Uddevalla,1,12
battens,1897,Memel,1,13
battens,1897,Grindstone Island,1,14
battens,1897,Mo,1,15
battens,1897,Kotka,1,16
battens,1897,Konigsberg,1,17
battens,1897,"St. John, N B.",1,18
battens,1898,Gegrund,1,1
battens,1898,Iggesund,1,2
battens,1898,Drontheim,1,3
battens,1898,Halmstad,1,4
battens,1899,Riga,17,1
battens,1899,Gothenburg,10,2
battens,1899,Stockholm,7,3
battens,1899,Fredrikstad,5,4
battens,1899,Archangel,5,5
battens,1899,Rafso,4,6
battens,1899,Hudiksvall,4,7
battens,1899,Montreal,4,8
battens,1899,Westervik,3,9
battens,1899,Nederkalix,3,10
battens,1899,Wasa,3,11
battens,1899,Cronstadt,3,12
battens,1899,Skutskar,2,13
battens,1899,Christiania,2,14
battens,1899,Drammen,2,15
battens,1899,Soderhamn,2,16
battens,1899,Lovisa,2,17
battens,1899,Svartvik,2,18
battens,1899,Libau,2,19
battens,1899,Gefle,2,20
firewood,1874,Cronstadt,8,1
firewood,1874,Soderhamn,4,2
firewood,1874,Gefle,4,3
firewood,1874,Fredrikstad,2,4
firewood,1874,Sund,2,5
firewood,1874,St. Petersburg,2,6
firewood,1874,Gothenburg,2,7
firewood,1874,Haparanda,1,8
firewood,1874,Hernefors,1,9
firewood,1874,Sundswall,1,10
firewood,1874,Uleaborg,1,11
firewood,1874,Dram,1,12
firewood,1874,Sandarne,1,13
firewood,1874,Hudikswall,1,14
firewood,1874,Krageroe,1,15
firewood,1874,Drontheim,1,16
firewood,1874,Stocka,1,17
firewood,1874,Wifstavarf,1,18
firewood,1875,Christiania,12,1
firewood,1875,Dram,10,2
firewood,1875,Sannesund,4,3
firewood,1875,Gothenburg,3,4
firewood,1875,Lulea,3,5
firewood,1875,Skien,2,6
firewood,1875,Sundswall,2,7
firewood,1875,Stockholm,2,8
firewood,1875,Drammen,2,9
firewood,1875,Laurvig,2,10
firewood,1875,Gefle,2,11
firewood,1875,Bjorneborg,2,12
firewood,1875,Amsterdam,1,13
firewood,1875,Sandarne,1,14
firewood,1875,Cronstadt,1,15
firewood,1875,"St. Mary's, Georgia",1,16
firewood,1875,Krageroe,1,17
firewood,1875,Rangoon,1,18
firewood,1875,Jamaica,1,19
firewood,1875,Landskrona,1,20
firewood,1879,Sundswall,20,1
firewood,1879,Soderhamn,10,2
firewood,1879,Kotka,9,3
firewood,1879,Bjorneborg,8,4
firewood,1879,Skonvik,6,5
firewood,1879,Gefle,5,6
firewood,1879,Ljusne,4,7
firewood,1879,Lulea,4,8
firewood,1879,Uleaborg,4,9
firewood,1879,Krageroe,3,10
firewood,1879,Skelleftea,3,11
firewood,1879,Svartvik,3,12
firewood,1879,Halmstad,2,13
firewood,1879,Umea,2,14
firewood,1879,Sund,2,15
firewood,1879,Bollsta,2,16
firewood,1879,Domsjo,2,17
firewood,1879,Kramfors,2,18
firewood,1879,Hudikswall,2,19
firewood,1879,G'burg,2,20
firewood,1881,Sundswall,18,1
firewood,1881,Kotka,18,2
firewood,1881,Soderhamn,10,3
firewood,1881,Christiania,9,4
firewood,1881,Skien,8,5
firewood,1881,Gothenburg,7,6
firewood,1881,Gefle,7,7
firewood,1881,Fredrikstadt,5,8
firewood,1881,Fredrikshald,5,9
firewood,1881,Drammen,4,10
firewood,1881,Sandarne,4,11
firewood,1881,Bjorneborg,4,12
firewood,1881,Ljusne,4,13
firewood,1881,Stockholm,4,14
firewood,1881,Riga,4,15
firewood,1881,Arendal,3,16
firewood,1881,Twedestrand,3,17
firewood,1881,Fredrikstad,3,18
firewood,1881,Dram,3,19
firewood,1881,Umea,3,20
firewood,1883,Sundswall,27,1
firewood,1883,Uleaborg,8,2
firewood,1883,Laurvig,7,3
firewood,1883,Christiania,7,4
firewood,1883,Gothenburg,7,5
firewood,1883,Stockholm,7,6
firewood,1883,Skien,6,7
firewood,1883,Porsgrund,6,8
firewood,1883,Krageroe,6,9
firewood,1883,Soderhamn,6,10
firewood,1883,Cronstadt,5,11
firewood,1883,Fredrikstadt,5,12
firewood,1883,Hernosand,5,13
firewood,1883,Kotka,5,14
firewood,1883,Bjorneborg,5,15
firewood,1883,Drammen,4,16
firewood,1883,Fredrikstad,4,17
firewood,1883,Fredrikshald,4,18
firewood,1883,Gefle,4,19
firewood,1883,Sandvik,4,20
firewood,1884,Hudikswall,1,1
firewood,1884,Kotka,1,2
firewood,1884,Riga,1,3
firewood,1884,Sundswall,1,4
firewood,1884,Skien,1,5
firewood,1885,Sundswall,22,1
firewood,1885,Cronstadt,21,2
firewood,1885,Kotka,15,3
firewood,1885,Gothenburg,15,4
firewood,1885,Fredrikstad,10,5
firewood,1885,Uleaborg,7,6
firewood,1885,Bjorneborg,6,7
firewood,1885,Skelleftea,6,8
firewood,1885,Soderhamn,5,9
firewood,1885,Domsjo,5,10
firewood,1885,Skien,5,11
firewood,1885,Riga,5,12
firewood,1885,Hernosand,5,13
firewood,1885,Skonvik,4,14
firewood,1885,Fredrikshamn,4,15
firewood,1885,Archangel,4,16
firewood,1885,Stockholm,4,17
firewood,1885,Sandarne,3,18
firewood,1885,Kramfors,3,19
firewood,1885,Neder Kalix,3,20
firewood,1886,Hommelvik,1,1
firewood,1886,Skutskar,1,2
firewood,1887,Sundswall,41,1
firewood,1887,Cronstadt,21,2
firewood,1887,Gothenburg,19,3
firewood,1887,Gefle,16,4
firewood,1887,Kotka,15,5
firewood,1887,Soderhamn,14,6
firewood,1887,Fredrikstad,13,7
firewood,1887,St. Petersburg,10,8
firewood,1887,Riga,10,9
firewood,1887,Bjorneborg,9,10
firewood,1887,Hudikswall,8,11
firewood,1887,Skien,8,12
firewood,1887,Ljusne,8,13
firewood,1887,Christiania,8,14
firewood,1887,Sandarne,7,15
firewood,1887,Hernosand,7,16
firewood,1887,Fredrikshald,7,17
firewood,1887,Skelleftea,7,18
firewood,1887,Archangel,6,19
firewood,1887,Arendal,6,20
firewood,1889,Sundswall,35,1
firewood,1889,Kotka,14,2
firewood,1889,Gefle,13,3
firewood,1889,St. Petersburg,13,4
firewood,1889,Cronstadt,12,5
firewood,1889,Gothenburg,10,6
firewood,1889,Soderhamn,10,7
firewood,1889,Skutskar,10,8
firewood,1889,Riga,8,9
firewood,1889,Fredrikstad,8,10
firewood,1889,Ljusne,8,11
firewood,1889,Nyhamn,7,12
firewood,1889,Wyborg,7,13
