commodity,year,origin_port,cargo_rows,rank
deal ends,1889,Saguenay,3,7
deal ends,1889,Buctouche,2,8
deal ends,1889,"Shediac, N.B.",2,9
deal ends,1889,Memel,1,10
deal ends,1889,Montreal,1,11
deal ends,1889,"Newcastle, N.B.",1,12
deal ends,1889,Ship Harbour,1,13
deal ends,1889,Metis,1,14
deal ends,1889,"St. John, N.B.",1,15
deal ends,1889,Black River,1,16
deal ends,1889,Three Rivers,1,17
deal ends,1889,St. Etienne,1,18
deal ends,1889,Gothenburg,1,19
deal ends,1889,Boston,1,20
deal ends,1891,Montreal,8,1
deal ends,1891,Riga,6,2
deal ends,1891,Quebec,5,3
deal ends,1891,Cronstadt,3,4
deal ends,1891,St. Petersburg,2,5
deal ends,1891,Hernösand,1,6
deal ends,1891,Nyhamn,1,7
deal ends,1891,"Chatham, N.B.",1,8
deal ends,1891,Masane,1,9
deal ends,1891,Metis,1,10
deal ends,1891,Bio,1,11
deal ends,1893,Montreal,6,1
deal ends,1893,Riga,3,2
deal ends,1893,Quebec,3,3
deal ends,1893,Cronstadt,3,4
deal ends,1893,Chicoutimi,1,5
deal ends,1893,Memel,1,6
deal ends,1893,Helsingfors,1,7
deal ends,1893,Halifax,1,8
deal ends,1893,Picton,1,9
deal ends,1893,Botwoodville,1,10
deal ends,1895,Montreal,3,1
deal ends,1895,Riga,2,2
deal ends,1895,Stockholm,1,3
deal ends,1895,Quebec,1,4
deal ends,1895,Gefle,1,5
deal ends,1895,Sundsvall,1,6
deal ends,1895,Ljusne,1,7
deal ends,1897,Stockholm,1,1
deal ends,1898,Fredriks'ad,1,1
deal ends,1899,Riga,2,1
deal ends,1899,St. John N.B.,2,2
deal ends,1899,Parrsboro,1,3
deal ends,1899,Libau,1,4
deal ends,1899,West Bay,1,5
deal ends,1899,Cape Tormentine,1,6
deal ends,1899,Montreal,1,7
mouldings,1874,Uddevalla,2,1
mouldings,1875,Gothenburg,2,1
mouldings,1875,Uddewalla,1,2
mouldings,1875,Fredrikshald,1,3
mouldings,1875,Cronstadt,1,4
mouldings,1879,Uddevalla,2,1
mouldings,1879,F'stad,1,2
mouldings,1879,New York,1,3
mouldings,1880,New York,3,1
mouldings,1880,Uddewalla,2,2
mouldings,1880,Gothenburg,1,3
mouldings,1881,Gothenburg,11,1
mouldings,1881,New York,6,2
mouldings,1881,Uddewalla,2,3
mouldings,1881,Fredrikstadt,2,4
mouldings,1881,Christiania,1,5
mouldings,1881,Memel,1,6
mouldings,1881,Laurvig,1,7
mouldings,1881,Uddevalla,1,8
mouldings,1882,New York,2,1
mouldings,1882,Christiania,1,2
mouldings,1883,Gothenburg,32,1
mouldings,1883,New York,10,2
mouldings,1883,Uddevalla,5,3
mouldings,1883,Uddewalla,2,4
mouldings,1883,Drammen,1,5
mouldings,1883,Cronstadt,1,6
mouldings,1883,Fredrikstad,1,7
mouldings,1884,Gothenburg,7,1
mouldings,1884,Uddevalla,1,2
mouldings,1885,Gothenburg,50,1
mouldings,1885,New York,6,2
mouldings,1885,Uddevalla,6,3
mouldings,1885,Stockholm,4,4
mouldings,1885,Fredrikshald,3,5
mouldings,1885,St. Petersburg,2,6
mouldings,1885,Fredrikstad,1,7
mouldings,1885,Uddewalla,1,8
mouldings,1885,Drammen,1,9
mouldings,1885,Montreal,1,10
mouldings,1886,New York,1,1
mouldings,1886,Riga,1,2
mouldings,1887,Gothenburg,20,1
mouldings,1887,Uddevalla,6,2
mouldings,1887,New York,4,3
mouldings,1887,Fredrikstad,2,4
mouldings,1887,Stockholm,2,5
mouldings,1887,Gefle,1,6
mouldings,1887,Cronstadt,1,7
mouldings,1887,Fredrikshald,1,8
mouldings,1889,Uddevalla,9,1
mouldings,1889,Gothenburg,9,2
mouldings,1889,Stockholm,7,3
mouldings,1889,New York,3,4
mouldings,1889,Skutskar,3,5
mouldings,1889,Halifax,1,6
mouldings,1889,Fredrikstad,1,7
mouldings,1889,Uddovalla,1,8
mouldings,1889,Mesane,1,9
mouldings,1889,Danzig,1,10
mouldings,1889,Baltimore,1,11
mouldings,1889,Christiania,1,12
mouldings,1890,Uddevalla,1,1
mouldings,1891,Gothenburg,10,1
mouldings,1891,Uddevalla,6,2
mouldings,1891,Fredrikstad,2,3
mouldings,1891,Halifax,2,4
mouldings,1891,Stockholm,2,5
mouldings,1891,Skutskar,2,6
mouldings,1891,Archangel,1,7
mouldings,1891,Danzig,1,8
mouldings,1891,Uddewalla,1,9
mouldings,1892,Stockholm,2,1
mouldings,1892,Uddevalla,1,2
mouldings,1892,Gothenburg,1,3
mouldings,1893,Gothenburg,10,1
mouldings,1893,Stockholm,6,2
mouldings,1893,Uddevalla,5,3
mouldings,1893,"St. John, N.B.",2,4
mouldings,1893,Skutskar,1,5
mouldings,1893,New York,1,6
mouldings,1893,Bremen,1,7
mouldings,1893,Norrkoping,1,8
mouldings,1893,Christiania,1,9
mouldings,1893,Gefle,1,10
mouldings,1895,Gothenburg,5,1
mouldings,1895,Stockholm,4,2
mouldings,1895,Gefle,3,3
mouldings,1895,Fredrikstad,2,4
mouldings,1895,Dalhousie,1,5
mouldings,1895,St. Petersburg,1,6
mouldings,1895,Cronstadt,1,7
mouldings,1895,Swartwik,1,8
mouldings,1895,Uddevalla,1,9
mouldings,1896,Helsingfors,1,1
mouldings,1896,Christiania,1,2
mouldings,1897,Uddevalla,3,1
mouldings,1897,Gothenburg,2,2
mouldings,1897,Danzig,1,3
mouldings,1897,Pensacola,1,4
mouldings,1897,Libau,1,5
mouldings,1897,Montreal,1,6
mouldings,1898,Stockholm,1,1
mouldings,1898,Gothenburg,1,2
mouldings,1898,New York,1,3
mouldings,1899,Gothenburg,20,1
mouldings,1899,Stockholm,10,2
mouldings,1899,Uddevalla,6,3
mouldings,1899,Libau,5,4
mouldings,1899,St. Petersburg,5,5
mouldings,1899,Riga,4,6
mouldings,1899,Christiania,4,7
mouldings,1899,Fredrikstad,3,8
mouldings,1899,Newport News,2,9
mouldings,1899,Montreal,2,10
mouldings,1899,Uleaborg,2,11
mouldings,1899,Hambro,1,12
mouldings,1899,Stettin,1,13
mouldings,1899,Fredrikstadt,1,14
mouldings,1899,Portland Me.,1,15
mouldings,1899,Kotka,1,16
mouldings,1899,Boston,1,17
mouldings,1899,Norrkoping,1,18
mouldings,1899,Uddewalla,1,19
mouldings,1899,Sydney,1,20
lumber,1879,New York,1,1
lumber,1881,New York,10,1
lumber,1881,Vancouver's Island,2,2
lumber,1881,"St. Mary's, N.S.",1,3
lumber,1881,"Brunswick, Ga.",1,4
lumber,1881,"Tignish, P.E.I.",1,5
lumber,1882,New York,1,1
lumber,1883,New York,8,1
lumber,1883,Boston,3,2
lumber,1883,Halifax,3,3
lumber,1883,Fernandina,1,4
lumber,1883,Baltimore,1,5
lumber,1883,Pensacola,1,6
lumber,1883,Norfolk,1,7
lumber,1883,Vancouver,1,8
lumber,1883,Vancouver's Island,1,9
lumber,1884,Burrard's Inlet,1,1
lumber,1884,New York,1,2
lumber,1885,New York,18,1
lumber,1885,Boston,2,2
lumber,1885,Baltimore,1,3
lumber,1885,Philadelphia,1,4
lumber,1886,Halifax,2,1
lumber,1886,Boston,1,2
lumber,1886,New York,1,3
lumber,1887,New York,26,1
lumber,1887,Boston,4,2
lumber,1887,Newport News,3,3
lumber,1887,Baltimore,2,4
lumber,1887,Cronstadt,1,5
lumber,1887,"Norfolk, Va.",1,6
lumber,1887,Halifax,1,7
lumber,1887,Stettin,1,8
lumber,1887,Bermuda,1,9
lumber,1889,New York,44,1
lumber,1889,Baltimore,10,2
lumber,1889,Boston,6,3
lumber,1889,Montreal,3,4
lumber,1889,Philadelphia,1,5
lumber,1889,"St. John, N.B.",1,6
lumber,1889,Orange Bluff,1,7
lumber,1890,New York,2,1
lumber,1890,Baltimore,1,2
lumber,1891,New York,16,1
lumber,1891,Baltimore,8,2
lumber,1891,Newport News,3,3
lumber,1891,Philadelphia,3,4
lumber,1891,Boston,2,5
lumber,1891,Quebec,1,6
lumber,1891,Port Natal,1,7
lumber,1891,Port Blakeley,1,8
lumber,1891,Halifax,1,9
lumber,1892,New York,4,1
lumber,1892,Newport News,2,2
lumber,1892,"Halifax, N.S.",1,3
lumber,1893,Baltimore,14,1
lumber,1893,New York,13,2
lumber,1893,Boston,10,3
lumber,1893,Philadelphia,6,4
lumber,1893,Norfolk,3,5
lumber,1893,New Orleans,3,6
lumber,1893,Port Blakeley,1,7
lumber,1893,Montreal,1,8
lumber,1893,Skien,1,9
lumber,1893,San Francisco,1,10
lumber,1893,"St. John, N.B.",1,11
lumber,1895,Newport News,15,1
lumber,1895,New York,8,2
lumber,1895,Boston,4,3
lumber,1895,New Orleans,1,4
lumber,1896,Boston,1,1
lumber,1896,New York,1,2
lumber,1897,Boston,8,1
lumber,1897,"Portland, Me.",1,2
lumber,1897,Montreal,1,3
lumber,1897,Newport News,1,4
lumber,1897,Brunswick,1,5
lumber,1897,New York,1,6
lumber,1898,New York,5,1
lumber,1898,Newort News,1,2
lumber,1898,Boston,1,3
lumber,1899,Newport News,10,1
lumber,1899,Boston,8,2
lumber,1899,Baltimore,7,3
lumber,1899,New York,5,4
lumber,1899,"Portland, Me.",5,5
lumber,1899,Montreal,3,6
lumber,1899,Philadelphia,3,7
lumber,1899,New Orleans,2,8
lumber,1899,Portland,2,9
lumber,1899,San Francisco,1,10
lumber,1899,Norfolk,1,11
lumber,1899,"Norfolk, Va",1,12
lumber,1899,Ship Island,1,13
wood,1874,Sundswall,1,1
wood,1874,Gothenburg,1,2
wood,1874,Stockholm,1,3
wood,1874,Demerara,1,4
wood,1875,Memel,3,1
wood,1875,Amsterdam,2,2
wood,1875,Marseilles,2,3
wood,1875,Havre,1,4
wood,1875,Dram,1,5
wood,1875,Pensacola,1,6
wood,1875,Drammen,1,7
wood,1875,Colombo,1,8
wood,1880,New York,1,1
wood,1880,Havre,1,2
wood,1880,Dieppe,1,3
wood,1881,Marseilles,14,1
wood,1881,Bordeaux,8,2
wood,1881,New York,5,3
wood,1881,Hambro',3,4
wood,1881,Amsterdam,2,5
wood,1881,San Domingo,2,6
wood,1881,"Colon, &c.",2,7
wood,1881,Moss,1,8
wood,1881,Havre,1,9
wood,1881,Boston,1,10
wood,1881,Treport,1,11
wood,1881,Gothenburg,1,12
wood,1881,Hamburg,1,13
wood,1881,Drontheim,1,14
wood,1881,Antwerp,1,15
wood,1881,Brussels,1,16
wood,1881,St. Petersburg,1,17
wood,1881,Venice,1,18
wood,1881,"Odessa, &c.",1,19
wood,1881,Leghorn,1,20
wood,1883,New York,8,1
wood,1883,Boston,4,2
wood,1883,Hambro',4,3
wood,1883,Havre,2,4
wood,1883,Gothenburg,1,5
wood,1883,Rotterdam,1,6
wood,1883,Barbadoes,1,7
wood,1883,Marseilles,1,8
wood,1883,Mexico,1,9
wood,1883,Poti,1,10
wood,1883,St. Petersburg,1,11
wood,1885,Gothenburg,15,1
wood,1885,Christiania,3,2
wood,1885,Gefle,2,3
wood,1885,Krageroe,1,4
wood,1885,Frederikstad,1,5
wood,1885,Holmsund,1,6
wood,1885,Tvedestrand,1,7
wood,1885,Marseilles,1,8
wood,1885,Trieste,1,9
wood,1885,New York,1,10
wood,1885,Rotterdam,1,11
wood,1886,New York,2,1
wood,1887,Gothenburg,28,1
wood,1887,New York,8,2
wood,1887,Hambro',5,3
wood,1887,Bordeaux,4,4
wood,1887,Christiania,4,5
wood,1887,Stettin,4,6
wood,1887,St. Petersburg,3,7
wood,1887,Norway,2,8
wood,1887,Trieste,2,9
wood,1887,Antwerp,1,10
wood,1887,Cronstadt,1,11
wood,1887,Rotterdam,1,12
wood,1887,Uleaborg,1,13
wood,1887,"Norfolk, Va.",1,14
wood,1887,Skien,1,15
wood,1887,Gefle,1,16
wood,1887,Sundswall,1,17
wood,1887,Narva,1,18
wood,1887,Fiume,1,19
wood,1887,Trinidad,1,20
wood,1888,Savanilla,1,1
wood,1888,Christiania,1,2
wood,1889,Gothenburg,4,1
wood,1889,Bordeaux,4,2
wood,1889,New York,3,3
wood,1889,Trieste,1,4
wood,1889,Odessa,1,5
wood,1889,Havre,1,6
wood,1889,Bremen,1,7
wood,1889,Christiania,1,8
wood,1889,Riga,1,9
wood,1890,Hambro',1,1
wood,1890,Odessa,1,2
wood,1890,Fredrikstad,1,3
wood,1891,Gothenburg,7,1
wood,1891,New York,3,2
wood,1891,Riga,3,3
wood,1891,Flushing,2,4
wood,1891,Christiania,2,5
wood,1891,Marseilles,2,6
wood,1891,St. Petersburg,2,7
wood,1891,Tunas de Zaza,2,8
wood,1891,Valencia,1,9
wood,1891,Bordeaux,1,10
wood,1891,Baltimore,1,11
wood,1891,Palermo,1,12
wood,1891,Bo deaux,1,13
wood,1891,Boulogne,1,14
wood,1891,Dunkirk,1,15
wood,1891,St. Vincent,1,16
wood,1891,Rangoon,1,17
wood,1891,Santa Cruz,1,18
wood,1891,Sundswall,1,19
wood,1891,Kotka,1,20
wood,1892,Flushing,2,1
wood,1892,Gothenburg,2,2
wood,1892,Bordeaux,1,3
wood,1892,Colon,1,4
wood,1892,Algiers,1,5
wood,1892,Stettin,1,6
wood,1892,Havre,1,7
wood,1892,Dieppe,1,8
wood,1893,Christiania,3,1
wood,1893,Reval,1,2
wood,1893,Gefle,1,3
wood,1893,Hambro',1,4
wood,1893,Fredrikshald,1,5
wood,1895,Christiania,2,1
wood,1895,Helsingfors,2,2
wood,1895,St. Petersburg,1,3
wood,1895,Bassam,1,4
wood,1895,Riga,1,5
wood,1895,Sundswall,1,6
wood,1895,Gothenburg,1,7
wood,1897,New York,2,1
wood,1897,Gothenburg,2,2
wood,1897,Flushing,2,3
wood,1897,Venice,1,4
wood,1898,Limau,1,1
wood,1898,Natal,1,2
wood,1898,New York,1,3
wood,1899,Gothenburg,12,1
wood,1899,Riga,5,2
wood,1899,Christiania,5,3
wood,1899,Stockholm,2,4
wood,1899,Memel,1,5
wood,1899,Hambro,1,6
wood,1899,Flushing,1,7
wood,1899,Libau,1,8
wood,1899,Gothenberg,1,9
wood,1899,St. Petersburg,1,10
wood,1899,Stettin,1,11
wood,1899,Copenhagen,1,12
oak,1874,Quebec,6,1
oak,1874,Magdalen River,1,2
oak,1874,Danzig,1,3
oak,1874,Fernandina,1,4
oak,1875,Quebec,1,1
oak,1875,Pillau,1,2
oak,1875,Danzig,1,3
oak,1875,Konigsberg,1,4
oak,1875,Bjorneborg,1,5
oak,1875,Memel,1,6
oak,1875,Nyvik,1,7
oak,1879,Danzig,3,1
oak,1879,Stettin,1,2
oak,1879,Memel,1,3
oak,1879,Riga,1,4
oak,1880,New York,1,1
oak,1881,New York,5,1
oak,1881,Quebec,3,2
oak,1881,Stettin,2,3
oak,1881,Odessa,1,4
oak,1881,Ostend,1,5
oak,1881,Hambro',1,6
oak,1881,Dantzic,1,7
oak,1881,Trieste,1,8
oak,1881,"Libau, &c.",1,9
oak,1881,Havre,1,10
oak,1881,Venice,1,11
oak,1883,New York,11,1
oak,1883,Quebec,8,2
oak,1883,Dantzic,1,3
oak,1883,Boston,1,4
oak,1883,Danzig,1,5
oak,1883,Mobile,1,6
oak,1883,Libau,1,7
oak,1884,New York,2,1
oak,1885,Quebec,10,1
oak,1885,Stettin,7,2
oak,1885,Danzig,5,3
oak,1885,New York,5,4
oak,1885,Trieste,3,5
oak,1885,Fiume,2,6
oak,1885,Boston,1,7
oak,1885,New Orleans,1,8
oak,1885,Memel,1,9
oak,1885,Odessa,1,10
oak,1885,Baltimore,1,11
oak,1885,Wyborg,1,12
oak,1885,Cronstadt,1,13
oak,1887,Stettin,8,1
oak,1887,Danzig,7,2
oak,1887,New York,6,3
oak,1887,Quebec,3,4
oak,1887,Baltimore,3,5
oak,1887,Odessa,2,6
oak,1887,Gothenburg,1,7
oak,1887,Memel,1,8
oak,1887,"Norfolk, Va.",1,9
oak,1887,Arendal,1,10
oak,1887,Gefle,1,11
oak,1887,Newport News,1,12
oak,1888,New York,2,1
oak,1888,Trieste,1,2
oak,1889,Baltimore,17,1
oak,1889,New York,6,2
oak,1889,Quebec,4,3
oak,1889,Trieste,2,4
oak,1889,Boston,2,5
oak,1889,New Orleans,2,6
oak,1889,Montreal,1,7
oak,1889,Memel,1,8
oak,1889,Odessa,1,9
oak,1889,Stettin,1,10
oak,1889,Stockholm,1,11
oak,1889,Konigsberg,1,12
oak,1890,Odessa,1,1
oak,1891,Philadelphia,5,1
oak,1891,Baltimore,2,2
oak,1891,Stettin,2,3
oak,1891,Trieste,1,4
oak,1891,New York,1,5
oak,1891,Norfolk,1,6
oak,1891,Libau,1,7
oak,1891,Quebec,1,8
oak,1892,Philadelphia,1,1
oak,1892,Newport News,1,2
oak,1893,Baltimore,5,1
oak,1893,New York,4,2
oak,1893,Boston,2,3
oak,1893,Sundsvall,1,4
oak,1893,Philadelphia,1,5
oak,1893,Montreal and Three Rivers,1,6
oak,1893,Fiume,1,7
oak,1895,New York,1,1
oak,1897,New York,9,1
oak,1897,Libau,1,2
oak,1897,St. Petersburg,1,3
oak,1898,New York,1,1
oak,1899,Baltimore,6,1
oak,1899,Norfolk,5,2
oak,1899,Boston,4,3
oak,1899,Montreal,4,4
oak,1899,"Norfolk, Va",4,5
oak,1899,"Norfolk, Va.",4,6
oak,1899,Libau,3,7
oak,1899,Philadelphia,3,8
oak,1899,Fiume,3,9
oak,1899,New York,3,10
oak,1899,New Orleans,3,11
oak,1899,Venice,2,12
oak,1899,Newport News,2,13
oak,1899,Pensacola,1,14
oak,1899,Sydney,1,15
rickers,1874,Cronstadt,1,1
rickers,1874,Gothenburg,1,2
rickers,1874,St. Petersburg,1,3
rickers,1874,Krageroe,1,4
rickers,1875,Skonvik,2,1
rickers,1875,Cronstadt,1,2
rickers,1879,P'burg,1,1
rickers,1879,Cronstadt,1,2
rickers,1881,Cronstadt,21,1
rickers,1881,St. Petersburg,13,2
rickers,1881,St. Petersburg Town,2,3
rickers,1881,Gothenburg,1,4
rickers,1881,Christiania,1,5
rickers,1881,Odessa,1,6
rickers,1881,Leghorn,1,7
rickers,1883,Cronstadt,22,1
rickers,1883,St. Petersburg,5,2
rickers,1883,Gothenburg,1,3
rickers,1883,Christiania,1,4
rickers,1883,Sundswall,1,5
rickers,1884,Gothenburg,1,1
rickers,1885,Cronstadt,18,1
rickers,1885,Gothenburg,9,2
rickers,1885,St. Petersburg,4,3
rickers,1887,St. Petersburg,37,1
rickers,1887,Cronstadt,6,2
rickers,1887,Gothenburg,5,3
rickers,1887,Christiania,2,4
rickers,1887,New York,1,5
rickers,1887,Trieste,1,6
rickers,1889,St. Petersburg,27,1
rickers,1889,Gothenburg,3,2
rickers,1889,Cronstadt,3,3
rickers,1889,Porsgrund,1,4
rickers,1889,St Petersburg,1,5
rickers,1889,Christiania,1,6
rickers,1890,Gothenburg,1,1
rickers,1891,St. Petersburg,18,1
rickers,1891,Christiania,4,2
rickers,1891,Gothenburg,2,3
rickers,1891,Fredrikshald,1,4
rickers,1893,St. Petersburg,11,1
rickers,1893,Gothenburg,2,2
rickers,1893,Riga,1,3
rickers,1893,Helsingfors,1,4
rickers,1895,St. Petersburg,9,1
rickers,1895,Gothenburg,2,2
rickers,1895,Cronstadt,1,3
rickers,1897,Libau,1,1
rickers,1897,Gothenburg,1,2
rickers,1899,St. Petersburg,4,1
rickers,1899,Gothenburg,2,2
rickers,1899,Riga,2,3
rickers,1899,Falkenburg,1,4
rickers,1899,Trieste,1,5
mahogany,1874,Honduras,1,1
mahogany,1874,Quebec,1,2
mahogany,1874,Laguna,1,3
mahogany,1874,Belize,1,4
mahogany,1874,Punta Arenas,1,5
mahogany,1874,Truxillo,1,6
mahogany,1874,Santa Anna,1,7
mahogany,1874,Danzig,1,8
mahogany,1874,Jamaica,1,9
mahogany,1875,Minatitlan,4,1
mahogany,1875,Belize,2,2
mahogany,1875,Gothenburg,2,3
mahogany,1875,Havre,1,4
mahogany,1875,Tonala,1,5
mahogany,1875,Hambro,1,6
mahogany,1875,New Orleans,1,7
mahogany,1875,Boston,1,8
mahogany,1875,Wava,1,9
mahogany,1875,Pascagoula,1,10
mahogany,1875,Jamaica,1,11
mahogany,1875,Laurvig,1,12
mahogany,1875,Truxillo,1,13
mahogany,1875,Tlatocalpan,1,14
mahogany,1879,Belize,9,1
mahogany,1879,Tonala,5,2
mahogany,1879,Santa Ana,5,3
mahogany,1879,Minatitlan,2,4
mahogany,1879,Cardenas,1,5
mahogany,1879,Chiltepec,1,6
mahogany,1879,Santa Cruz,1,7
mahogany,1879,Nuevitas,1,8
mahogany,1879,Puerto Cortes,1,9
mahogany,1879,St. Ana,1,10
mahogany,1879,S. Domingo,1,11
mahogany,1880,Nassau,1,1
mahogany,1880,Truxillo,1,2
mahogany,1880,Havre,1,3
mahogany,1881,Belize,11,1
mahogany,1881,Minatitlan,10,2
mahogany,1881,Nuevitas,3,3
mahogany,1881,New York,3,4
mahogany,1881,Trinidad de Cuba,2,5
mahogany,1881,"Belize, &c.",2,6
mahogany,1881,Havre,2,7
mahogany,1881,Santa Ana,2,8
mahogany,1881,Livingston,2,9
mahogany,1881,"Coatzcoalcos, Mexico",1,10
mahogany,1881,Puerto Cortes,1,11
mahogany,1881,Cienfuegos,1,12
mahogany,1881,St. Jago de Cuba,1,13
mahogany,1881,"Gibara, Cuba",1,14
mahogany,1881,Colon,1,15
mahogany,1881,Stettin,1,16
mahogany,1883,Belize,11,1
mahogany,1883,Santa Ana,6,2
mahogany,1883,Puerto Cortez,5,3
mahogany,1883,Havre,3,4
mahogany,1883,Nuevitas,3,5
mahogany,1883,Minatitlan,3,6
mahogany,1883,Santaria,3,7
mahogany,1883,New York,2,8
mahogany,1883,Mexico,2,9
mahogany,1883,Nassau,2,10
mahogany,1883,Truxillo,2,11
mahogany,1883,Alvarado,2,12
mahogany,1883,Halsoer,1,13
mahogany,1883,Laguna de Termanos,1,14
mahogany,1883,Hambro',1,15
mahogany,1883,Savanilla,1,16
mahogany,1883,Cardenas,1,17
mahogany,1883,Zara,1,18
mahogany,1883,Tlacotalpam,1,19
mahogany,1883,Trinidad de Cuba,1,20
mahogany,1884,Belize,10,1
mahogany,1884,St. Domingo,1,2
mahogany,1891,Belize,9,1
mahogany,1891,W. O. of Africa,4,2
mahogany,1891,Laguna,3,3
mahogany,1891,Minatitlan,3,4
mahogany,1891,Assinee,2,5
mahogany,1891,New York,2,6
mahogany,1891,Havre,2,7
mahogany,1891,Coatzacoalcos,1,8
mahogany,1891,Tunas de Zaza,1,9
mahogany,1891,Belise,1,10
mahogany,1891,Montego Bay,1,11
mahogany,1891,W. C. of Africa,1,12
mahogany,1891,Tlacotalpam,1,13
mahogany,1891,Alvarado,1,14
mahogany,1891,Maracaibo,1,15
mahogany,1891,Colon,1,16
mahogany,1891,Santana,1,17
mahogany,1891,Hambro',1,18
mahogany,1892,Minatitlan,1,1
mahogany,1892,Colon,1,2
mahogany,1893,Belize,6,1
mahogany,1893,New York,2,2
mahogany,1893,Tunas de Zaza,2,3
mahogany,1893,Laguna,2,4
mahogany,1893,Nuevitas,2,5
mahogany,1893,Colon,2,6
mahogany,1893,Minatitlan,1,7
mahogany,1893,Manzanillo,1,8
mahogany,1893,Hambro',1,9
mahogany,1893,Valparaiso,1,10
mahogany,1893,Boston,1,11
mahogany,1893,Timas de Zaza,1,12
mahogany,1895,Nuevitas,1,1
mahogany,1895,Colon,1,2
mahogany,1896,Laguna de Terminos,1,1
mahogany,1896,Riga,1,2
mahogany,1897,St. Nazaire,2,1
mahogany,1897,Boston,2,2
mahogany,1897,Laguna de Terminos,1,3
mahogany,1897,New York,1,4
mahogany,1897,Newport News,1,5
mahogany,1897,Brunswick,1,6
mahogany,1899,Boston,5,1
mahogany,1899,New York,2,2
mahogany,1899,Hambro,1,3
mahogany,1899,Philadelphia,1,4
mahogany,1899,Chiltepec,1,5
mahogany,1899,Laguna,1,6
props,1875,Drammen,2,1
props,1875,Laurvig,2,2
props,1875,Christiansand,1,3
props,1875,Sundswall,1,4
props,1875,Sandefiord,1,5
props,1875,Fredrikstad,1,6
props,1881,Gothenburg,4,1
props,1881,Kragero,1,2
props,1881,Porsgrund,1,3
props,1883,Gothenburg,4,1
props,1883,Oscarshamn,3,2
props,1883,Christiania,2,3
props,1883,Bayonne,2,4
props,1883,Mandal,1,5
props,1883,Christiansand,1,6
props,1883,Pensacola,1,7
props,1883,Holmestrand,1,8
props,1883,Stettin,1,9
props,1883,Sundswall,1,10
props,1883,Porsgrund,1,11
props,1883,Hambro',1,12
props,1883,Hamburg,1,13
props,1883,Uddevalla,1,14
props,1883,Nyland,1,15
props,1883,Goteborg,1,16
props,1883,Arendal,1,17
props,1883,Bordeaux,1,18
props,1883,Oldenburg,1,19
props,1883,Bjorneborg,1,20
props,1885,Porsgrund,7,1
props,1885,Falkenberg,3,2
props,1885,Bordeaux,2,3
props,1885,Gothenburg,2,4
props,1885,Stockholm,2,5
props,1885,Brevig,2,6
props,1885,Monsteras,2,7
props,1885,Christiania,1,8
props,1885,Christiansund,1,9
props,1885,Risoer,1,10
props,1885,Stettin,1,11
props,1885,Danzig,1,12
props,1885,Ostend,1,13
props,1885,Hamstad,1,14
props,1885,Dram,1,15
props,1885,Sundswall,1,16
props,1885,Westervik,1,17
props,1885,Krageroe,1,18
props,1885,Langesund,1,19
props,1885,Kotka,1,20
props,1886,Brevig,1,1
props,1887,Gothenburg,4,1
props,1887,Christiania,3,2
props,1887,Oscarshamn,2,3
props,1887,Riga,2,4
props,1887,Fredrikstad,1,5
props,1887,Holmestrand,1,6
props,1887,Danzig,1,7
props,1887,Atu,1,8
props,1887,Minde,1,9
props,1887,Skien,1,10
props,1887,Laurvig,1,11
props,1887,Moss,1,12
props,1889,Gothenburg,12,1
props,1889,St. Petersburg,7,2
props,1889,Christiania,3,3
props,1889,Laurvig,2,4
props,1889,St. Peter,2,5
props,1889,Tvedestrand,1,6
props,1889,Mandal,1,7
props,1889,Christiansand,1,8
props,1889,Arendal,1,9
props,1889,Fredrikstad,1,10
props,1889,Halmstad,1,11
props,1889,Dantzig,1,12
props,1889,Tonsberg,1,13
props,1889,Cronstadt,1,14
props,1889,St Petersburg,1,15
props,1891,St. Petersburg,8,1
props,1891,Hamburg,6,2
props,1891,Gothenburg,5,3
props,1891,Riga,3,4
props,1891,Fredrikshald,2,5
props,1891,Porsgrund,1,6
props,1891,Christiania,1,7
props,1891,Laurvig,1,8
props,1891,Arendal,1,9
props,1891,Sorel,1,10
props,1891,Halmstadt,1,11
props,1891,Marstrand,1,12
props,1891,Husum,1,13
props,1893,Halmstad,2,1
props,1893,Christiania,1,2
props,1893,Brevig,1,3
props,1893,Oscarshamn,1,4
props,1893,Holmstrand,1,5
props,1893,Tonsberg,1,6
props,1893,Gothenburg,1,7
props,1893,Stettin,1,8
props,1893,Uddevalla,1,9
props,1893,St. Petersburg,1,10
props,1893,Konigsberg,1,11
props,1893,Ornskjoldsvik,1,12
props,1895,Hernösand,3,1
props,1895,Brevig,2,2
props,1895,Wyborg,2,3
props,1895,Carlscrona,2,4
props,1895,Hamburg,2,5
props,1895,Halmstad,2,6
props,1895,Stettin,2,7
props,1895,Bufve,1,8
props,1895,Fredrikshald,1,9
props,1895,Falkenberg,1,10
props,1895,Calmar,1,11
props,1895,Ornskoldsvik,1,12
props,1895,Hernosand,1,13
props,1895,Falkenburg,1,14
props,1895,Fredrikshamn,1,15
props,1895,Rugenwalde,1,16
props,1895,Porsgrund,1,17
props,1895,Solstadstrom,1,18
props,1895,Warberg,1,19
props,1896,Gothenburg,2,1
props,1897,Carlscrona,1,1
props,1897,Bordeaux,1,2
props,1897,Gothenburg,1,3
props,1897,Brevig,1,4
props,1897,Halmstad,1,5
props,1899,Gothenburg,6,1
