source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_segment,extraction_method,needs_review,original_extracted_ship
1. p. 411-413 - Imports - June 6 1885 - Timber Trades Journal 1885_p001.txt,80,"20,301 staves, 4,133 pcs. oak, 132 bdls, 31 sks., 2,129 planks",T. B. Allen & Co.,LIVERPOOL,,,,,1899,1,7,1899,False,"20,301 staves, 4,133 pcs. oak, 132 bdls, 31 sks., 2,129 planks-T. B. Allen & Co.",HYPHEN_SPLIT,True,Cuban
1. p. 411-413 - Imports - June 6 1885 - Timber Trades Journal 1885_p001.txt,80,20 logs hickory,"Hughes, Treleaven",LIVERPOOL,,,,,1899,1,7,1899,False,"20 logs hickory-Hughes, Treleaven",HYPHEN_SPLIT,True,Cuban
1. p. 411-413 - Imports - June 6 1885 - Timber Trades Journal 1885_p001.txt,80,1 car load hickory squares,Irvin and Sellers,LIVERPOOL,,,,,1899,1,7,1899,False,1 car load hickory squares-Irvin and Sellers,HYPHEN_SPLIT,True,Cuban
1. p. 411-413 - Imports - June 6 1885 - Timber Trades Journal 1885_p001.txt,80,"294 pkgs. shuttle blocks, 242 bdls. hickory",J. Gardiner & Sons,LIVERPOOL,,,,,1899,1,7,1899,False,"294 pkgs. shuttle blocks, 242 bdls. hickory-J. Gardiner & Sons",HYPHEN_SPLIT,True,Cuban
10. p. 234-236 - Imports - September 3 1887 - Timber Trades Journal 1887_p003.txt,54,Jan. 23 Malacia,Baltimore,DUNDEE,"1 car. oak, 51 logs hickory, 206 bdls. poplar","Wright, Graham & Co.",,,1899,28,1,1899,False,"Jan. 23 Malacia-Baltimore-1 car. oak, 51 logs hickory, 206 bdls. poplar-Wright, Graham & Co.",HYPHEN_SPLIT,True,Malacia
10. p. 234-236 - Imports - September 3 1887 - Timber Trades Journal 1887_p003.txt,54,"5 cars. oak, 3,350 staves","Singleton, Dunn and Co.",DUNDEE,,,,,1899,28,1,1899,False,"5 cars. oak, 3,350 staves-Singleton, Dunn and Co.",HYPHEN_SPLIT,True,Malacia
10. p. 234-236 - Imports - September 3 1887 - Timber Trades Journal 1887_p003.txt,54,4 cars. oak,"Calder, Henderson and Livingstone",DUNDEE,,,,,1899,28,1,1899,False,"4 cars. oak-Calder, Henderson and Livingstone",HYPHEN_SPLIT,True,Malacia
10. p. 234-236 - Imports - September 3 1887 - Timber Trades Journal 1887_p003.txt,54,733 pcs. oak,Edmiston & Mitchells,DUNDEE,,,,,1899,28,1,1899,False,733 pcs. oak-Edmiston & Mitchells,HYPHEN_SPLIT,True,Malacia
10. p. 234-236 - Imports - September 3 1887 - Timber Trades Journal 1887_p003.txt,54,153 pcs. oak,T. Kerr & Co.,DUNDEE,,,,,1899,28,1,1899,False,153 pcs. oak-T. Kerr & Co.,HYPHEN_SPLIT,True,Malacia
11. p. 285-286 - Imports - March 12 1887 - Timber Trades Journal 1887_p001.txt,121,R. & J. Williams Jones,"21,500 fir bars, 35,071 pit",LIVERPOOL,"props, 10,645 pit-poles",Dabeck & Co.,,,1885,23,5,1885,False,"R. & J. Williams Jones-21,500 fir bars, 35,071 pit-props, 10,645 pit-poles-Dabeck & Co.",HYPHEN_SPLIT,True,Williams
11. p. 285-286 - Imports - March 12 1887 - Timber Trades Journal 1887_p001.txt,121,"17 bgs. bobbins, 20 cs. boards","Bahr, Behrend & Ross",LIVERPOOL,,,,,1885,23,5,1885,False,"17 bgs. bobbins, 20 cs. boards-Bahr, Behrend & Ross",HYPHEN_SPLIT,True,Williams
11. p. 285-286 - Imports - March 12 1887 - Timber Trades Journal 1887_p001.txt,121,"2,000 bdls. laths",J. Griggs & Co.,LIVERPOOL,,,,,1885,23,5,1885,False,"2,000 bdls. laths-J. Griggs & Co.",HYPHEN_SPLIT,True,Williams
11. p. 285-286 - Imports - March 12 1887 - Timber Trades Journal 1887_p001.txt,121,"2,979 birch props, 3,735 bdls. laths",Order,LIVERPOOL,,,,,1885,23,5,1885,False,"2,979 birch props, 3,735 bdls. laths-Order",HYPHEN_SPLIT,True,Williams
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,Sept. 24 Merrimac,Montreal,BRISTOL,"3,197 bdls. boards",Nicholas & Co.,,,1897,9,10,1897,True,"Sept. 24 Merrimac (s)-Montreal-3,197 bdls. boards-Nicholas & Co.",HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,"9,181 deals",J. S. Fry & Sons,BRISTOL,,,,,1897,9,10,1897,False,"9,181 deals-J. S. Fry & Sons",HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,"968 doors, 3,284 boards",Taylor & Low Bros.,BRISTOL,,,,,1897,9,10,1897,False,"968 doors, 3,284 boards-Taylor & Low Bros.",HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,"1,653 boards",May & Hassell,BRISTOL,,,,,1897,9,10,1897,False,"1,653 boards-May & Hassell",HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,550 deals,A. Jones & Co.,BRISTOL,,,,,1897,9,10,1897,False,550 deals-A. Jones & Co.,HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,"3,699 deals",J. Bland & Co.,BRISTOL,,,,,1897,9,10,1897,False,"3,699 deals-J. Bland & Co.",HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,30 pcs. timber,"David, & Co.",BRISTOL,,,,,1897,9,10,1897,False,"30 pcs. timber-David, & Co.",HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,"30 pcs. timber, 1,996 deals, 620 boards, 577 deals, 2,085 ends",J. Bland & Co.,BRISTOL,,,,,1897,9,10,1897,False,"30 pcs. timber, 1,996 deals, 620 boards, 577 deals, 2,085 ends-J. Bland & Co.",HYPHEN_SPLIT,True,Merrimac
12. p. 136-139 - Imports - August 22 1885 - Timber Trades Journal 1885_p002.txt,65,"deals and ends, 768 boards",Watson & Todd,BRISTOL,,,,,1897,9,10,1897,False,"deals and ends, 768 boards-Watson & Todd",HYPHEN_SPLIT,True,Merrimac
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,14 Toledo,Riga,VICTORIA DOCK,394 pcs. round alder,J. W. Baird & Co.,,,1895,21,12,1895,False,14 Toledo -Riga-394 pcs. round alder-J. W. Baird & Co.,HYPHEN_SPLIT,True,Toledo
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,139 pcs. round birch,Heaven & Kesterton,VICTORIA DOCK,,,,,1895,21,12,1895,False,139 pcs. round birch-Heaven & Kesterton,HYPHEN_SPLIT,True,Toledo
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,"6,642 deals, battens and boards",W. H. Boden,VICTORIA DOCK,,,,,1895,21,12,1895,False,"6,642 deals, battens and boards-W. H. Boden",HYPHEN_SPLIT,True,Toledo
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,"16,319 boards","R. Wade, Sons, & Co.",VICTORIA DOCK,,,,,1895,21,12,1895,False,"16,319 boards-R. Wade, Sons, & Co.",HYPHEN_SPLIT,True,Toledo
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,"2,183 battens",R. Douthwaite & Co.,VICTORIA DOCK,,,,,1895,21,12,1895,False,"2,183 battens-R. Douthwaite & Co.",HYPHEN_SPLIT,True,Toledo
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,"32,091 board ends",T. W. Allen,VICTORIA DOCK,,,,,1895,21,12,1895,False,"32,091 board ends-T. W. Allen",HYPHEN_SPLIT,True,Toledo
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,"19,612 deals and board ends",Tealby & Co.,VICTORIA DOCK,,,,,1895,21,12,1895,False,"19,612 deals and board ends-Tealby & Co.",HYPHEN_SPLIT,True,Toledo
13. p. 238-239 - Imports - March 28 1885 - Timber Trades Journal 1885_p001.txt,83,"3,290 deals and battens",T. Thompson & Sons.,VICTORIA DOCK,,,,,1895,21,12,1895,False,"3,290 deals and battens-T. Thompson & Sons.",HYPHEN_SPLIT,True,Toledo
13. p. 307-309 - Imports - September 24 1887 - Timber Trades Journal 1887_p001.txt,177,13 Belle,Gothenburg,LIVERPOOL,"375 doors, 15 bdls. trellis, 272 bdls. mouldings",Sandell & Co.,,,1885,18,7,1885,True,"13 Belle (s)-Gothenburg-375 doors, 15 bdls. trellis, 272 bdls. mouldings-Sandell & Co.",HYPHEN_SPLIT,True,Belle
13. p. 307-309 - Imports - September 24 1887 - Timber Trades Journal 1887_p001.txt,177,133 bdls. mouldings,E. Jansson & Co.,LIVERPOOL,,,,,1885,18,7,1885,False,133 bdls. mouldings-E. Jansson & Co.,HYPHEN_SPLIT,True,Belle
13. p. 307-309 - Imports - September 24 1887 - Timber Trades Journal 1887_p001.txt,177,198 bdls. mouldings,Eldridge & Co.,LIVERPOOL,,,,,1885,18,7,1885,False,198 bdls. mouldings-Eldridge & Co.,HYPHEN_SPLIT,True,Belle
13. p. 307-309 - Imports - September 24 1887 - Timber Trades Journal 1887_p001.txt,177,535 bdls. mouldings,"Rose, Smith, & Co.",LIVERPOOL,,,,,1885,18,7,1885,False,"535 bdls. mouldings-Rose, Smith, & Co.",HYPHEN_SPLIT,True,Belle
13. p. 307-309 - Imports - September 24 1887 - Timber Trades Journal 1887_p001.txt,177,7 bgs. bdls. mouldings,R. Crow & Co.,LIVERPOOL,,,,,1885,18,7,1885,False,7 bgs. bdls. mouldings-R. Crow & Co.,HYPHEN_SPLIT,True,Belle
13. p. 307-309 - Imports - September 24 1887 - Timber Trades Journal 1887_p001.txt,177,"firewood, 189 pkgs. broom handles",W. Wood,LIVERPOOL,T. W. Uloth & Co.,,,,1885,18,7,1885,False,"firewood, 189 pkgs. broom handles-W. Wood-T. W. Uloth & Co.",HYPHEN_SPLIT,True,Belle
13. p. 307-309 - Imports - September 24 1887 - Timber Trades Journal 1887_p001.txt,177,66 pkgs. broom handles,T. W. Uloth & Co.,LIVERPOOL,,,,,1885,18,7,1885,False,66 pkgs. broom handles-T. W. Uloth & Co.,HYPHEN_SPLIT,True,Belle
14. p. 337-339 - Imports - October 1 1887 - Timber Trades Journal 1887_p002.txt,81,Nov. 29 Queensmore,Baltimore,HUSKISSON DOCK,"611 poplar boards, 3,417 pcs. oak","Illingworth, Ingham, & Co.",,,1895,7,12,1895,False,"Nov. 29 Queensmore -Baltimore-611 poplar boards, 3,417 pcs. oak-Illingworth, Ingham, & Co.",HYPHEN_SPLIT,True,Queensmore
14. p. 337-339 - Imports - October 1 1887 - Timber Trades Journal 1887_p002.txt,81,"9 poplar logs, 361 bdls. shooks","Ewing, & Co",HUSKISSON DOCK,,,,,1895,7,12,1895,False,"9 poplar logs, 361 bdls. shooks-Ewing, & Co",HYPHEN_SPLIT,True,Queensmore
14. p. 337-339 - Imports - October 1 1887 - Timber Trades Journal 1887_p002.txt,81,"42 walnut logs, 555 pcs. oak",Farnworth & Jardine,HUSKISSON DOCK,,,,,1895,7,12,1895,False,"42 walnut logs, 555 pcs. oak-Farnworth & Jardine",HYPHEN_SPLIT,True,Queensmore
14. p. 337-339 - Imports - October 1 1887 - Timber Trades Journal 1887_p002.txt,81,"1,176 pcs. walnut",Goshen Lumber Co,HUSKISSON DOCK,,,,,1895,7,12,1895,False,"1,176 pcs. walnut-Goshen Lumber Co",HYPHEN_SPLIT,True,Queensmore
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,Prins Oscar,Gothenburg,LONDON,"32 doz. battens, 193 doz. deals, 10,657 boards",W. W. Howard Bros.,,,1885,11,4,1885,True,"Prins Oscar (s)-Gothenburg-32 doz. battens, 193 doz. deals, 10,657 boards-W. W. Howard Bros.",HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,741 deals,J. Petrie,LONDON,,,,,1885,11,4,1885,False,741 deals-J. Petrie,HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,"32 deals, 21,668 planed boards","With, Debster & Co.",LONDON,,,,,1885,11,4,1885,False,"32 deals, 21,668 planed boards-With, Debster & Co.",HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,"5 bdls., 1,235 doors",Gribble & Co.,LONDON,,,,,1885,11,4,1885,False,"5 bdls., 1,235 doors-Gribble & Co.",HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,173 bdls. mouldings,W. R. Crow & Son,LONDON,,,,,1885,11,4,1885,False,173 bdls. mouldings-W. R. Crow & Son,HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,115 bdls. mouldings,O. Eklund & Co.,LONDON,,,,,1885,11,4,1885,False,115 bdls. mouldings-O. Eklund & Co.,HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,"129 bdls. mouldings, 405 doors",E. Jansson & Co.,LONDON,,,,,1885,11,4,1885,False,"129 bdls. mouldings, 405 doors-E. Jansson & Co.",HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,"2,000 bdls. laths",Simson & Mason,LONDON,,,,,1885,11,4,1885,False,"2,000 bdls. laths-Simson & Mason",HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,30 pkgs. turned wood,J. W. Uloth & Co.,LONDON,,,,,1885,11,4,1885,False,30 pkgs. turned wood-J. W. Uloth & Co.,HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,"9 bgs. turned wood, 9 bdls. sticks",Maxime & Co.,LONDON,,,,,1885,11,4,1885,False,"9 bgs. turned wood, 9 bdls. sticks-Maxime & Co.",HYPHEN_SPLIT,True,Prins Oscar
15. p. 265-267 - Imports - April 11 1885 - Timber Trades Journal 1885_p002.txt,7,"90 doz. deals, 1,723 bdls. staves, 200 bdls. laths",Order,LONDON,,,,,1885,11,4,1885,False,"90 doz. deals, 1,723 bdls. staves, 200 bdls. laths-Order",HYPHEN_SPLIT,True,Prins Oscar
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,Toledo,Riga,GRIMSBY,"1,715 deals, 1,000 ends",Wilson & Son,,,1899,28,1,1899,True,"Toledo (s)-Riga-1,715 deals, 1,000 ends-Wilson & Son",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"5,118 deal ends",Wilson & Son,GRIMSBY,,,,,1899,28,1,1899,False,"5,118 deal ends-Wilson & Son",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 deal ends",Hull & Barnsley Timber Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 deal ends-Hull & Barnsley Timber Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 deal ends",Heaven & Kesterton,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 deal ends-Heaven & Kesterton",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Hollis Bros.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Hollis Bros.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Wade, Sons & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Wade, Sons & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Thornham, Reynold & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Thornham, Reynold & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Horsley & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Horsley & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Bryson, Jameson & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Bryson, Jameson & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Thompson, Pattrick & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Thompson, Pattrick & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Laverack & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Laverack & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Tealby & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Tealby & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Broadbent & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Broadbent & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Pyman, Bell & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Pyman, Bell & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Wintringham & Son,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Wintringham & Son",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Barton & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Barton & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Hollingworth & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Hollingworth & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Smart & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Smart & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Beecroft & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Beecroft & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Harrison & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Harrison & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Souden & Son,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Souden & Son",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Wade & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Wade & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Payne, Gallwey & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Payne, Gallwey & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",North & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-North & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Newsum & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Newsum & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Marshall & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Marshall & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Illingworth & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Illingworth & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Hall & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Hall & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Gregson & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Gregson & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Good & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Good & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Dibb & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Dibb & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Dawber & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Dawber & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Crow, Catchpole & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Crow, Catchpole & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Barkworth & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Barkworth & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Atkinson & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Atkinson & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends",Allen & Co.,GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Allen & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Wade, Sons & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Wade, Sons & Co.",HYPHEN_SPLIT,True,Toledo
15. p. 403-404 - Imports - April 9 1887 - Timber Trades Journal 1887_p002.txt,57,"1,000 ends","Wade, Sons & Co.",GRIMSBY,,,,,1899,28,1,1899,False,"1,000 ends-Wade, Sons & Co.",HYPHEN_SPLIT,True,Toledo
