source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_segment,extraction_method,needs_review,original_extracted_ship
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p001.txt",158,Lilian,Pensacola,CREDITORS FULLY SECURED,240 logs cedar,Farnworth & Co,,,1877,28,4,1877,False,"Lilian @ Pensacola, 240 logs cedar, Farnworth & Co. ; 629",SMALL_MULTI_SPLIT,True,Louis Walsh
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p002.txt",50,Embla,Christiansand,CREDITORS FULLY SECURED,"—39,597 logs pit props",Hall Brothers,,,1877,28,4,1877,False,"Embla @ Christiansand,—39,597 logs pit props, Hall Brothers.",SMALL_MULTI_SPLIT,True,Embla
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p002.txt",50,Ellida,Christiansand,CREDITORS FULLY SECURED,"—123,000 feet staves",Order,,,1877,28,4,1877,False,"Ellida @ Christiansand,—123,000 feet staves, Order.",SMALL_MULTI_SPLIT,True,Embla
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p002.txt",50,Admiralen,Fredrikstadt,CREDITORS FULLY SECURED,—145,892 pcs,,,1877,28,4,1877,False,"Admiralen @ Fredrikstadt,—145,892 pcs. staves, Order.",SMALL_MULTI_SPLIT,True,Embla
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p002.txt",50,Heimskringla,Frederiksvoern,CREDITORS FULLY SECURED,—4,918 pcs,,,1877,28,4,1877,False,"Heimskringla @ Frederiksvoern,—4,918 pcs. timber, 181 pcs. pit props, Order.",SMALL_MULTI_SPLIT,True,Embla
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p002.txt",54,Stadt,Christiania,CREDITORS FULLY SECURED,—qty,,,,1877,28,4,1877,False,"Stadt @ Christiania,—qty. pit props and staves, P. Osbeck.",SMALL_MULTI_SPLIT,True,Stadt
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p002.txt",54,Vertranen,Gothenburg,CREDITORS FULLY SECURED,—qty,,,,1877,28,4,1877,False,"Vertranen @ Gothenburg,—qty. crown trees and pit props, qty. staves, Pyman, Bell & Co.",SMALL_MULTI_SPLIT,True,Stadt
"1. p. 422-424 - April 28 1877 - Imports of Timber, &c. -  Timber Trades Journal Vol. 5 1877._p002.txt",54,Vertranen,Danzig,CREDITORS FULLY SECURED,—109 oak crooks,501 pcs,,,1877,28,4,1877,False,"Vertranen @ Danzig,—109 oak crooks, 501 pcs. timber, 173 pcs. deals, 413 deal ends, J. H. Wilson.",SMALL_MULTI_SPLIT,True,Stadt
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",15,Alette,Memel,LONDON,—1,524 pcs,,,1874,2,5,1874,False,"Alette @ Memel,—1,524 pcs. timber, P. Rolt & Co.; 8,329 staves, Order.",SMALL_MULTI_SPLIT,True,Alette
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",15,Passaroeang,Memel,LONDON,—915 pcs,,,,1874,2,5,1874,False,"Passaroeang @ Memel,—915 pcs. 6r timber, P. Rolt & Co. ; 11,073 staves, Order.",SMALL_MULTI_SPLIT,True,Alette
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",15,Lillie,Warberg,LONDON,—6 pcs,,,,1874,2,5,1874,True,"Lillie (s) @ Warberg,—6 pcs. oak timber, P. wood, Churchill & Sim.",SMALL_MULTI_SPLIT,True,Alette
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",15,Rubenovitch,Danzig,LONDON,—900 pcs,,,,1874,2,5,1874,False,"Rubenovitch @ Danzig,—900 pcs. timber, 13,000 staves, Order.",SMALL_MULTI_SPLIT,True,Alette
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",15,Passaroeang,Memel,LONDON,—915 pcs,,,,1874,2,5,1874,False,"Passaroeang @ Memel,—915 pcs. 6r timber, P. Rolt & Co. ; 11,073 staves, Order.",SMALL_MULTI_SPLIT,True,Passaroeang
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",15,Lillie,Warberg,LONDON,—6 pcs,,,,1874,2,5,1874,True,"Lillie (s) @ Warberg,—6 pcs. oak timber, P. wood, Churchill & Sim.",SMALL_MULTI_SPLIT,True,Passaroeang
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",15,Rubenovitch,Danzig,LONDON,—900 pcs,,,,1874,2,5,1874,False,"Rubenovitch @ Danzig,—900 pcs. timber, 13,000 staves, Order.",SMALL_MULTI_SPLIT,True,Passaroeang
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",16,Star,Windau,LONDON,—1,726 pcs,,,1874,2,5,1874,False,"Star @ Windau,—1,726 pcs. square sleepers, 220 pcs. ½ square sleepers, T. Gabriel & Sons.",SMALL_MULTI_SPLIT,True,Star
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",16,Pansy,Riga,LONDON,"—8,482 sleeper blocks",Order,,,1874,2,5,1874,True,"Pansy (s) @ Riga,—8,482 sleeper blocks, Order.",SMALL_MULTI_SPLIT,True,Star
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",16,Helen Campbell,Port Royal,LONDON,"12 logs satinwood, 35,722 oak staves",40 bdls,,,1874,2,5,1874,False,"Helen Campbell @ Port Royal, 12 logs satinwood, 35,722 oak staves, 40 bdls. cane wood, Order.",SMALL_MULTI_SPLIT,True,Star
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",25,Indiana,Fredrikstad,LIVERPOOL,—63 cs,,,,1874,2,5,1874,False,"Indiana @ Fredrikstad,—63 cs. moulding and architraves, 62,863 pcs. boards, 1,225 pcs. battens, 970 pcs. battens, Order.",SMALL_MULTI_SPLIT,True,Indiana
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",25,Ludvig,Fredrikstad,LIVERPOOL,—32,801 pcs,,,1874,2,5,1874,False,"Ludvig @ Fredrikstad,—32,801 pcs. boards, 22,491 pcs. pit props, Order.",SMALL_MULTI_SPLIT,True,Indiana
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",25,Emanuel,Gothenburg,LIVERPOOL,—99 t,,,,1874,2,5,1874,False,"Emanuel @ Gothenburg,—99 t. 24 bgs. boxwood, Order.",SMALL_MULTI_SPLIT,True,Indiana
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",29,John Pardew,St. John,LIVERPOOL,N,,,,1874,2,5,1874,False,"John Pardew @ St. John, N. B., 9,500 pcs. palings, 8,850 pcs. deals, Carvill & Son.",SMALL_MULTI_SPLIT,True,John Pardew
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",29,Jannetje,Darien,LIVERPOOL,—250 pcs,,,,1874,2,5,1874,False,"Jannetje @ Darien,—250 pcs. plank, 454 pcs. timber, Bland & Co.",SMALL_MULTI_SPLIT,True,John Pardew
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",29,Lydia,Darien,LIVERPOOL,—489 pcs,,,,1874,2,5,1874,False,"Lydia @ Darien,—489 pcs. timber, 176 pcs. deals, Crow & Co.",SMALL_MULTI_SPLIT,True,John Pardew
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",29,Talwin,Doboy,LIVERPOOL,—377 pcs,,,,1874,2,5,1874,False,"Talwin @ Doboy,—377 pcs. timber, 179 pcs. deals, 300 staves, Order.",SMALL_MULTI_SPLIT,True,John Pardew
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Mercur,Dram,BRISTOL,—13,640 pcs,,,1874,2,5,1874,False,"Mercur @ Dram,—13,640 pcs. battens, R. Melville & Co.",SMALL_MULTI_SPLIT,True,Mercur
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Francis,Dram,BRISTOL,—5,922 pcs,,,1874,2,5,1874,False,"Francis @ Dram,—5,922 pcs. battens, W. Kerr & Co.",SMALL_MULTI_SPLIT,True,Mercur
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Pauline,Sannesund,BRISTOL,—6,129 pcs,,,1874,2,5,1874,False,"Pauline @ Sannesund,—6,129 pcs. battens, Williamson Bros.",SMALL_MULTI_SPLIT,True,Mercur
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Den Gode Hensigt,Dram,BRISTOL,—7,575 pcs,,,1874,2,5,1874,False,"Den Gode Hensigt @ Dram,—7,575 pcs. battens, G. T. Salvesen & Co.",SMALL_MULTI_SPLIT,True,Mercur
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Oscar,Dram,BRISTOL,—9,380 pcs,,,1874,2,5,1874,False,"Oscar @ Dram, —9,380 pcs. battens, Macpherson & McLaren.",SMALL_MULTI_SPLIT,True,Mercur
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",31,Najaden,Dram,BRISTOL,"—6,405 battens",J,,,1874,2,5,1874,False,"Najaden @ Dram,—6,405 battens, J. T. Salvesen & Co.",SMALL_MULTI_SPLIT,True,Najaden
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",31,Trabant,Danzig,BRISTOL,—326 pcs,,,,1874,2,5,1874,False,"Trabant @ Danzig,—326 pcs. oak timber, 430 pcs. fir timber, 15 fathoms lathwood, A. Thomson & Nephews.",SMALL_MULTI_SPLIT,True,Najaden
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",31,Nexo,Memel,BRISTOL,"—3,619 deals",Order,,,1874,2,5,1874,False,"Nexo @ Memel,—3,619 deals, Order.",SMALL_MULTI_SPLIT,True,Najaden
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",31,Drache,Memel,BRISTOL,"—1,486 deals",Order,,,1874,2,5,1874,False,"Drache @ Memel,—1,486 deals, Order.",SMALL_MULTI_SPLIT,True,Najaden
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",32,Emily Lowther,Doboy,BRISTOL,—639 pcs,,,,1874,2,5,1874,False,"Emily Lowther @ Doboy,—639 pcs. pitch pine timber, 326 pcs. pitch pine deals, A. Thomson & Nephews.",SMALL_MULTI_SPLIT,True,Emily Lowther
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",32,"Louise Alwardi,",Memel,BRISTOL,—439 pcs,,,,1874,2,5,1874,False,"Louise Alwardi, @ Memel,—439 pcs. timber, 438 pcs. deals, J. T. Salvesen & Co.",SMALL_MULTI_SPLIT,True,Emily Lowther
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",32,Augnste,Memel,BRISTOL,—500 pcs,,,,1874,2,5,1874,False,"Augnste @ Memel,—500 pcs. timber, 573 pcs. deals, 22 pcs. deal ends, 6 fms. lathwood, J. T. Salvesen & Co.",SMALL_MULTI_SPLIT,True,Emily Lowther
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",52,Sangvid,Christiansand,BO'NESS,"—3,600 props",J,,,1874,2,5,1874,False,"Sangvid @ Christiansand,—3,600 props, J. Denholm.",SMALL_MULTI_SPLIT,True,Sangvid
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",52,Andrea,Christiania,BO'NESS,"—4,946 props",J,,,1874,2,5,1874,False,"Andrea @ Christiania,—4,946 props, J. T. Salvesen & Co.",SMALL_MULTI_SPLIT,True,Sangvid
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",52,Proven,Falkenburg,BO'NESS,"—8,304 props",Love & Stewart,,,1874,2,5,1874,False,"Proven @ Falkenburg,—8,304 props, Love & Stewart.",SMALL_MULTI_SPLIT,True,Sangvid
"1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",52,Bore,Christiansand,BO'NESS,"—6,000 props",J,,,1874,2,5,1874,False,"Bore @ Christiansand,—6,000 props, J. Denholm.",SMALL_MULTI_SPLIT,True,Sangvid
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",14,Allegro,Stockholm,CURRENT PRICES,—10 fms,,,,1875,4,9,1875,True,"Allegro (s) @ Stockholm,—10 fms. firewood, 1,826 billets, 23 c. deals, &c., Cammel.",SMALL_MULTI_SPLIT,True,Allegro
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",14,Orlando,Cronstadt,CURRENT PRICES,"—1,500 rickers, 1",000 pcs,,,1875,4,9,1875,True,"Orlando (s) @ Cronstadt,—1,500 rickers, 1,000 pcs.",SMALL_MULTI_SPLIT,True,Allegro
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",14,"lathwood, Marsden",Cronstadt,CURRENT PRICES,—3 c,,,,1875,4,9,1875,True,"lathwood, Marsden (s) @ Cronstadt,—3 c. deals, &c., Brownlow.",SMALL_MULTI_SPLIT,True,Allegro
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",16,Oxford,Cronstadt,CURRENT PRICES,"—1,396 rickers, 2",900 pcs,,,1875,4,9,1875,True,"Oxford (s) @ Cronstadt,—1,396 rickers, 2,900 pcs. lathwood, 62 c. deals, 17 c. battens, Bailey.",SMALL_MULTI_SPLIT,True,Oxford
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",16,Angelo,Christiania,CURRENT PRICES,&c,,,,1875,4,9,1875,True,"Angelo (s) @ Christiania, &c.,—264 c. battens, &c., Wilson.",SMALL_MULTI_SPLIT,True,Oxford
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",16,Sirocco,Quebec,CURRENT PRICES,—738 pcs,,,,1875,4,9,1875,False,"Sirocco @ Quebec,—738 pcs. timber, 36 c. staves, 88 c. deals, &c., Burstall.",SMALL_MULTI_SPLIT,True,Oxford
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",20,Margaret,Quebec,BRISTOL,—1,102 pcs,,,1875,4,9,1875,False,"Margaret @ Quebec,—1,102 pcs. timber, 1,906 deals and ends, 21 cords lathwood, B. C. Taylor & Co. Elizabeth M.",SMALL_MULTI_SPLIT,True,Margaret
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",20,Cook,Calais,BRISTOL,U,,,,1875,4,9,1875,False,"Cook @ Calais, U. S.,—15,400 pcs. lathwood, Barnes.",SMALL_MULTI_SPLIT,True,Margaret
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",20,Ida,Quebec,BRISTOL,"—10,793 deals",&c,,,1875,4,9,1875,False,"Ida @ Quebec,—10,793 deals, &c., 1,200 deals, 21 cords lathwood, Order.",SMALL_MULTI_SPLIT,True,Margaret
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",24,Alpheld,Burea,BRISTOL,—16,780 pcs,,,1875,4,9,1875,False,"Alpheld @ Burea,—16,780 pcs. deals, battens, and boards, R. Wade, Sons, & Co.",SMALL_MULTI_SPLIT,True,Alpheld
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",24,Mentor,Kotka,BRISTOL,—13,082 pcs,,,1875,4,9,1875,False,"Mentor @ Kotka,—13,082 pcs. deals, &c., J. Rhodes & Co.",SMALL_MULTI_SPLIT,True,Alpheld
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",24,Albert Newman,Darien,BRISTOL,—153 pcs,,,,1875,4,9,1875,False,"Albert Newman @ Darien,—153 pcs. hewn pitch pine timber, 375 pcs. sawn pitch pine timber, 934 pcs. pitch pine planks, Harrison & Singleton.",SMALL_MULTI_SPLIT,True,Alpheld
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",26,Gratia,Pensacola,BRISTOL,—756 pcs,,,,1875,4,9,1875,False,"Gratia @ Pensacola,—756 pcs. pitch pine timber, 228 pcs. pitch pine deal, T. Walker & Co.; 2 pcs. timber, 950 pcs. oak stavee, 20 pcs. cedar, J. H. Swenson.",SMALL_MULTI_SPLIT,True,Gratia
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",26,Caroline,Stettin,BRISTOL,—178 pcs,,,,1875,4,9,1875,False,"Caroline @ Stettin, —178 pcs. oak timber, 74 pcs. fir timber, Pickford & Co.",SMALL_MULTI_SPLIT,True,Gratia
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p004.txt",20,Bethel,Sandefjord,GREENOCK,—105 loads props,Lassoodie Colly,,,1875,4,9,1875,False,"Bethel @ Sandefjord,—105 loads props, Lassoodie Colly.",SMALL_MULTI_SPLIT,True,Bethel
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p004.txt",20,Arken,Ronnergen,GREENOCK,"—1,785 props",Lochgelly Iron Co,,,1875,4,9,1875,False,"Arken @ Ronnergen,—1,785 props, Lochgelly Iron Co.",SMALL_MULTI_SPLIT,True,Bethel
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p004.txt",20,Speculation,Sandefjord,GREENOCK,—79 loads props,Halbeath Coal Co,,,1875,4,9,1875,False,"Speculation @ Sandefjord,—79 loads props, Halbeath Coal Co.",SMALL_MULTI_SPLIT,True,Bethel
"10. 152-155 - September 4 1875 - Imports Timber, &c. - Timber Trades Journal Vol. 3 1875_p004.txt",20,Helga,Riga,GREENOCK,—240 loads deals,Blelloch & Son,,,1875,4,9,1875,False,"Helga @ Riga,—240 loads deals, Blelloch & Son.",SMALL_MULTI_SPLIT,True,Bethel
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",8,Anna,Torefors,SOUND LIST,"—19,002 battens and boards",Bennetts & Co,,,1877,1,9,1877,False,"Anna @ Torefors,—19,002 battens and boards, Bennetts & Co.",SMALL_MULTI_SPLIT,True,Anna
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",8,Annie,Riga,SOUND LIST,"—800 sawn, 10,598 sleeper blocks",Price & Co,,,1877,1,9,1877,True,"Annie (s) @ Riga,—800 sawn, 10,598 sleeper blocks, Price & Co.",SMALL_MULTI_SPLIT,True,Anna
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",8,Bertha,Danzig,SOUND LIST,—770 pcs,,,,1877,1,9,1877,False,"Bertha @ Danzig,—770 pcs. fir timber, 507 pcs. lathwood, Price & Co.",SMALL_MULTI_SPLIT,True,Anna
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",8,Clara,Archangel,SOUND LIST,"—8,539 deals and ends",Bennetts & Co,,,1877,1,9,1877,False,"Clara @ Archangel,—8,539 deals and ends, Bennetts & Co.",SMALL_MULTI_SPLIT,True,Anna
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",13,Horinghorn,Sundswall,SOUND LIST,"—13,131 pit props",Order,,,1877,1,9,1877,False,"Horinghorn @ Sundswall,—13,131 pit props, Order. battens, Wm. Southern & Son.",SMALL_MULTI_SPLIT,True,Horinghorn
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",13,Mercury,Nyvik,SOUND LIST,—quantity of deals and battens,2 fms,,,1877,1,9,1877,False,"Mercury @ Nyvik,—quantity of deals and battens, 2 fms. firewood, Order.",SMALL_MULTI_SPLIT,True,Horinghorn
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",13,Anna,Archangel,SOUND LIST,"—6,657 deals, battens, and ends",J,,,1877,1,9,1877,False,"Anna @ Archangel,—6,657 deals, battens, and ends, J. P. Sword.",SMALL_MULTI_SPLIT,True,Horinghorn
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",13,Industrie,Nyvik,SOUND LIST,—quantity of deals and battens,J,,,1877,1,9,1877,False,"Industrie @ Nyvik,—quantity of deals and battens, J. P. Sword.",SMALL_MULTI_SPLIT,True,Horinghorn
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",16,Skibsvoerftet,Laurvig,SOUND LIST,—473 pcs,,,,1877,1,9,1877,False,"Skibsvoerftet @ Laurvig,—473 pcs. timber, 409 pcs. poles, 1,615 pcs. props, W. Southern & Son.",SMALL_MULTI_SPLIT,True,Skibsvoerftet
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",16,Marianne Bertha,Memel,SOUND LIST,"— 3,920 battens",W,,,1877,1,9,1877,False,"Marianne Bertha @ Memel,— 3,920 battens, W. Southern & Son. Borries, Craig, & Co.",SMALL_MULTI_SPLIT,True,Skibsvoerftet
"10. 153-157 - September 1 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",16,Stella,Gothenburg,SOUND LIST,—8,565 pcs,,,1877,1,9,1877,False,"Stella @ Gothenburg,—8,565 pcs. pit props, Order.",SMALL_MULTI_SPLIT,True,Skibsvoerftet
