source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_line
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,16,State of Alabama,New York,GLASGOW,3 cars lumber boards,W. G. & J. W. Lindsay & Co.,18,12,1886,1,1,1887,False,"18 State of Alabama-New York-12 logs-Brownlee & Co. ; 3 cars lumber boards-W. G. & J. W. Lindsay & Co. ; 6,100 barrel staves, 2,400 hogshead staves-Allison"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,16,State of Alabama,New York,GLASGOW,"6,100 barrel staves, 2,400 hogshead staves",Allison,18,12,1886,1,1,1887,False,"18 State of Alabama-New York-12 logs-Brownlee & Co. ; 3 cars lumber boards-W. G. & J. W. Lindsay & Co. ; 6,100 barrel staves, 2,400 hogshead staves-Allison"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,17,Manitoban Boston,"3,600 staves",GLASGOW,Wrights,,20,12,1886,1,1,1887,False,"20 Manitoban Boston-3,600 staves-Wrights"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,18,State of Pennsylvania,New York,GLASGOW,3 cars lumber boards,W. G. & J. W. Lindsay & Co.,21,12,1886,1,1,1887,False,"21 State of Pennsylvania-New York-3 cars lumber boards-W. G. & J. W. Lindsay & Co. ; 5,000 barrel staves-Allison"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,18,State of Pennsylvania,New York,GLASGOW,"5,000 barrel staves",Allison,21,12,1886,1,1,1887,False,"21 State of Pennsylvania-New York-3 cars lumber boards-W. G. & J. W. Lindsay & Co. ; 5,000 barrel staves-Allison"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,19,Cynthia,Baltimore,GLASGOW,91 poplar logs,"Allison, Cousland, & Hamilton",22,12,1886,1,1,1887,False,"22 Cynthia-Baltimore-91 poplar logs-Allison, Cousland, & Hamilton ; 7,734 staves-George Gillespie & Co."
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,19,Cynthia,Baltimore,GLASGOW,"7,734 staves",George Gillespie & Co.,22,12,1886,1,1,1887,False,"22 Cynthia-Baltimore-91 poplar logs-Allison, Cousland, & Hamilton ; 7,734 staves-George Gillespie & Co."
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,20,State of Georgia,New York,GLASGOW,"1 car dressed staves, 1,000 brl. staves, 2,400 hogshead staves","Allison, Cousland, & Hamilton",27,12,1886,1,1,1887,False,"27 State of Georgia-New York-1 car dressed staves, 1,000 brl. staves, 2,400 hogshead staves-Allison, Cousland, & Hamilton"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,22,Erling,Hernösand,GRANGEMOUTH,"8,728 battens",J. T. Salvesen & Co.,18,12,1886,1,1,1887,False,"Dec. 18 Erling-Hernösand-8,728 battens-J. T. Salvesen & Co."
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,23,Valund,Drontheim,GRANGEMOUTH,"9,620 deals and battens",P. & J. Wilkie,20,12,1886,1,1,1887,False,"20 Valund-Drontheim-9,620 deals and battens -P. & J. Wilkie"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,24,Emblem,Bjorneborg,GRANGEMOUTH,"7,689 deals and battens",P. & J. Wilkie,23,12,1886,1,1,1887,False,"23 Emblem-Bjorneborg-7,689 deals and battens -P. & J. Wilkie"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,25,Loch Ness,Riga,GRANGEMOUTH,"18,204 deals and ends",Brownlee & Co.,24,12,1886,1,1,1887,False,"24 Loch Ness-Riga-18,204 deals and ends-Brownlee & Co."
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,28,Annie J. Marshall,Rangoon,GREENOCK,"1,460 teak squares, 29 full blocks, 30 half blocks, 19 log ends",Order,22,12,1886,1,1,1887,False,"Dec. 22 Annie J. Marshall-Rangoon - 1,460 teak squares, 29 full blocks, 30 half blocks, 19 log ends-Order"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,29,Summerlee,Quebec,GREENOCK,"586 pcs. birch, 35 pcs. maple, 418 pcs. square white pine, 187 pcs. waney white pine, 2,029 pine deals, 667 pine deal ends","Allison, Cousland, & Co.",27,12,1886,1,1,1887,False,"27 Summerlee-Quebec-586 pcs. birch, 35 pcs. maple, 418 pcs. square white pine, 187 pcs. waney white pine, 2,029 pine deals, 667 pine deal ends-Allison, Cousland, & Co."
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,31,Eliza,Orkedalen,LEITH,"14,779 pcs. sawn fir",W. Grant & Co.,21,12,1886,1,1,1887,False,"Dec. 21 Eliza-Orkedalen-14,779 pcs. sawn fir-W. Grant & Co."
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,32,Johann Friedrich,Riga,LEITH,"469 pcs. hewn fir, 2,019 pcs. sawn fir","Park, Dobson, & Co.",23,12,1886,1,1,1887,False,"23 Johann Friedrich-Riga-469 pcs. hewn fir, 2,019 pcs. sawn fir-Park, Dobson, & Co."
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,33,Croma,New York,LEITH,"3,336 staves",Blaikie,24,12,1886,1,1,1887,True,"24 Croma (s)-New York-3,336 staves-Blaikie"
1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p002.txt,35,Hanna,Mandal,MONTROSE,"72,000 birch staves",Warrack & Co.,22,12,1886,1,1,1887,False,"Dec. 22 Hanna-Mandal-72,000 birch staves-Warrack & Co."
